日期	平原产水	其他外供	河网供水	水库供水	合计来水	农业需水	其他生态需水	非农需水	需水量	净流量	目标容积	日初容积	日中容积	日末容积	排末容积	水位生态需水	初河蓄水	蓄水消后	缺水(浙东需供)	末河蓄水	排河蓄水	排水容积	河区排水	容积变化	排后变化	纳蓄能力	低水位以上蓄水量	总蓄水量	生态需水	总需水量	本地可供水量	展示本地可供水量	累积时段
2026/02/15	0.0	55.44500000000001	41.69699999999999	5.357	102.49899999999997	147.68	44.31	35.0	182.67999999999998	-124.491	63315.57534246575	3619.576246265859	3495.085246265859	3622.168246265859	3622.168246265859	0.0	0.0	0.0	127.08300000000001	0.0	0.0	74231.66666666667	0.0	2.5920000000000982	2.5920000000000982	62316.83175373414	0.0	3622.168246265859	44.31	226.98999999999998	102.49899999999997	99.90699999999997	2026/02/15至2026/02/15
2026/02/16	0.0	112.48100000000001	69.047	10.714	192.24199999999993	295.36	88.62	70.0	365.35999999999996	-261.738	126631.1506849315	7241.744492531718	6980.006492531718	7244.802492531719	7244.802492531719	0.0	0.0	0.0	264.796	0.0	0.0	148463.33333333334	0.0	3.0579999999999927	3.0579999999999927	124633.19750746829	0.0	7244.802492531719	88.62	453.97999999999996	192.24199999999993	189.18399999999997	2026/02/15至2026/02/16
2026/02/17	0.0	171.30700000000002	92.099	16.071	279.477	443.04	132.93	105.0	548.04	-401.49300000000005	189946.72602739726	10864.378738797577	10462.885738797577	10867.680738797579	10867.680738797579	0.0	0.0	0.0	404.795	0.0	0.0	222695.0	0.0	3.3020000000001346	3.3020000000001346	186949.3192612024	0.0	10867.680738797579	132.93	680.9699999999999	279.477	276.17499999999995	2026/02/15至2026/02/17
2026/02/18	0.0	231.899	111.417	21.428	364.744	590.72	177.24	140.0	730.7199999999999	-543.216	253262.301369863	14487.256985063435	13944.040985063435	14490.638985063437	14490.638985063437	0.0	0.0	0.0	546.598	0.0	0.0	296926.6666666667	0.0	3.382000000000062	3.382000000000062	249265.36101493656	0.0	14490.638985063437	177.24	907.9599999999999	364.744	361.36199999999997	2026/02/15至2026/02/18
2026/02/19	0.0	293.95	127.68	26.785	448.41499999999996	738.4000000000001	221.55	175.0	913.3999999999999	-686.535	316577.87671232875	18110.215231329294	17423.680231329294	18113.597231329295	18113.597231329295	0.0	0.0	0.0	689.9169999999999	0.0	0.0	371158.3333333334	0.0	3.382000000000062	3.382000000000062	311581.4027686707	0.0	18113.597231329295	221.55	1134.9499999999998	448.41499999999996	445.03299999999996	2026/02/15至2026/02/19
2026/02/20	0.0	357.12	141.52800000000002	32.142	530.79	886.0800000000002	265.86	210.0	1096.08	-831.15	379893.4520547945	21733.17347759515	20902.023477595154	21736.555477595153	21736.555477595153	0.0	0.0	0.0	834.5319999999999	0.0	0.0	445390.00000000006	0.0	3.382000000000062	3.382000000000062	373897.44452240487	0.0	21736.555477595153	265.86	1361.9399999999998	530.79	527.4079999999999	2026/02/15至2026/02/20
2026/02/21	0.0	421.122	153.45200000000003	37.499	612.073	1033.7600000000002	310.17	245.0	1278.76	-976.857	443209.0273972603	25356.13172386101	24379.274723861014	25359.51372386101	25359.51372386101	0.0	0.0	0.0	980.2389999999999	0.0	0.0	519621.66666666674	0.0	3.382000000000062	3.382000000000062	436213.48627613904	0.0	25359.51372386101	310.17	1588.9299999999998	612.073	608.6909999999998	2026/02/15至2026/02/21
2026/02/22	0.0	485.735	163.84100000000004	42.856	692.432	1181.4400000000003	354.48	280.0	1461.44	-1123.488	506524.6027397261	28979.089970126868	27855.601970126874	28982.47197012687	28982.47197012687	0.0	0.0	0.0	1126.87	0.0	0.0	593853.3333333334	0.0	3.382000000000062	3.382000000000062	498529.5280298732	0.0	28982.47197012687	354.48	1815.9199999999998	692.432	689.0499999999997	2026/02/15至2026/02/22
2026/02/23	0.0	502.882	172.99400000000003	48.213	724.089	1181.4400000000003	398.79	315.0	1496.44	-1171.141	569840.1780821919	32602.048216392726	31430.907216392734	32609.47721639273	32609.47721639273	0.0	0.0	0.0	1178.57	0.0	0.0	668085.0	0.0	7.429000000000087	7.429000000000087	560841.5227836074	0.0	32609.47721639273	398.79	1895.2299999999998	724.089	716.6599999999997	2026/02/15至2026/02/23
