日期	平原产水	其他外供	河网供水	水库供水	合计来水	农业需水	其他生态需水	非农需水	需水量	净流量	目标容积	日初容积	日中容积	日末容积	排末容积	水位生态需水	初河蓄水	蓄水消后	缺水(浙东需供)	末河蓄水	排河蓄水	排水容积	河区排水	容积变化	排后变化	纳蓄能力	低水位以上蓄水量	总蓄水量	生态需水	总需水量	本地可供水量	展示本地可供水量
2026/02/15	0.0	55.44500000000001	41.69699999999999	5.357	102.49899999999997	147.68	44.31	35.0	182.67999999999998	-124.491	63315.57534246575	3619.576246265859	3495.085246265859	3622.168246265859	3622.168246265859	0.0	0.0	0.0	127.08300000000001	0.0	0.0	74231.66666666667	0.0	2.5920000000000982	2.5920000000000982	62316.83175373414	0.0	3622.168246265859	44.31	226.98999999999998	102.49899999999997	99.90699999999997
2026/02/16	0.0	57.036	27.35000000000001	5.357	89.74299999999997	147.68	44.31	35.0	182.67999999999998	-137.24699999999999	63315.57534246575	3622.168246265859	3484.9212462658597	3622.634246265859	3622.634246265859	0.0	0.0	0.0	137.713	0.0	0.0	74231.66666666667	0.0	0.4659999999998945	0.4659999999998945	62316.36575373415	0.0	3622.634246265859	44.31	226.98999999999998	89.74299999999997	89.27699999999999
2026/02/17	0.0	58.82599999999999	23.052000000000007	5.357	87.23500000000001	147.68	44.31	35.0	182.67999999999998	-139.75500000000002	63315.57534246575	3622.634246265859	3482.8792462658594	3622.878246265859	3622.878246265859	0.0	0.0	0.0	139.99900000000002	0.0	0.0	74231.66666666667	0.0	0.24400000000014188	0.24400000000014188	62316.12175373414	0.0	3622.878246265859	44.31	226.98999999999998	87.23500000000001	86.99099999999996
2026/02/18	0.0	60.592	19.317999999999998	5.357	85.26700000000002	147.68	44.31	35.0	182.67999999999998	-141.72299999999996	63315.57534246575	3622.878246265859	3481.155246265859	3622.958246265859	3622.958246265859	0.0	0.0	0.0	141.803	0.0	0.0	74231.66666666667	0.0	0.07999999999992724	0.07999999999992724	62316.04175373415	0.0	3622.958246265859	44.31	226.98999999999998	85.26700000000002	85.18699999999998
2026/02/19	0.0	62.051	16.263000000000005	5.357	83.67099999999996	147.68	44.31	35.0	182.67999999999998	-143.319	63315.57534246575	3622.958246265859	3479.639246265859	3622.958246265859	3622.958246265859	0.0	0.0	0.0	143.319	0.0	0.0	74231.66666666667	0.0	0.0	0.0	62316.04175373415	0.0	3622.958246265859	44.31	226.98999999999998	83.67099999999996	83.67099999999999
2026/02/20	0.0	63.17	13.848000000000003	5.357	82.37500000000003	147.68	44.31	35.0	182.67999999999998	-144.615	63315.57534246575	3622.958246265859	3478.3432462658593	3622.958246265859	3622.958246265859	0.0	0.0	0.0	144.615	0.0	0.0	74231.66666666667	0.0	0.0	0.0	62316.04175373415	0.0	3622.958246265859	44.31	226.98999999999998	82.37500000000003	82.37499999999997
2026/02/21	0.0	64.002	11.923999999999996	5.357	81.28299999999997	147.68	44.31	35.0	182.67999999999998	-145.70700000000002	63315.57534246575	3622.958246265859	3477.2512462658588	3622.958246265859	3622.958246265859	0.0	0.0	0.0	145.70700000000002	0.0	0.0	74231.66666666667	0.0	0.0	0.0	62316.04175373415	0.0	3622.958246265859	44.31	226.98999999999998	81.28299999999997	81.28299999999996
2026/02/22	0.0	64.613	10.389000000000003	5.357	80.35899999999998	147.68	44.31	35.0	182.67999999999998	-146.63100000000003	63315.57534246575	3622.958246265859	3476.3272462658592	3622.958246265859	3622.958246265859	0.0	0.0	0.0	146.63100000000003	0.0	0.0	74231.66666666667	0.0	0.0	0.0	62316.04175373415	0.0	3622.958246265859	44.31	226.98999999999998	80.35899999999998	80.35899999999995
2026/02/23	0.0	17.147	9.153000000000002	5.357	31.656999999999993	0.0	44.31	35.0	35.0	-47.652999999999984	63315.57534246575	3622.958246265859	3575.305246265859	3627.005246265859	3627.005246265859	0.0	0.0	0.0	51.69999999999999	0.0	0.0	74231.66666666667	0.0	4.0470000000000255	4.0470000000000255	62311.99475373414	0.0	3627.005246265859	44.31	79.31	31.656999999999993	27.610000000000014
