日期	平原产水	其他外供	河网供水	水库供水	合计来水
2025/09/05	0.0	0.0	2.526	0.95	3.476
2025/09/06	0.0	0.0	1.463	0.95	2.4130000000000003
2025/09/07	0.0	0.0	1.254	0.95	2.2039999999999997
2025/09/08	0.0	0.0	1.09	0.95	2.04
2025/09/09	10.09	0.0	1.0	0.95	1.95
2025/09/10	3.18	0.0	0.927	0.95	1.877
2025/09/11	17.97	0.0	0.926	0.95	1.876
2025/09/12	0.0	0.0	0.897	0.95	1.847
