日期	平原产水	其他外供	河网供水	水库供水	合计来水
2026/02/15	0.0	0.0	2.526	4.407	6.933
2026/02/16	0.0	0.0	1.463	4.407	5.87
2026/02/17	0.0	0.0	1.254	4.407	5.661
2026/02/18	0.0	0.0	1.09	4.407	5.497
2026/02/19	0.0	0.0	0.957	4.407	5.364
2026/02/20	0.0	0.0	0.849	4.407	5.256
2026/02/21	0.0	0.0	0.758	4.407	5.165
2026/02/22	0.0	0.0	0.681	4.407	5.088
2026/02/23	0.0	0.0	0.615	4.407	5.022
