水系,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,农田灌溉用水量_水田,旱地,水浇地,小计,其中地下水,林牧渔畜用水量_林地灌溉,园地灌溉,草场灌溉,鱼塘补水,大牲畜用水量,小牲畜用水量,小计,其中地下水,工业用水量_火（核）电_直流式,循环式,国有及规模以上,规模以下,小计,其  中       地下水,城镇公共用水量_建筑业,服务业,小计,其中地下水,居民生活用水量_城镇居民,农村居民,小计,其  中地下水,生态与环境用水量_城镇环境,农村生态,小计,其  中地下水,总用水量_合计,其中地下水,环境配水量,总计,地表水用-供 检查,地下水用-供 检查
,东南诸河,钱塘江,富春江坝址以下,,,,,绍兴市,7514.599999999999,4.5691,0.055400000000000005,0.147,4.7715,0.0066,0.0916,0.6428,0,0.9788,0.0018000000000000002,0.1101,1.8251,0,0,0.6627,3.2839999999999994,0.7841000000000001,4.7308,0.0006999999999999999,0.3197,0.8115,1.1312,0.0095,1.7730000000000001,0.6717,2.4447,0.0073,0.6458999999999999,0.0401,0.6859999999999999,0,15.5893,0.0241,2.13,17.719300000000004,0,0
,东南诸河,钱塘江,富春江坝址以上,,,,,绍兴市,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,东南诸河,浙东诸河,浙东沿海诸河,,,,,绍兴市,748.5,1.3276,0.0078,0.0091,1.3445,0.0008,0.0016,0.0067,0,0.1834,0.0021,0.006500000000000001,0.20029999999999998,0,0,0.0097,0.3087,0.0693,0.3877,0,0.024900000000000002,0.1235,0.1484,0,0.1892,0.0509,0.2401,0.0018,0.0745,0.0036,0.0781,0,2.3991,0.0026000000000000003,0,2.3991,0,0
,东南诸河,浙南诸河,瓯江温溪以下,,,,,绍兴市,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,越城区,绍兴市,643,1.156,0.0154,0.019,1.1904,0.0009000000000000001,0.0325,0.0842,0,0.2549,0.002,0.0089,0.38249999999999995,0,0,0.0201,0.4958,0.10020000000000001,0.6161,0,0.1084,0.1331,0.2415,0,0.4138,0.0725,0.4863,0.0003,0.1897,0.0151,0.2048,0,3.1216,0.0012000000000000001,2.13,5.2516,0,0
,,,,,,,柯桥区,绍兴市,1066,0.48179999999999995,0,0.030699999999999998,0.5125,0,0.0088,0.127,0,0.17750000000000002,0.0001,0.013099999999999999,0.3265,0,0,0.4939,2.1865,0.2681,2.9485,0,0.0809,0.16130000000000003,0.24220000000000003,0,0.4887,0.0948,0.5835,0.0015,0.1152,0.0038,0.119,0,4.7322,0.0015,0,4.7322,0,0
,,,,,,,上虞区,绍兴市,1256,1.1063,0.0269,0.0189,1.1521,0.0049,0.0042,0.0114,0,0.0862,0.0001,0.0118,0.1137,0,0,0.046400000000000004,0.40249999999999997,0.1548,0.6036999999999999,0,0.043300000000000005,0.18219999999999997,0.2255,0,0.2616,0.09609999999999999,0.3577,0.0017000000000000001,0.0824,0.0038,0.0862,0,2.5389,0.0066,0,2.5389,0,0
,,,,,,,新昌县,绍兴市,1214,0.7196,0.0209,0.0325,0.773,0,0.0098,0.0103,0,0.024,0.0002,0.0087,0.053,0,0,0.0244,0.1372,0.0337,0.1953,0.0001,0.029,0.1095,0.1385,0,0.1651,0.0829,0.248,0,0.0635,0.0034,0.0669,0,1.4747,0.0001,0,1.4747,0,0
,,,,,,,诸暨市,绍兴市,2311,1.3397000000000001,0,0.0511,1.3907999999999998,0.0016,0.0135,0.2915,0,0.4617,0.0011,0.0247,0.7925,0,0,0.0445,0.2479,0.1274,0.4198,0.0003,0.0412,0.222,0.2632,0,0.3861,0.2136,0.5996999999999999,0.0056,0.1715,0.0124,0.1839,0,3.6499,0.0075,0,3.6499,0,0
,,,,,,,嵊州市,绍兴市,1789,1.0933,0,0.0039,1.0972,0,0.0244,0.1251,0,0.1579,0.0004,0.0494,0.3572,0,0,0.0431,0.1228,0.1692,0.3351,0.0003,0.0418,0.1269,0.1687,0.0095,0.2469,0.1627,0.4096,0,0.0981,0.0052,0.1033,0,2.4711,0.0098,0,2.4711,0,0
