序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,农田灌溉用水量_水田,旱地,菜田,小计,其中地下水,林牧渔畜用水量_林地灌溉,园地灌溉,草场灌溉,鱼塘补水,大牲畜用水量,小牲畜用水量,小计,其中地下水,工业用水量_火（核）电_直流式,循环式,国有及规模以上,规模以下,小计,其  中       地下水,城镇公共用水量_建筑业,服务业,小计,其中地下水,居民生活用水量_城镇居民,农村居民,小计,其  中地下水,生态与环境用水量_城镇环境,农村生态,小计,其  中地下水,总用水量_合计,其中地下水,环境配水量,总计,地表水用-供 检查,地下水用-供 检查
1,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330102,上城区,杭州市,123.3,0.1013,0,0,0.1013,,0,0,0,0,0,0,0,,,,0.0319,,0.0319,0.0002,0.1099,0.559,0.6689,,0.7684,,0.7684,,0.0789,,0.0789,,1.6494,0.0002,8.0213,9.6707,0,0
2,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330105,拱墅区,杭州市,119,0.0016,0,0,0.0016,,,,,,,,0,,0,0.0562,,0.0565,0.1127,,0.1263,0.3725,0.4988,,0.6788,,0.6788,,0.0948,,0.0948,,1.3867,0,,1.3867,0,0
3,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330106,西湖区,杭州市,115.9,0.0194,0.0018,0,0.0212,0,0,0,0,0.0276,0,0,0.0276,0,,,0.0362,0,0.0362,0,0.0414,0.5083,0.5497,0,0.5408,0.0043,0.5451,0,0.0914,0,0.0914,,1.2712,0,,1.2712,0,0
4,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330106,西湖区,杭州市,147.1,0.077,0.004,0,0.081,0,0.0229,0.0024,0,0.1102,0,0,0.1355,0,,,0.0186,0,0.0186,0,0.0572,0.0669,0.1241,0,0.1203,0.0115,0.1318,0,0.0496,0,0.0496,,0.5406,0,2.3753,2.9159,0,0
5,东南诸河,钱塘江,富春江坝址以下,萧绍平原,G010230,330108,滨江区,杭州市,73,0.0005,0.0015,0,0.002,,0,0.0031,0,0.0075,0,0,0.0106,,,,0.0982,,0.0982,,0.0978,0.2395,0.3373,,0.3071,,0.3071,,0.0503,,0.0503,,0.8055,0,1.4829,2.2884,0,0
6,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330109,萧山区,杭州市,9,0.0165,0.001,0,0.0175,,0,0,,0.0053,0,0,0.0053,,,,0,0,0,,0,0,0,,0,0,0,,0.0013,0.0004,0.0017,,0.0245,0,,0.0245,0,0
7,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330109,萧山区,杭州市,363.4,0.6635,0.039,0,0.7025,,0.004,0.0198,,0.2143,0.0003,0.012,0.2504,,0,0.0413,0.4831,0.0714,0.5958,,0.0338,0.0746,0.1084,,0.1366,0.082,0.2186,,0.0507,0.014,0.0647,,1.9404,0,0.1345,2.0749,0,0
8,东南诸河,钱塘江,富春江坝址以下,萧绍平原,G010230,330109,萧山区,杭州市,363.6,0.6753,0.037,0,0.7123,,0.004,0.0203,,0.2144,0.0004,0.0123,0.2514,,0,0.0376,0.4953,0.0806,0.6135,,0.1777,0.3732,0.5509,,0.8411,0.1439,0.985,,0.0513,0.0147,0.066,,3.1791,0,8.8964,12.0755,0,0
9,长江,太湖水系,湖西及湖区,西苕溪及长兴平原,F120110,330110,余杭区,杭州市,13.5,0,0,0,0,,,,,,,,0,,,,,,0,,,,0,,,,0,,,,0,,0,0,,0,0,0
10,长江,太湖水系,湖西及湖区,东苕溪,F120120,330110,余杭区,杭州市,555.3,0.4117,0.0195,0,0.4312,,,0.0344,,0.0413,0.0001,0.0168,0.0926,,0,0.0017,0.0593,,0.061,,0.0296,0.3608,0.3904,,0.288,0.0705,0.3585,,0.0216,0.0446,0.0662,,1.3999,0,,1.3999,0,0
