序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,地表水源供水量_蓄 水,引水,提水,跨流域调水_调入量,调出流域,非工程供水,小计,地下水源供水量_潜水,承压水,微咸水,小计,其他水源供水量_污水处理回用,雨  水 利  用,海 水淡 化,小计,总供水量,环境配水量,总计,海水 利用量,环境配水供水量明细表_蓄 水,引水,提水,调水,污水回用,小计
55,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330326,平阳县,温州市,832.3,0.5489,0.41,0.35,0,,0,1.3089,0.0031,0,0,0.0031,0,0,0,0,1.312,0,1.312,0,0,0,0,0,0,0
56,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330327,苍南县,温州市,956.31,0.8504,0.2368,0.0235,0,,0,1.1107,0.002,0,0,0.002,0,0,0,0,1.1127,0,1.1127,0,0,0,0,0,0,0
57,东南诸河,闽东诸河,闽东诸河,闽东诸河,G040100,330327,苍南县,温州市,112.7,0.0563,0.0611,0,0,,0,0.1174,0.0005,0,0,0.0005,0,0,0,0,0.1179,0,0.1179,0,0,0,0,0,0,0
58,东南诸河,浙南诸河,瓯江温溪以上,小溪及瓯江青田段,G030120,330328,文成县,温州市,104.9,0.0055,0,0,0,,0,0.0055,0,0,0,0,0,0,0,0,0.0055,0,0.0055,0,0,0,0,0,0,0
59,东南诸河,浙南诸河,瓯江温溪以下,飞云江,G030280,330328,文成县,温州市,1170.4,0.352,0.1484,0.0047,0,,0,0.5051,0,0,0,0,0,0,0,0,0.5051,0,0.5051,0,0,0,0,0,0,0
60,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330328,文成县,温州市,20.7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,东南诸河,浙南诸河,瓯江温溪以下,飞云江,G030280,330329,泰顺县,温州市,863.3,0.1175,0.0708,0.006,0,,0,0.1943,0,0,0,0,0,0,0,0,0.1943,0,0.1943,0,0,0,0,0,0,0
62,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330329,泰顺县,温州市,36.6,0.0065,0.0031,0,0,,0,0.0096,0,0,0,0,0,0,0,0,0.0096,0,0.0096,0,0,0,0,0,0,0
63,东南诸河,闽东诸河,闽东诸河,闽东诸河,G040100,330329,泰顺县,温州市,868.1,0.1658,0.0881,0.0053,0,,0,0.2592,0.001,0,0,0.001,0,0,0,0,0.2602,0,0.2602,0,0,0,0,0,0,0
64,东南诸河,浙南诸河,瓯江温溪以下,飞云江,G030280,330381,瑞安市,温州市,1340.9,1.7137,0.06,0.6942,0,,0,2.4679,0.0006,0,0,0.0006,0,0,0,0,2.4685,0.9408,3.4093,0,0.9408,0,0,0,0,0.9408
65,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330381,瑞安市,温州市,9.1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,东南诸河,浙南诸河,瓯江温溪以下,楠溪江,G030260,330382,乐清市,温州市,30.9,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,东南诸河,浙南诸河,瓯江温溪以下,瓯江下游干流,G030270,330382,乐清市,温州市,1354.1,1.7699,0.718,0.045,0,,0,2.5329,0.0045,0,0,0.0045,0,0,0.0277,0.0277,2.5651,0,2.5651,8.734,0,0,0,0,0,0
68,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330383,龙港市,温州市,183.99,0.6024,0.037,0.0867,0,,0,0.7261,0,0,0,0,0,0,0,0,0.7261,0,0.7261,12.3231,0,0,0,0,0,0
