序号,市,县（市、区）,水资源分区,nan,水资源利用分区,面积（km2）,人口（万人）,nan,nan,国内地区生产总值  （亿元）,nan,nan,nan,工业增加值（亿元）,nan,nan,nan,火(核)电装机(万kW),nan,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）,nan,nan,nan,粮食产量（万吨）,林牧渔面积（万亩）,nan,nan,nan,牲畜(万头),nan,nan,地表水源供水量,nan,nan,nan,nan,nan,nan,地下水源供水量,nan,nan,nan,其他水源供水量,nan,nan,nan,总供水量,环境配水量,农田灌溉用水量,nan,nan,nan,nan,林牧渔畜用水量,nan,nan,nan,nan,nan,nan,nan,工业用水量,nan,nan,nan,nan,nan,城镇公共用水量,nan,nan,nan,居民生活用水量,nan,nan,nan,生态与环境用水量,nan,nan,nan,总用水量,nan,环境配水量,总计,总用水量（核算）,总供水量（核算）,总供水-总用水,nan,nan,nan
38,宁波市,余姚市,浙东沿海诸河,姚江,2,1236.7,84.27,30.51,114.78,47.41,661.86,451.31,1160.58,2.2,380.5,241.074,623.774,0,87.16,56.89,56.89,35.62,15.43,0,51.05,15.46,0,0.7,0,2.55,0.087,21.998,22.085,2.2028,0.15,0.5945,-0.0018,0,0,2.9455,0.0012,0,0,0.0012,0.0126,0.0017,0,0.0143,2.961,0.593,1.4248,0.1208,0,1.5456,0,0,0.0042,0,0.1071,0.0002,0.0096,0.1211,0,0,0.046,0.2518,0.182,0.4798,0.0012,0.015,0.2472,0.2622,0,0.383,0.133,0.516,0,0.0263,0.01,0.0363,0,2.961,0.0012,0.593,3.554,2.9610000000000003,2.961,0,,,
39,宁波市,余姚市,浙东沿海诸河,奉化江及甬江干流,2,157.6,0.35,1.6,1.95,0.191,1.676,1.817,3.684,0,0,0,0,0,0,0.71,0.71,1.36,2,0,3.36,0.59,0.28,0.45,0,0,0.052,0.94,0.992,0.0907,0,0.003,0,0,0,0.0937,0,0,0,0,0,0,0,0,0.0937,0,0.0598,0.0168,0,0.0766,0,0.0017,0.0023,0,0,0.0001,0.0003,0.0044,0,0,0,0,0,0,0,0.0006,0.0014,0.002,0,0.0016,0.0054,0.007,0,0.0025,0.0012,0.0037,0,0.0937,0,0,0.0937,0.0937,0.0937,0,,,
40,宁波市,慈溪市,浙东沿海诸河,姚江,2,1361,121.9,36.6,158.5,55.7174,1146.4007,696.5209,1898.639,0.7971,750.5613,314.8007,1066.1591,0,12.7,67.14,55.48,12.2,42.15,0,54.35,8.43,0.02,1.5,0,3.03,0.04,39.11,39.15,0.9106,0.1,0.7945,0.8825,0,0,2.6876,0.01,0,0,0.01,0.0857,0,0,0.0857,2.7833,1,0.4575,0.3454,0,0.8029,0,0.0001,0.0112,0,0.2,0.0001,0.0143,0.2257,0,0,0.0758,0.3846,0.3228,0.7832,0,0.0298,0.1853,0.2151,0,0.558,0.1658,0.7238,0.01,0.023,0.0096,0.0326,0,2.7833,0.01,1,3.7833,2.7833,2.7833,0,,,
41,宁波市,象山县,浙东沿海诸河,象山港及三门湾,2,1382,32,21.1,53.1,77.2243,237.426,233.9389,548.5892,13.2848,112.748,40.09,166.1228,240,3.75,35.05,24.47,20.809,2.943,0,23.752,7.56,3.555,1.845,0,2.38,0.08,36.28,36.36,1.1085,0.205,0.201,0.039,0,0,1.5535,0,0,0,0,0.01,0.0001,0.0017,0.0118,1.5653,0.048,0.5556,0.0214,0,0.577,0,0.0206,0.0107,0,0.0976,0.0003,0.0132,0.1424,0,0.0299,0.01,0.1553,0.0344,0.2296,0,0.0126,0.1652,0.1778,0,0.263,0.1617,0.4247,0,0.0113,0.0025,0.0138,0,1.5653,0,0.048,1.6133,1.5653000000000001,1.5653000000000001,0,,,
42,宁波市,宁海县,浙东沿海诸河,奉化江及甬江干流,2,68.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
43,宁波市,宁海县,浙东沿海诸河,象山港及三门湾,2,1774.8,41.2,27.4,68.6,46.3,363.6,291.2,701.1,28,185.7,103.2,316.9,452,0,50.61,26.78,19.665,4.86,0,24.525,8.72,4.245,2.385,0,1.64,0.32,10.75,11.07,3.7404,0,0,-2.1574,0,0,1.583,0.0025,0,0,0.0025,0.0188,0,0,0.0188,1.6043,0.11,0.5701,0.047,0,0.6171,0,0.0297,0.0167,0,0.0787,0.0012,0.0039,0.1302,0,0.0722,0,0.1212,0.0568,0.2502,0.0007,0.012,0.1127,0.1247,0.0018,0.3003,0.1653,0.4656,0,0.0145,0.002,0.0165,0,1.6043,0.0025,0.11,1.7143,1.6042999999999998,1.6042999999999998,0,,,
2,宁波市,,,,,9816,628.7,225.5,854.2,322.2887,5754.671400000001,5886.704,11963.6641,99.924,3893.7113,1138.7006,5132.3359,1192,548.61,326.61000000000007,262.76,160.938,86.72800000000001,0,247.66600000000003,66.59000000000002,17.205,12.408000000000001,0,10.559999999999999,1.2,127.182,128.382,13.4424,0.9831,4.937899999999999,0.6328,0,0,19.996199999999998,0.0266,0,0,0.0266,0.4016,0.0021,0.0017,0.4054,20.4282,4.8936,5.523899999999999,0.7159,0,6.2398,0,0.1087,0.0817,0,0.5361,0.0043,0.048299999999999996,0.7790999999999999,0,0.20290000000000002,0.5688,3.7820999999999994,1.2659,5.819699999999999,0.0087,0.1936,2.1547,2.3482999999999996,0.0029,3.7779,1.2259,5.0038,0.015,0.18260000000000004,0.0549,0.23750000000000004,0,20.4282,0.0266,4.8936,25.3218,,,,,,
,宁波,宁波城市供水区,中心城区,,,2461,319.5,84.5,404,64.247,2950.8447,3988.7441999999996,7003.8359,55.642100000000006,2173.1020000000003,378.1359,2606.88,500,445,80.01,62.23,44.784,12.665000000000001,0,57.449,19.13,1.955,4.158,0,0.85,0.47000000000000003,5.802,6.2719999999999985,2.9135999999999997,0.29690000000000005,3.1552999999999995,2.9535,0,0,9.319299999999998,0.0048000000000000004,0,0,0.0048000000000000004,0.2745,0.0003,0,0.27480000000000004,9.5989,2.9426,1.5045,0.1138,0,1.6183,0,0.014000000000000002,0.0286,0,0.0461,0.0018000000000000004,0.0024,0.0929,0,0.1008,0.437,2.6995,0.5906,3.8279000000000005,0.0048000000000000004,0.10640000000000001,1.3075,1.4139,0,2.073,0.4613,2.5343,0,0.09300000000000001,0.0186,0.1116,0,9.5989,0.0048000000000000004,2.9426,12.5415,宁波城市供水区,中心城区,0,0.0,3.4521999999999995,6.3948
,宁波,,奉化区,,,1268,29.1,22.5,51.599999999999994,31.1,392.29999999999995,221.89999999999998,645.3,0,291.1,61.400000000000006,352.5,0,0,34.28,34.28,26.099999999999998,6.41,0,32.51,6.53,6.45,0.8999999999999999,0,0.11,0.09,11.73,11.82,2.4427,0.23120000000000002,0.1876,-1.083,0,0,1.7785,0.0081,0,0,0.0081,0,0,0,0,1.7866,0.2,0.9396,0.048799999999999996,0,0.9884,0,0.0387,0.0054,0,0.0066,0.00030000000000000003,0.0043,0.0553,0,0,0,0.1697,0.07930000000000001,0.249,0.002,0.016399999999999998,0.1339,0.1503,0.0011,0.19669999999999999,0.1269,0.3236,0.005,0.01,0.01,0.02,0,1.7866,0.0081,0.2,1.9866000000000001,,奉化区,0,0.0,0.4188,0.6188
,宁波,余慈供水区,余姚市,,,1501,84.99999999999999,33.4,118.4,47.699999999999996,664.1,454.40000000000003,1166.1999999999998,2.2,380.5,241.074,623.774,0,87.16,59.52,59.52,37.379999999999995,17.7,0,55.08,16.220000000000002,0.98,1.6199999999999999,0,2.55,0.19999999999999998,23.51,23.71,2.3266,0.15,0.5995,-0.0018,0,0,3.0743,0.0012,0,0,0.0012,0.0126,0.0017,0,0.0143,3.0898,0.593,1.4966000000000002,0.1395,0,1.6361,0,0.0056,0.0091,0,0.1071,0.0006000000000000001,0.010199999999999999,0.1326,0,0,0.046,0.2518,0.182,0.4798,0.0012,0.016399999999999998,0.2501,0.2665,0,0.3869,0.1449,0.5318,0,0.030799999999999998,0.012199999999999999,0.043000000000000003,0,3.0898,0.0012,0.593,3.6828,余慈供水区,余姚市,0,0.0,0.7495,1.3425
,宁波,,慈溪市（含杭州湾新区）,,,1361,121.9,36.6,158.5,55.7174,1146.4007,696.5209,1898.639,0.7971,750.5613,314.8007,1066.1591,0,12.7,67.14,55.48,12.2,42.15,0,54.35,8.43,0.02,1.5,0,3.03,0.04,39.11,39.15,0.9106,0.1,0.7945,0.8825,0,0,2.6876,0.01,0,0,0.01,0.0857,0,0,0.0857,2.7833,1,0.4575,0.3454,0,0.8029,0,0.0001,0.0112,0,0.2,0.0001,0.0143,0.2257,0,0,0.0758,0.3846,0.3228,0.7832,0,0.0298,0.1853,0.2151,0,0.558,0.1658,0.7238,0.01,0.023,0.0096,0.0326,0,2.7833,0.01,1,3.7833,,慈溪市（含杭州湾新区）,0,0.0,0.8945,1.8944999999999999
,宁波,宁象供水区,宁海县,,,1843,41.2,27.4,68.6,46.3,363.6,291.2,701.1,28,185.7,103.2,316.9,452,0,50.61,26.78,19.665,4.86,0,24.525,8.72,4.245,2.385,0,1.64,0.32,10.75,11.07,3.7404,0,0,-2.1574,0,0,1.583,0.0025,0,0,0.0025,0.0188,0,0,0.0188,1.6043,0.11,0.5701,0.047,0,0.6171,0,0.0297,0.0167,0,0.0787,0.0012,0.0039,0.1302,0,0.0722,0,0.1212,0.0568,0.2502,0.0007,0.012,0.1127,0.1247,0.0018,0.3003,0.1653,0.4656,0,0.0145,0.002,0.0165,0,1.6043,0.0025,0.11,1.7143,宁象供水区,宁海县,0,0.0,0,0.11
,宁波,,象山县,,,1382,32,21.1,53.1,77.2243,237.426,233.9389,548.5892,13.2848,112.748,40.09,166.1228,240,3.75,35.05,24.47,20.809,2.943,0,23.752,7.56,3.555,1.845,0,2.38,0.08,36.28,36.36,1.1085,0.205,0.201,0.039,0,0,1.5535,0,0,0,0,0.01,0.0001,0.0017,0.0118,1.5653,0.048,0.5556,0.0214,0,0.577,0,0.0206,0.0107,0,0.0976,0.0003,0.0132,0.1424,0,0.0299,0.01,0.1553,0.0344,0.2296,0,0.0126,0.1652,0.1778,0,0.263,0.1617,0.4247,0,0.0113,0.0025,0.0138,0,1.5653,0,0.048,1.6133,,象山县,0,0.0,0.406,0.454
