日期	平原产水	其他外供	河网供水	水库供水	合计来水	农业需水	其他生态需水	非农需水	需水量	生态需水	总需水量	净流量	目标容积	日初容积	日中容积	日末容积	排末容积	初河蓄水	蓄水消后	缺水(浙东需供)	末河蓄水	排河蓄水	排水容积	河区排水	容积变化	排后变化	纳蓄能力	低水位以上蓄水量	总蓄水量	水位生态需水	本地可供水量
2026/03/03	1.29	0.0	2.526	0.0	2.526	1.23	0.37	0.0	1.23	0.37	1.6	0.9259999999999996	3006.0	591.8032786885245	592.7292786885246	592.7292786885246	592.7292786885246	0.0	0.0	0.0	0.0	0.0	3987.999999999999	0.0	0.9259999999999996	0.9259999999999996	2413.2707213114754	0.0	592.7292786885246	0.0	2.526
2026/03/04	0.0	0.0	1.463	0.0	1.463	1.23	0.37	0.0	1.23	0.37	1.6	-0.137	3006.0	592.7292786885246	592.5922786885246	592.7292786885246	592.7292786885246	0.0	0.0	0.137	0.0	0.0	3987.999999999999	0.0	-0.137	-0.137	2413.2707213114754	0.0	592.7292786885246	0.0	1.463
2026/03/05	4.22	0.0	1.254	0.0	1.254	1.23	0.37	0.0	1.23	0.37	1.6	-0.3460000000000001	3006.0	592.7292786885246	592.3832786885246	592.7292786885246	592.7292786885246	0.0	0.0	0.3460000000000001	0.0	0.0	3987.999999999999	0.0	-0.3460000000000001	-0.3460000000000001	2413.2707213114754	0.0	592.7292786885246	0.0	1.254
2026/03/06	0.11	0.0	1.09	0.0	1.09	1.23	0.37	0.0	1.23	0.37	1.6	-0.51	3006.0	592.7292786885246	592.2192786885246	592.7292786885246	592.7292786885246	0.0	0.0	0.51	0.0	0.0	3987.999999999999	0.0	-0.51	-0.51	2413.2707213114754	0.0	592.7292786885246	0.0	1.09
2026/03/07	0.08	0.0	0.959	0.0	0.959	1.23	0.37	0.0	1.23	0.37	1.6	-0.6410000000000001	3006.0	592.7292786885246	592.0882786885246	592.7292786885246	592.7292786885246	0.0	0.0	0.6410000000000001	0.0	0.0	3987.999999999999	0.0	-0.6410000000000001	-0.6410000000000001	2413.2707213114754	0.0	592.7292786885246	0.0	0.959
2026/03/08	0.72	0.0	0.866	0.0	0.866	1.23	0.37	0.0	1.23	0.37	1.6	-0.7340000000000001	3006.0	592.7292786885246	591.9952786885245	592.7292786885246	592.7292786885246	0.0	0.0	0.7340000000000001	0.0	0.0	3987.999999999999	0.0	-0.7340000000000001	-0.7340000000000001	2413.2707213114754	0.0	592.7292786885246	0.0	0.866
2026/03/09	0.34	0.0	0.791	0.0	0.791	1.23	0.37	0.0	1.23	0.37	1.6	-0.809	3006.0	592.7292786885246	591.9202786885246	592.7292786885246	592.7292786885246	0.0	0.0	0.809	0.0	0.0	3987.999999999999	0.0	-0.809	-0.809	2413.2707213114754	0.0	592.7292786885246	0.0	0.791
2026/03/10	0.72	0.0	0.738	0.0	0.738	1.23	0.37	0.0	1.23	0.37	1.6	-0.8620000000000001	3006.0	592.7292786885246	591.8672786885246	592.7292786885246	592.7292786885246	0.0	0.0	0.8620000000000001	0.0	0.0	3987.999999999999	0.0	-0.8620000000000001	-0.8620000000000001	2413.2707213114754	0.0	592.7292786885246	0.0	0.738
2026/03/11	7.58	0.0	0.778	0.0	0.778	1.23	0.37	0.0	1.23	0.37	1.6	-0.8220000000000001	3006.0	592.7292786885246	591.9072786885246	592.7292786885246	592.7292786885246	0.0	0.0	0.8220000000000001	0.0	0.0	3987.999999999999	0.0	-0.8220000000000001	-0.8220000000000001	2413.2707213114754	0.0	592.7292786885246	0.0	0.778
2026/03/12	4.33	0.0	0.823	0.0	0.823	1.23	0.37	0.0	1.23	0.37	1.6	-0.7770000000000001	3006.0	592.7292786885246	591.9522786885245	592.7292786885246	592.7292786885246	0.0	0.0	0.7770000000000001	0.0	0.0	3987.999999999999	0.0	-0.7770000000000001	-0.7770000000000001	2413.2707213114754	0.0	592.7292786885246	0.0	0.823
2026/03/13	0.19	0.0	0.83	0.0	0.83	1.23	0.37	0.0	1.23	0.37	1.6	-0.7700000000000001	3006.0	592.7292786885246	591.9592786885246	592.7292786885246	592.7292786885246	0.0	0.0	0.7700000000000001	0.0	0.0	3987.999999999999	0.0	-0.7700000000000001	-0.7700000000000001	2413.2707213114754	0.0	592.7292786885246	0.0	0.83
2026/03/14	0.23	0.0	0.816	0.0	0.816	1.23	0.37	0.0	1.23	0.37	1.6	-0.7840000000000001	3006.0	592.7292786885246	591.9452786885246	592.7292786885246	592.7292786885246	0.0	0.0	0.7840000000000001	0.0	0.0	3987.999999999999	0.0	-0.7840000000000001	-0.7840000000000001	2413.2707213114754	0.0	592.7292786885246	0.0	0.816
