序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,地表水源供水量_蓄 水,引水,提水,跨流域调水_调入量,调出流域,非工程供水,小计,地下水源供水量_潜水,承压水,微咸水,小计,其他水源供水量_污水处理回用,雨  水 利  用,海 水淡 化,小计,总供水量,环境配水量,总计,海水 利用量,环境配水供水量明细表_蓄 水,引水,提水,调水,污水回用,小计
13,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330111,富阳区,杭州市,47.9,0.0003,0,0.0387,,,,0.039,0,0,0,0,0,0,0,0,0.039,0,0.039,0,,,,,,0
14,长江,太湖水系,湖西及湖区,东苕溪,F120120,330112,临安区,杭州市,845,0.302,0.5348,0.0533,0.2088,钱塘江,,1.0989,0.0002,0,0,0.0002,0.032,0.003,0,0.035,1.1341,0,1.1341,0,,,,,,0
15,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330112,临安区,杭州市,2279,0.4712,0.4784,0.0252,,,,0.9748,0,0,0,0,0,0,0,0,0.9748,0,0.9748,0,,,,,,0
16,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330113,临平区,杭州市,286,,,0.6652,1.2783,钱塘江,,1.9435,,0,,0,0.0926,,,0.0926,2.0361,5.1517,7.1878,0,,4.0102,1.1415,,,5.1517
17,东南诸河,钱塘江,富春江坝址以上,兰江及富春江上游段,G010160,330122,桐庐县,杭州市,146.5,0.0058,0.0049,0.0074,,,,0.0181,0.0004,0,,0.0004,0,0,,0,0.0185,0,0.0185,0,,,,,,0
18,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330122,桐庐县,杭州市,1633.5,0.4753,0.5106,0.598,,,,1.5839,0.0051,0,,0.0051,0.0287,0.0002,,0.0289,1.6179,0,1.6179,0,,,,,,0
19,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330127,淳安县,杭州市,16.4,0,0.0006,0.0004,,,,0.001,,0,,0,0,0,0,0,0.001,0,0.001,0,,,,,,0
20,东南诸河,钱塘江,富春江坝址以上,新安江,G010150,330127,淳安县,杭州市,4369.3,0.8651,0.4932,0.0534,,,,1.4117,,0,,0,0.0267,0,0,0.0267,1.4384,0,1.4384,0,,,,,,0
21,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330127,淳安县,杭州市,66.3,0,0.0217,0.0021,,,,0.0238,,0,,0,0,0,0,0,0.0238,0,0.0238,0,,,,,,0
22,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330155,钱塘区,杭州市,104.7,0,0,0.0017,0.8769,钱塘江,,0.8786,0,0,0,0,,,,0,0.8786,1.2006,2.0792,0,,,,1.2006,,1.2006
23,东南诸河,钱塘江,富春江坝址以下,萧绍平原,G010230,330155,钱塘区,杭州市,427,0,0.7179,1.1279,,,,1.8458,0,0,0,0,0.0623,,,0.0623,1.9081,0,1.9081,0,,,,,,0
24,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330182,建德市,杭州市,78.3,0.0398,,0.0438,,,,0.0836,,0,,0,,,,0,0.0836,0,0.0836,0,,,,,,0
25,东南诸河,钱塘江,富春江坝址以上,新安江,G010150,330182,建德市,杭州市,1326.1,0.5263,0.0802,0.8983,,,,1.5048,0.0131,0,,0.0131,0.0289,,,0.0289,1.5468,0,1.5468,0,,,,,,0
26,东南诸河,钱塘江,富春江坝址以上,兰江及富春江上游段,G010160,330182,建德市,杭州市,871.1,0.1504,0.0265,0.2335,,,,0.4104,,0,,0,,,,0,0.4104,0,0.4104,0,,,,,,0
27,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330182,建德市,杭州市,88.5,0.0323,,0.0067,,,,0.039,,0,,0,,,,0,0.039,0,0.039,0,,,,,,0
