序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,地表水源供水量_蓄 水,引水,提水,跨流域调水_调入量,调出流域,非工程供水,小计,地下水源供水量_潜水,承压水,微咸水,小计,其他水源供水量_污水处理回用,雨  水 利  用,海 水淡 化,小计,总供水量,环境配水量,总计,海水 利用量,环境配水供水量明细表_蓄 水,引水,提水,调水,污水回用,小计
1,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330102,上城区,杭州市,123.3,,,0.1013,1.5479,钱塘江,,1.6492,,0.0002,,0.0002,,,,0,1.6494,8.0213,9.6707,0,,,,8.0213,,8.0213
2,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330105,拱墅区,杭州市,119,,,0.0882,1.2985,钱塘江,,1.3867,,0,,0,,,,0,1.3867,0,1.3867,0,,,,,,0
3,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330106,西湖区,杭州市,115.9,,,0.0272,1.0332,钱塘江,,1.0604,,0,,0,0.2031,0.0077,,0.2108,1.2712,0,1.2712,0,,,,,,0
4,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330106,西湖区,杭州市,147.1,,0.181,0.3596,,,,0.5406,,0,,0,0,0,,0,0.5406,2.3753,2.9159,0,,,,2.3753,,2.3753
5,东南诸河,钱塘江,富春江坝址以下,萧绍平原,G010230,330108,滨江区,杭州市,73,,0.0143,0.7912,,,,0.8055,,0,,0,,,,0,0.8055,1.4829,2.2884,0,,,1.4829,,,1.4829
6,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330109,萧山区,杭州市,9,,0,0.0245,,,,0.0245,,0,,0,0,,,0,0.0245,0,0.0245,0,,,,,,0
7,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330109,萧山区,杭州市,363.4,,0.4549,1.4498,,,,1.9047,,0,,0,0.0357,,,0.0357,1.9404,0.1345,2.0749,0,,,0.1345,,,0.1345
8,东南诸河,钱塘江,富春江坝址以下,萧绍平原,G010230,330109,萧山区,杭州市,363.6,,1.0615,2.0641,,,,3.1256,,0,,0,0.0535,,,0.0535,3.1791,8.8964,12.0755,0,,,8.8964,,,8.8964
9,长江,太湖水系,湖西及湖区,西苕溪及长兴平原,F120110,330110,余杭区,杭州市,13.5,,,,,,,0,,0,,0,,,,0,0,0,0,0,,,,,,0
10,长江,太湖水系,湖西及湖区,东苕溪,F120120,330110,余杭区,杭州市,555.3,0.1079,0.1272,0.6926,0.4722,钱塘江,,1.3999,,0,,0,,,,0,1.3999,0,1.3999,0,,,,,,0
11,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330110,余杭区,杭州市,367.2,,0.3941,0.2953,1.1929,钱塘江,,1.8823,,0,,0,0.074,,,0.074,1.9563,0,1.9563,0,,,,,,0
12,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330111,富阳区,杭州市,1760.1,0.0286,0.9983,1.8645,,,,2.8914,0.0006,0,0,0.0006,0.077,0,0,0.077,2.969,1.0596,4.0286,0,,,1.0596,,,1.0596
