序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,地表水源供水量_蓄 水,引水,提水,跨流域调水_调入量,调出流域,非工程供水,小计,地下水源供水量_潜水,承压水,微咸水,小计,其他水源供水量_污水处理回用,雨  水 利  用,海 水淡 化,小计,总供水量,环境配水量,总计,海水 利用量,环境配水供水量明细表_蓄 水,引水,提水,调水,污水回用,小计
45,东南诸河,浙南诸河,瓯江温溪以下,瓯江下游干流,G030270,330302,鹿城区,温州市,289.9,1.3263,0.306,0.2263,,,,1.8586,0,0,,0,,,,0,1.8586,0.947,2.8056,0,0.3853,,0.5617,,,0.947
46,东南诸河,浙南诸河,瓯江温溪以下,瓯江下游干流,G030270,330303,龙湾区,温州市,332.8,0.9689,0.2873,0.1846,,,,1.4408,0,0,,0,0.0002,,,0.0002,1.441,0.4883,1.9293,0.0807,0.1987,,0.2896,,,0.4883
47,东南诸河,浙南诸河,瓯江温溪以下,瓯江下游干流,G030270,330304,瓯海区,温州市,461.4,1.3397,0.1245,0.2125,,,,1.6767,0.0005,0,,0.0005,,,,0,1.6772,1.1742,2.8514,0,0.4777,,0.6965,,,1.1742
48,东南诸河,浙南诸河,瓯江温溪以下,飞云江,G030280,330304,瓯海区,温州市,1.9,,,,,,,0,0,0,,0,,,,0,0,0,0,0,,,,,,0
49,东南诸河,浙南诸河,瓯江温溪以下,瓯江下游干流,G030270,330305,洞头区,温州市,231,0.0379,0.1263,0.023,,,,0.1872,0,0,,0,,,,0,0.1872,0,0.1872,0,,,,,,0
50,东南诸河,浙南诸河,瓯江温溪以下,永安溪,G030210,330324,永嘉县,温州市,6.9,,,,,,,0,0,0,,0,,,,0,0,0,0,0,,,,,,0
51,东南诸河,浙南诸河,瓯江温溪以下,温黄平原,G030240,330324,永嘉县,温州市,2.8,,,,,,,0,0,0,,0,,,,0,0,0,0,0,,,,,,0
52,东南诸河,浙南诸河,瓯江温溪以下,楠溪江,G030260,330324,永嘉县,温州市,2272.3,0.6336,0.4817,0.109,,,,1.2243,0.0099,0,,0.0099,0.005,,,0.005,1.2392,0,1.2392,0,,,,,,0
53,东南诸河,浙南诸河,瓯江温溪以下,瓯江下游干流,G030270,330324,永嘉县,温州市,395,0.1141,0.1089,0.1054,,,,0.3284,0.0009,0,,0.0009,,,,0,0.3293,0,0.3293,0,,,,,,0
54,东南诸河,浙南诸河,瓯江温溪以下,飞云江,G030280,330326,平阳县,温州市,209.7,0.1446,0.2292,0.0936,,,,0.4674,0.001,0,,0.001,,,,0,0.4684,0,0.4684,0,,,,,,0
55,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330326,平阳县,温州市,832.3,0.5201,0.4189,0.3576,,,,1.2966,0.001,0,,0.001,0.0407,,,0.0407,1.3383,0,1.3383,0,,,,,,0
56,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330327,苍南县,温州市,956.3,0.8612,0.2398,0.0238,,,,1.1248,0.0016,0,,0.0016,,,,0,1.1264,0,1.1264,0,,,,,,0
57,东南诸河,闽东诸河,闽东诸河,闽东诸河,G040100,330327,苍南县,温州市,112.7,0.0652,0.0708,,,,,0.136,0.0005,0,,0.0005,,,,0,0.1365,0,0.1365,0,,,,,,0
58,东南诸河,浙南诸河,瓯江温溪以上,小溪及瓯江青田段,G030120,330328,文成县,温州市,104.9,0.0073,,,,,,0.0073,0,0,,0,,,,0,0.0073,0,0.0073,0,,,,,,0
59,东南诸河,浙南诸河,瓯江温溪以下,飞云江,G030280,330328,文成县,温州市,1170.4,0.3735,0.1214,0.005,,,,0.4999,0.001,0,,0.001,0.036,,,0.036,0.5369,0,0.5369,0,,,,,,0
60,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330328,文成县,温州市,20.7,,,,,,,0,0,0,,0,,,,0,0,0,0,0,,,,,,0
61,东南诸河,浙南诸河,瓯江温溪以下,飞云江,G030280,330329,泰顺县,温州市,863.3,0.1291,0.0778,0.0066,,,,0.2135,0.0008,0,,0.0008,,,,0,0.2143,0,0.2143,0,,,,,,0
62,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330329,泰顺县,温州市,36.6,0.0077,0.0036,,,,,0.0113,0,0,,0,,,,0,0.0113,0,0.0113,0,,,,,,0
63,东南诸河,闽东诸河,闽东诸河,闽东诸河,G040100,330329,泰顺县,温州市,868.1,0.1753,0.0994,0.006,,,,0.2807,0.0011,0,,0.0011,0.0117,,,0.0117,0.2935,0,0.2935,0,,,,,,0
64,东南诸河,浙南诸河,瓯江温溪以下,飞云江,G030280,330381,瑞安市,温州市,1340.9,1.659,0.0599,0.6926,,,,2.4115,0.0016,0,,0.0016,0.051,,,0.051,2.4641,1.6737,4.1378,0,1.6737,,,,,1.6737
65,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330381,瑞安市,温州市,9.1,,,,,,,0,0,0,,0,,,,0,0,0,0,0,,,,,,0
66,东南诸河,浙南诸河,瓯江温溪以下,楠溪江,G030260,330382,乐清市,温州市,30.9,,,,,,,0,0,0,,0,,,,0,0,0,0,0,,,,,,0
67,东南诸河,浙南诸河,瓯江温溪以下,瓯江下游干流,G030270,330382,乐清市,温州市,1354.1,1.7208,0.7133,0.0447,,,,2.4788,0.0026,0,,0.0026,0.0115,,0.0259,0.0374,2.5188,0,2.5188,7.9779,,,,,,0
68,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330383,龙港市,温州市,184,0.6246,0.0385,0.0901,,,,0.7532,0,0,,0,0.0018,,,0.0018,0.755,0,0.755,12.2144,,,,,,0
