序号,市,县（市、区）,水资源分区,nan,水资源利用分区,面积（km2）,人口（万人）,nan,nan,国内地区生产总值  （亿元）,nan,nan,nan,工业增加值（亿元）,nan,nan,nan,火(核)电装机(万kW),nan,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）,nan,nan,nan,粮食产量（万吨）,林牧渔面积（万亩）,nan,nan,nan,牲畜(万头),nan,nan,地表水源供水量,nan,nan,nan,nan,nan,nan,地下水源供水量,nan,nan,nan,其他水源供水量,nan,nan,nan,总供水量,环境配水量,农田灌溉用水量,nan,nan,nan,nan,林牧渔畜用水量,nan,nan,nan,nan,nan,nan,nan,工业用水量,nan,nan,nan,nan,nan,城镇公共用水量,nan,nan,nan,居民生活用水量,nan,nan,nan,生态与环境用水量,nan,nan,nan,总用水量,nan,环境配水量,总计,总用水量（核算）,总供水量（核算）,总供水-总用水,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
193,丽水市,缙云县,瓯江温溪以下,楠溪江,6,82.5,0,0.7937,0.7937,0.5218,0.8833,2.8512,4.2563,0,0.072,0,0.072,0,0,0.93,0.38,0.3,0.08,0,0.38,0.15,0,0,0,0,0,1.01,1.01,0.0094,0.006,0.0032,0,0,0,0.0186,0,0,0,0,0,0,0,0,0.0186,0,0.0128,0.0009,0,0.0137,0,0,0,0,0,0,0.0004,0.0004,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0.0033,0.0033,0,0,0.0011,0.0011,0,0.0186,0,0,0.0186,0.0186,0.0186,0,,151.88099433725523,,,,,,,,
194,丽水市,遂昌县,富春江坝址以上,衢江下游,6,1822,2.4783,3.7819,6.2602,8.0025,28.3462,45.6454,81.9941,0,4.6834,0,4.6834,0,0,21.14,9.18,7.64,0.62,0.12,8.38,4.07,0.0333,0.28,0,0.1847,0.1244,3.885,4.0094,0.2069,0.1543,0.0171,0,,0,0.3783,0,0,0,0,0,0,0,0,0.3783,0,0.2901,0.0065,0.0016,0.2982,0,0.0001,0.0008,0,0.0093,0.0006,0.0009,0.0117,0,0,0,0.0053,0.0093,0.0146,0,0.0039,0.0231,0.027,0,0.0111,0.0123,0.0234,0,0.0021,0.0013,0.0034,0,0.3783,0,0,0.3783,0.3783,0.3783,0,444.4053839380619,98.52263140908735,,,,,,,,
195,丽水市,遂昌县,富春江坝址以上,金华江下游,6,27.5,0,0.0299,0.0299,0.0481,0.0728,0.0252,0.1461,0,0,0,0,0,0,0.41,0.03,0.02,0.01,0,0.03,0.01,0,0,0,0,0,0,0,0.0006,0.0002,0,0,,0,0.0008,0,0,0,0,0,0,0,0,0.0008,0,0.0006,0.0001,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0.0008,0,0,0.0008,0.0008,0.0008,0,,91.62963302331976,,,,,,,,
196,丽水市,遂昌县,瓯江温溪以上,大溪,6,689.5,8.4617,4.7582,13.2199,5.2589,30.3708,35.2292,70.8589,0,43.2521,0,43.2521,0,0,7.08,5.36,4.1,0.42,0.32,4.84,2.27,0.0667,0.56,0,0.2053,0.0356,2.39,2.4256,0.1773,0.1351,0.0104,0,,0,0.3228,0,0,0,0,0.0111,0,0,0.0111,0.3339,0,0.1216,0.0034,0.0033,0.1283,0,0.0003,0.0012,0,0.0102,0.0002,0.0006,0.0125,0,0,0,0.0796,0.0227,0.1023,0,0.0017,0.0235,0.0252,0,0.0379,0.0164,0.0543,0,0.0092,0.0021,0.0113,0,0.3339,0,0,0.3339,0.3339,0.3339,0,234.09266669915255,106.52122968107544,,,,,,,,
197,丽水市,松阳县,瓯江温溪以上,大溪,6,1406,9.97,10.53,20.5,13.939,49.0385,66.1059,129.0834,0.22,39.91,0,40.13,0,1.5,28.3,18.343,6.125,5.06,2.56,13.745,3.6,0,2.72,0,0.1095,0.2703,9.491,9.7613,0.2253,0.3101,0.034,0,0,0,0.5694,0.0003,0,0,0.0003,0.008,0,0,0.008,0.5777,0,0.2199,0.0387,0.0303,0.2889,0,0,0.0108,0,0.0049,0.0008,0.0052,0.0217,0,0,0.0042,0.0687,0,0.0729,0.0003,0.0065,0.0579,0.0644,0,0.0568,0.0469,0.1037,0,0.0261,0,0.0261,0,0.5777,0.0003,0,0.5777,0.5777,0.5777,0,404.775971750869,122.02578412624074,,,,,,,,
198,丽水市,景宁畲族自治县,瓯江温溪以上,小溪及瓯江青田段,6,1682.6,6.66,3.7115,10.3715,6.1122,16.9654,51.701,74.7786,0,9.0128,0,9.0128,0,0,24.37,9.29,5.94,2.77,0.58,9.29,3.58,0.58,0.14,0,0,0.25,4.79,5.04,0.1403,0.1992,0,0,0,0,0.3395,0,0,0,0,0.0095,0,0,0.0095,0.349,0,0.2082,0.0273,0.0074,0.2429,0,0.0021,0.0009,0,0,0.0009,0.0019,0.0058,0,0,0,0.0069,0,0.0069,0,0.0039,0.0253,0.0292,0,0.036,0.014,0.05,0,0.0142,0,0.0142,0,0.349,0,0,0.349,0.349,0.34900000000000003,0,326.62799786087453,103.34410449565308,,,,,,,,
199,丽水市,景宁畲族自治县,瓯江温溪以下,飞云江,6,266.4,0,0.7385,0.7385,0.8265,1.2884,3.7782,5.8931,0,1.1293,0,1.1293,0,0,3.72,0.76,0.61,0.15,0,0.76,0.07,0.02,0,0,0,0.03,0.84,0.87,0.0074,0.0198,0,0,0,0,0.0272,0,0,0,0,0,0,0,0,0.0272,0,0.0217,0.0015,0,0.0232,0,0.0001,0,0,0,0.0001,0.0004,0.0006,0,0,0,0.0007,0,0.0007,0,0,0,0,0,0,0.0027,0.0027,0,0,0,0,0,0.0272,0,0,0.0272,0.0272,0.0272,0,,100.16601589671771,,,,,,,,
,丽水市,,,,,104799.99999999999,4760.6801,1779.299899999998,6539.9800000000005,2168.8307999999993,31149.190300000024,39727.2548,73045.27590000004,724.8800999999995,21190.874299999996,5170.4569,27086.211300000006,3138.1000000000004,3806.9570000000003,2888.459999999999,2127.6924999999997,1534.5851999999993,259.41420000000005,161.57710000000003,1955.5764999999992,647.651,89.86409999999998,124.27469999999994,0.165,101.68550000000003,22.868299999999998,3816.3111000000017,3839.1794000000023,68.52360000000002,26.51179999999999,58.098399999999984,8.547600000000001,0,0,161.68140000000005,0.21599999999999997,0.0001,0,0.21609999999999996,3.2509000000000006,0.10110000000000001,1.1698,4.5218,166.41929999999994,40.5808,59.5684,2.380749999999999,1.68475,63.633900000000004,0.0186,0.5889999999999992,0.8408000000000003,0.0009,7.351599999999994,0.07197000000000009,0.7733299999999993,9.627599999999994,0.035300000000000005,0.9851999999999999,3.2536000000000005,24.7703,6.798100000000001,35.80720000000001,0.056000000000000015,3.5572999999999997,15.136199999999993,18.693499999999982,0.0246,24.258700000000008,7.609000000000003,31.8677,0.0816,5.6274,1.162,6.789400000000003,0,166.41929999999994,0.21609999999999996,40.5808,207.00009999999992,166.4192999999999,166.4192999999999,0,279.5709682752007,135.05388825291007,,,,,,,,
丽水区,丽水,丽水市区供水区,丽水市区,,,1502,43.559999999999995,12.98,56.54,21.177,142.3831,289.9669,453.527,2.8737999999999997,97.0787,9.5609,109.5134,0,70.75,25.080000000000002,17.580000000000002,14.85,1.8800000000000001,0.81,17.540000000000003,4.13,0,4.32,0,0.44,0.17,30.81,30.98,0.7947000000000001,0.6017,0.0833,0,,0,1.4797,0.0002,0,0,0.0002,0.021,0,0,0.021,1.5009000000000001,0,0.588,0.0157,0.009000000000000001,0.6127,0,0,0.024900000000000002,0,0.019200000000000002,0.0006000000000000001,0.0134,0.0581,0,0,0.0301,0.1683,0.0171,0.2155,0.0001,0.0475,0.1895,0.237,0.0001,0.26339999999999997,0.0596,0.323,0,0.041,0.013600000000000001,0.054599999999999996,0,1.5009000000000001,0.0002,0,1.5009000000000001,1.5009000000000001,1.5009,0,,0.685,0.685,0.6146,0.2155,0.6708000000000001,,,,
,丽水,龙泉溪供水区,龙泉市,,,3059.0000000000005,16.69,8.26,24.950000000000003,16.859399999999997,57.24,87.6563,161.7557,0.5454,42.7657,0,43.311099999999996,0,3,38.68000000000001,24.57,18.37,3.4699999999999998,1.53,23.37,7.84,0,0,0,0.13,0.14,15.35,15.49,0.4356,0.3302,0.0576,0,,0,0.8233999999999999,0,0,0,0,0.0133,0,0,0.0133,0.8367,0,0.536,0.033,0.018000000000000002,0.587,0,0,0,0,0.0048,0.0005,0.0066,0.011899999999999999,0,0,0.0085,0.0697,0,0.0782,0,0.0127,0.0292,0.0419,0,0.06500000000000002,0.0285,0.09349999999999999,0,0.0242,0,0.0242,0,0.8367,0,0,0.8367,0.8367,0.8366999999999999,0,,0.3878,0.3878,0.1596,0.0782,0.5989,,,,
