序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,人口（万人）_城镇,农村,合计,国内地区生产总值  （亿元）_一产,二产,三产,合计,工业增加值（亿元）_火核电工业,国有及规模以上一般工业,规模以下工业,合计,火(核)电装机(万kW)_直流式,循环式,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）_水田,水浇地,菜田,总计,粮食产量（万吨）,林牧渔面积（万亩）_林地灌溉,园地灌溉,草场灌溉,人工鱼塘,牲畜(万头)_大牲畜,小牲畜,合计
69,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330402,南湖区,嘉兴市,439,76.65,10.55,87.2,15.94,463.92,477.12,956.98,22.43,284.59,100.76,407.78,0,7,24.19,23.88,18.57,1.4,0,19.97,10.0144,,2.8,,0.4257,,136.1519,136.1519
70,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330411,秀洲区,嘉兴市,548,48.08,22.42,70.5,19.24,456.3,383.76,859.3,6.8266,408.0834,,414.91,0,20.3,31.21,27.92,22.28,1.92,,24.2,14.92,,0.85,,1.93,0.165,120.1908,120.3558
71,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330421,嘉善县,嘉兴市,507,49.32,16.88,66.2,23.81,503.68,336.65,864.14,2.81,413.7,52.6,469.11,0,10.8,29.62,28.97,27.7772,0.69,0,28.4672,14.3725,0,0.68,0,2.87,0,56.5143,56.5143
72,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330424,海盐县,嘉兴市,530.8,30.95,15.95,46.9,20.38,373.23,246.73,640.34,133.43,178.82,37.39,349.64,0,109.45,32.47,31.67,23.52,3.93,0,27.45,14.1225,0.1,3.87,,1.4602,0,846.81,846.81
73,东南诸河,钱塘江,富春江坝址以下,钱塘江河口水域,G010250,330424,海盐县,嘉兴市,54.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330481,海宁市,嘉兴市,730.4,77.69,32.51,110.2,21.48,725.41,501,1247.89,5.7,468.41,173.9,648.01,0,134,32.36,26.19,22.84,3.35,0,26.19,12.57,,8.5,,1.86,0,539.9591,539.9591
75,东南诸河,钱塘江,富春江坝址以下,钱塘江河口水域,G010250,330481,海宁市,嘉兴市,132.6,,,0,,,,0,,,,0,,,,,,,,0,,,,,,,,0
76,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330482,平湖市,嘉兴市,554,46.92,21.88,68.8,16.49,586.5,357.31,960.3,2.88,513.18,34.53,550.59,0,542,36.68,34.69,25.93,1.67,0,27.6,18.94,0,0.25,0,1.32,0,94.8896,94.8896
77,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330483,桐乡市,嘉兴市,727,72.2,33.2,105.4,26.67,610.57,573.26,1210.5,7.4674,462.3726,68.72,538.56,0,59.75,37.31,36.0671,26.64,4.75,0,31.39,13.2276,0.57,6.5,,2.5184,0,307.4769,307.4769
