水系,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,地表水源供水量_蓄 水,引水,提水,跨流域调水_调入量,调出流域,非工程供水,小计,地下水源供水量_潜水,承压水,微咸水,小计,其他水源供水量_污水处理回用,雨  水 利  用,海 水淡 化,小计,总供水量,环境配水量,总计,海水 利用量,环境配水供水量明细表_蓄 水,引水,提水,调水,污水回用,小计,col_35,col_36,col_37,col_38,zjszyreport,12.0
,,,,,,,,温州市,12088,10.9458,3.5814999999999997,2.5178000000000003,0,0,0,17.045099999999998,0.0221,0,0,0.0221,0.1659,0,0.0469,0.2128,17.28,4.1408000000000005,21.4208,21.939799999999998,2.3446,0,1.7962000000000002,0,0,4.1408000000000005,,,,,,
,东南诸河,浙南诸河,瓯江温溪以下,,,,,温州市,11002.300000000001,10.6092,3.4170000000000003,2.4995000000000003,0,0,0,16.5257,0.0207,0,0,0.0207,0.15589999999999998,0,0.0469,0.20279999999999998,16.749200000000002,4.1408000000000005,20.89,21.939799999999998,2.3446,0,1.7962000000000002,0,0,4.1408000000000005,,,,,,
,东南诸河,浙南诸河,瓯江温溪以上,,,,,温州市,104.9,0.0125,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0.0125,0,0.0125,0,0,0,0,0,0,0,,,,,,
,东南诸河,闽东诸河,闽东诸河,,,,,温州市,980.8000000000001,0.3241,0.16449999999999998,0.0183,0,0,0,0.5069,0.0014,0,0,0.0014,0.01,0,0,0.01,0.5183,0,0.5183,0,0,0,0,0,0,0,,,,,,
,,,,,,,鹿城区,温州市,289.9,1.2787,0.3029,0.2339,0,0,0,1.8155,0,0,0,0,0.0105,0,0,0.0105,1.826,0.9767,2.8027,0,0.3226,0,0.6541,0,0,0.9767,,,,,,
,,,,,,,龙湾区,温州市,332.8,1.0647,0.1989,0.1661,0,0,0,1.4297,0,0,0,0,0.0101,0,0,0.0101,1.4398,0.5209,1.9607,0.02,0.2665,0,0.2544,0,0,0.5209,,,,,,
,,,,,,,瓯海区,温州市,463.29999999999995,1.3454,0.1053,0.2136,0,0,0,1.6643,0,0,0,0,0.0104,0,0,0.0104,1.6747,1.1952,2.8699,0,0.3075,0,0.8877,0,0,1.1952,,,,,,
,,,,,,,洞头区,温州市,231,0.0376,0.1404,0.0361,0,0,0,0.2141,0,0,0,0,0.0053,0,0,0.0053,0.2194,0,0.2194,0,0,0,0,0,0,0,,,,,,
,,,,,,,永嘉县,温州市,2677,0.724,0.62,0.2328,0,0,0,1.5768,0.0109,0,0,0.0109,0.0112,0,0,0.0112,1.5989,0,1.5989,0,0,0,0,0,0,0,,,,,,
,,,,,,,平阳县,温州市,1042,0.7286,0.6486000000000001,0.4689,0,0,0,1.8461,0.0036,0,0,0.0036,0.011,0,0,0.011,1.8607,0,1.8607,0,0,0,0,0,0,0,,,,,,
,,,,,,,苍南县,温州市,1069,0.9906,0.314,0.035699999999999996,0,0,0,1.3403,0.0015999999999999999,0,0,0.0015999999999999999,0.0105,0,0,0.0105,1.3523999999999998,0,1.3523999999999998,0,0,0,0,0,0,0,,,,,,
,,,,,,,文成县,温州市,1296.0000000000002,0.4676,0.1643,0.0054,0,0,0,0.6373,0.001,0,0,0.001,0.01,0,0,0.01,0.6483,0,0.6483,0,0,0,0,0,0,0,,,,,,
,,,,,,,泰顺县,温州市,1768,0.4185,0.1854,0.015300000000000001,0,0,0,0.6192,0.002,0,0,0.002,0.01,0,0,0.01,0.6312,0,0.6312,0,0,0,0,0,0,0,,,,,,
,,,,,,,瑞安市,温州市,1350,1.7583,0.0616,0.7007,0,0,0,2.5206,0.0008,0,0,0.0008,0.0449,0,0,0.0449,2.5663,1.448,4.0143,0,1.448,0,0,0,0,1.448,,,,,,
,,,,,,,乐清市,温州市,1385,1.4818,0.8021,0.3206,0,0,0,2.6045,0.0022,0,0,0.0022,0.0219,0,0.0469,0.0688,2.6755,0,2.6755,8.8517,0,0,0,0,0,0,,,,,,
,,,,,,,龙港市,温州市,184,0.65,0.038,0.0887,0,0,0,0.7767,0,0,0,0,0.0101,0,0,0.0101,0.7868,0,0.7868,13.0681,0,0,0,0,0,0,,,,,,
