序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,地表水源供水量_蓄 水,引水,提水,跨流域调水_调入量,调出流域,非工程供水,小计,地下水源供水量_潜水,承压水,微咸水,小计,其他水源供水量_污水处理回用,雨  水 利  用,海 水淡 化,小计,总供水量,环境配水量,总计,海水 利用量,环境配水供水量明细表_蓄 水,引水,提水,调水,污水回用,小计
28,东南诸河,浙东诸河,浙东沿海诸河,姚江,G020110,330203,海曙区,宁波市,47,0.0013,0.0079,0,0,,0,0.0092,0,0,0,0,0,0,0,0,0.0092,0,0.0092,0,,,,,,0
29,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330203,海曙区,宁波市,547.7,0.666,0.2112,0.2484,0.6327,,0,1.7583,0.0048,0,0,0.0048,0,0,0,0,1.7631,0.51,2.2731,0,,,0.51,,,0.51
30,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330205,江北区,宁波市,207.6,0.209,0.0387,0.1259,0.4427,,0,0.8163,0,0,0,0,0,0,0,0,0.8163,0.34,1.1563,0,,,0.1902,,0.1498,0.34
31,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330206,北仑区,宁波市,399.9,1.2868,0.0528,1.0408,0,,0,2.3804,0,0,0,0,0.099,0,0,0.099,2.4794,0.3968,2.8762,31.5423,,0.293,,,0.1038,0.3968
32,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,330206,北仑区,宁波市,199.1,0.5583,0.0017,0.3226,0,,0,0.8826,0,0,0,0,0.004,0,0,0.004,0.8866,0.0541,0.9407,0,,,,,0.0541,0.0541
33,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330211,镇海区,宁波市,245.7,0.9867,0,0.5337,0.3827,,0,1.9031,0.0001,0,0,0.0001,0.4455,0,0,0.4455,2.3487,0.3,2.6487,0,,,,0.3,,0.3
34,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330212,鄞州区,宁波市,560.3,1.7031,0.1126,0.6305,0,,0,2.4462,0.0004,0,0,0.0004,0,0.0003,0,0.0003,2.4469,1.7566,4.2035,0,,,,1.0804,0.6762,1.7566
35,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,330212,鄞州区,宁波市,253.7,0.2821,0.0046,0.1564,0,,0,0.4431,0,0,0,0,0,0,0,0,0.4431,0.0434,0.4865,0,,,,,0.0434,0.0434
36,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330213,奉化区,宁波市,999.6,0.8174,0.15,0.41,0,,0,1.3774,0.0002,0,0,0.0002,0,0,0,0,1.3776,0.314,1.6916,0,0.272,,,,0.042,0.314
37,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,330213,奉化区,宁波市,268.4,0.1076,0.03,0.178,0,,0,0.3156,0.0001,0,0,0.0001,0,0,0,0,0.3157,0.016,0.3317,0,,,,,0.016,0.016
38,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,330225,象山县,宁波市,1382,1.1486,0.2184,0.2217,0,,0,1.5887,0,0,0,0,0.0076,0.0001,0.0007,0.0084,1.5971,0.1506,1.7477,13.4234,0.004,,,,0.1466,0.1506
39,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330226,宁海县,宁波市,2.8,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
40,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,330226,宁海县,宁波市,1840.2,1.671,0.0341,0.0724,0,,0,1.7775,0.001,0,0,0.001,0.0066,0,0,0.0066,1.7851,0.2125,1.9976,16.1116,0.0926,,,,0.1199,0.2125
41,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330281,余姚市,宁波市,106.7,0.0275,0,0,0,,0,0.0275,0,0,0,0,0,0,0,0,0.0275,0,0.0275,0,,,,,,0
42,东南诸河,浙东诸河,浙东沿海诸河,姚江,G020110,330281,余姚市,宁波市,1236.7,1.4577,0.15,0.8466,0.68,,0,3.1343,0.0014,0,0,0.0014,0.0227,0.0016,0,0.0243,3.16,0.446,3.606,0,0.076,0.37,,,,0.446
43,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330281,余姚市,宁波市,157.6,0.0783,0,0,0,,0,0.0783,0,0,0,0,0,0,0,0,0.0783,0,0.0783,0,,,,,,0
44,东南诸河,浙东诸河,浙东沿海诸河,姚江,G020110,330282,慈溪市,宁波市,1361,1.4668,0.1625,0.8447,0.6484,,0,3.1224,0,0,0,0,0.1058,0,0,0.1058,3.2282,2.2439,5.4721,0,,,,1.7841,0.4598,2.2439
