序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,地表水源供水量_蓄 水,引水,提水,跨流域调水_调入量,调出流域,非工程供水,小计,地下水源供水量_潜水,承压水,微咸水,小计,其他水源供水量_污水处理回用,雨  水 利  用,海 水淡 化,小计,总供水量,环境配水量,总计,海水 利用量,环境配水供水量明细表_蓄 水,引水,提水,调水,污水回用,小计,col_35,col_36,col_37,col_38,zjszyreport,12.0
70,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330402,南湖区,嘉兴市,439,,,1.8711,,,,1.8711,,0,,0,,,,,1.8711,0,1.8711,0,,,,,,,,,,,,
71,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330411,秀洲区,嘉兴市,548,,,2.2982,,,,2.2982,,0,,0,0.1011,,,0.1011,2.3993,0,2.3993,0,,,,,,,,,,,,
72,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330421,嘉善县,嘉兴市,507,,,2.408,,,,2.408,,0,,0,,,,,2.408,0,2.408,0,,,,,,,,,,,,
73,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330424,海盐县,嘉兴市,530.8,0,0,2.1502,0,0,0,2.1502,0,0,0,0,0,0,0,0,2.1502,0,2.1502,72.2826,,,,,,0,2.1502,,,,,
74,东南诸河,钱塘江,富春江坝址以下,钱塘江河口水域,G010250,330424,海盐县,嘉兴市,54.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0.0,,,,,
75,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330481,海宁市,嘉兴市,730.4,,,3.0547,,,,3.0547,,0,,0,0.003,,,0.003,3.0577,0,3.0577,0,,,,,,,,,,,,
76,东南诸河,钱塘江,富春江坝址以下,钱塘江河口水域,G010250,330481,海宁市,嘉兴市,132.6,,,,,,,,,0,,0,,,,,0,0,0,0,,,,,,,,,,,,
77,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330482,平湖市,嘉兴市,554,,,2.9015,,,,2.9015,,0,,0,,,,,2.9015,0,2.9015,24.9881,,,,,,,,,,,,
78,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330483,桐乡市,嘉兴市,727,,,3.207,,,,3.207,,0,,0,,,,0,3.207,0,3.207,0,,,,,,0,,,,,,
