序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,农田灌溉用水量_水田,旱地,菜田,小计,其中地下水,林牧渔畜用水量_林地灌溉,园地灌溉,草场灌溉,鱼塘补水,大牲畜用水量,小牲畜用水量,小计,其中地下水,工业用水量_火（核）电_直流式,循环式,国有及规模以上,规模以下,小计,其  中       地下水,城镇公共用水量_建筑业,服务业,小计,其中地下水,居民生活用水量_城镇居民,农村居民,小计,其  中地下水,生态与环境用水量_城镇环境,农村生态,小计,其  中地下水,总用水量_合计,其中地下水,环境配水量,总计,地表水用-供 检查,地下水用-供 检查
105,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330702,婺城区,金华市,332.6,0.313,0.005,0,0.318,,0.009,0.0093,0,0.0239,0.0011,0.0053,0.0486,0.0011,0,0.0103,0.027,0.0185,0.0558,0.0001,0.0017,0.0176,0.0193,0.0013,0.0244,0.0258,0.0502,0,0.033,0,0.033,0,0.5249,0.0025,,0.5249,0,0
106,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330702,婺城区,金华市,1059.4,0.5873,0.0076,0,0.5949,0,0.0289,0.0296,0,0.0761,0.0035,0.0166,0.1547,0.0034,0,0.0229,0.2261,0.0569,0.3059,0.0007,0.0157,0.1631,0.1788,0.0012,0.4112,0.0831,0.4943,0,0.1051,0,0.1051,0,1.8337,0.0053,,1.8337,0,0
107,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330703,金东区,金华市,658,0.2807,0.0072,,0.2879,,0.0004,0.0162,0,0.0571,0.0018,0.0111,0.0866,0.004,,,0.12,0.0337,0.1537,,0.0044,0.0843,0.0887,0.0007,0.1626,0.0871,0.2497,0,0.0866,,0.0866,0,0.9532,0.0047,,0.9532,0,0
108,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330723,武义县,金华市,929.4,0.5352,0.0182,0,0.5534,0,0.0082,0.0144,0,0.0294,0.0005,0.0073,0.0598,,0,0.0073,0.174,0.0017,0.183,0.0003,0.004,0.0566,0.0606,0.0009,0.1415,0.062,0.2035,0,0.0216,0.0083,0.0299,0,1.0902,0.0012,,1.0902,0,0
109,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,330723,武义县,金华市,638.6,0.221,0.009,,0.23,,0.0062,0.0084,0,0.004,0.0004,0.0045,0.0235,0,,,0.0018,0.0001,0.0019,0,0.0005,0.01,0.0105,,0.011,0.0176,0.0286,,0.0035,0.0051,0.0086,,0.3031,0,,0.3031,0,0
110,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330726,浦江县,金华市,400.6,0.0268,0.0033,0,0.0301,0,0.0003,0.0201,0,0.0075,0.0002,0.0011,0.0292,0,,,0.0113,0.0045,0.0158,0,0.0006,0.004,0.0046,,0.0133,0.0068,0.0201,,0.0041,0.0054,0.0095,0,0.1093,0,,0.1093,0,0
111,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330726,浦江县,金华市,517.4,0.2679,0.0199,0,0.2878,0,0.001,0.0168,0,0.0116,0,0.003,0.0324,0,0,0.0288,0.1266,0.0598,0.2152,0,0.0061,0.0441,0.0502,0,0.1473,0.0748,0.2221,,0.022,0.0062,0.0282,0,0.8359,0,,0.8359,0,0
112,东南诸河,钱塘江,富春江坝址以上,金华江上游,G010130,330727,磐安县,金华市,418.5,0.0899,0.0346,,0.1245,,0.0001,0.0022,0,0.0022,0,0.0007,0.0052,,0,0.0011,0.0062,0.0082,0.0155,,0.0031,0.0351,0.0382,,0.0385,0.0095,0.048,0,0.0028,,0.0028,,0.2342,0,,0.2342,0,0
113,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330727,磐安县,金华市,207.4,0.0236,0.0088,,0.0324,,0,0.0013,0,0.0013,0,0.0004,0.003,,,,0.0066,0.0099,0.0165,,0.0009,0.0139,0.0148,,0.0114,0.0126,0.024,,0.0016,,0.0016,,0.0923,0,,0.0923,0,0
114,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,330727,磐安县,金华市,224,0.0143,0.0054,0,0.0197,,,0.001,,0.0011,,0.0003,0.0024,,,,0.0012,0.0019,0.0031,,0.0005,0.0053,0.0058,,0.0062,0.011,0.0172,,0.0013,,0.0013,,0.0495,,,0.0495,0,
