水系,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,农田灌溉用水量_水田,旱地,水浇地,小计,其中地下水,林牧渔畜用水量_林地灌溉,园地灌溉,草场灌溉,鱼塘补水,大牲畜用水量,小牲畜用水量,小计,其中地下水,工业用水量_火（核）电_直流式,循环式,国有及规模以上,规模以下,小计,其  中       地下水,城镇公共用水量_建筑业,服务业,小计,其中地下水,居民生活用水量_城镇居民,农村居民,小计,其  中地下水,生态与环境用水量_城镇环境,农村生态,小计,其  中地下水,总用水量_合计,其中地下水,环境配水量,总计,地表水用-供 检查,地下水用-供 检查
 ,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330329,泰顺县,温州市,36.6,0.0051,0.0001,,0.0052,0,0,0,0,0,0,0.0004,0.0004,0,,,,0,0,0,0.0018,0.0006,0.0024,0,0.0037,0.0065,0.0102,0,0,,0,0,0.0182,0,,0.0182,0,0
 ,东南诸河,闽东诸河,闽东诸河,闽东诸河,G040100,330329,泰顺县,温州市,868.1,0.2056,0.0073,,0.2129,0,0.0008,0.0036,0,0.002,0.0003,0.0025,0.0092,0,,,,0.0123,0.0123,0,0.0217,0.0406,0.0623,0.0011,0.0344,0.029,0.0634,0,0.0083,,0.0083,0,0.3684,0.0011,,0.3684,0,0
 ,东南诸河,浙南诸河,瓯江温溪以下,飞云江,G030280,330381,瑞安市,温州市,1340.9,0.8612,0.0567,,0.9179,0,0.0183,0.0331,0,0.0701,0.0027,0.0063,0.1305,0,0,0.0101,,0.3974,0.4075,0.0001,0.0935,0.1128,0.2063,0.0005,0.6009,0.2108,0.8117,0.0002,0.0924,,0.0924,0,2.5663,0.0008,1.448,4.0143,0,0
 ,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330381,瑞安市,温州市,9.1,0,0,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0
 ,东南诸河,浙南诸河,瓯江温溪以下,楠溪江,G030260,330382,乐清市,温州市,30.9,0,0,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0
 ,东南诸河,浙南诸河,瓯江温溪以下,瓯江下游干流,G030270,330382,乐清市,温州市,1354.1,0.8397,0.0607,,0.9004,0,0.0276,0.0332,0,0.0339,0.004,0.0072,0.1059,0,0,0.1474,,0.3566,0.504,0.0001,0.0656,0.1277,0.1933,0.0002,0.5619,0.2015,0.7634,0.0019,0.2085,,0.2085,0,2.6755,0.0022,,2.6755,0,0
 ,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330383,龙港市,温州市,184,0.229,0.0195,,0.2485,0,0.0003,0.0004,0,0.0015,0.0001,0.0007,0.003,0,0,0.0365,,0.1062,0.1427,0,0.0256,0.0484,0.074,0,0.2451,0.0038,0.2489,0,0.0697,,0.0697,0,0.7868,0,,0.7868,0,0
,,,,,,,,温州市,12088,5.1046,0.5253,0,5.6299,0.0081,0.06459999999999999,0.18320000000000003,0,0.2581,0.0159,0.0514,0.5732,0,0,0.2212,0,2.3941,2.6153,0.0011,0.5774999999999999,1.4255,2.0029999999999997,0.0019000000000000002,4.002800000000001,1.0405000000000002,5.0432999999999995,0.011000000000000003,1.4153,0,1.4153,0,17.28,0.0221,4.1408000000000005,21.4208,0,0
,东南诸河,浙南诸河,瓯江温溪以下,,,,,温州市,11002.300000000001,4.837,0.5123,0,5.3493,0.0081,0.0609,0.17470000000000002,0,0.2534,0.0154,0.0474,0.5518,0,0,0.2212,0,2.3707,2.5919,0.0011,0.5548,1.3755,1.9303,0.0008,3.9445,0.979,4.9235,0.010700000000000001,1.4024,0,1.4024,0,16.749200000000002,0.0207,4.1408000000000005,20.89,0,0
,东南诸河,浙南诸河,瓯江温溪以上,,,,,温州市,104.9,0.0077,0,0,0.0077,0,0,0.0011,0,0,0,0,0.0011,0,0,0,0,0.0031,0.0031,0,0,0,0,0,0,0.0006,0.0006,0,0,0,0,0,0.0125,0,0,0.0125,0,0
