水系,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,人口（万人）_城镇,农村,合计,国内地区生产总值  （亿元）_一产,二产,三产,合计,工业增加值（亿元）_火核电工业,国有及规模以上一般工业,规模以下工业,合计,火(核)电装机(万kW)_直流式,循环式,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）_水田,旱地,水浇地,总计,粮食产量（万吨）,林牧渔面积（万亩）_林地灌溉,园地灌溉,草场灌溉,人工鱼塘,牲畜(万头)_大牲畜,小牲畜,合计
 ,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330402,南湖区,嘉兴市,439,78.02,10.01,88.03,16.06,447.67,637.03,1100.76,0.6,320.09,74.61,395.3,0,7,24.09,22.32,17.66,1.33,0,18.99,10.29,,2.8,,0.95,,115.94,115.94
 ,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330411,秀洲区,嘉兴市,548,50.57,20.9,71.47,20.71,470.09,472.37,963.17,6.56,329.65,85,421.21,0,20.3,31.76,27.92,21.66,1.87,0,23.53,15.41,,0.85,,3.81,0.13,88.89,89.02
 ,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330421,嘉善县,嘉兴市,507,51.36,15.47,66.83,23.7,498.84,435.65,958.19,3.19,428.46,33.84,465.49,0,11.1,30.29,28.97,28.47,0,0,28.47,14.53,,0.6752,0,3.26,,43.29,43.29
 ,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330424,海盐县,嘉兴市,530.8,33.05,14.64,47.69,21.47,395.35,308.47,725.29,129.92,199.11,40.51,369.54,0,139.45,34.1,31.67,20.17,3.37,0,23.54,14.44,0.1,3.87,,2.36,,945.27,945.27
 ,东南诸河,钱塘江,富春江坝址以下,钱塘江河口水域,G010250,330424,海盐县,嘉兴市,54.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 ,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330481,海宁市,嘉兴市,730.4,79.84,31.02,110.86,22,746.07,628.94,1397.01,4.13,504.4,162.62,671.15,0,24.49,34.44,30.38,22.84,3.35,0,26.19,12.57,,8.34,,1.86,0,586.43,586.43
 ,东南诸河,钱塘江,富春江坝址以下,钱塘江河口水域,G010250,330481,海宁市,嘉兴市,132.6,,,0,,,,0,,,,0,,,,,,,0,0,,,,,,,,0
 ,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330482,平湖市,嘉兴市,554,49.6,20.05,69.65,17.39,582.96,477.8,1078.15,31.38,500,12.13,543.51,0,542,36.51,34.69,25.53,2.07,0,27.6,19.26,,0.25,0,1.35,0,75.76,75.76
 ,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330483,桐乡市,嘉兴市,727,75.17,31.1,106.27,27.2,610.83,708.93,1346.96,8.34,454.32,59.21,521.87,0,69.6,38.15,36.07,26.64,4.75,0,31.39,13.64,0.65,5.6588,,2.13,0,261.93,261.93
,,,,,,,,嘉兴市,4223,417.61000000000007,143.19,560.8,148.529404139616,3751.80866648691,3669.18989119219,7569.52796181871,184.12,2736.03111997332,467.92,3388.07111997332,0,813.94,229.34,212.02,162.96999999999997,16.740000000000002,0,179.70999999999998,100.14,0.75,22.444,0,15.719999999999999,0.13,2117.5099999999998,2117.64
