序号,市,县（市、区）,水资源分区,nan,水资源利用分区,nan,面积（km2）,人口（万人）,nan,nan,国内地区生产总值  （亿元）,nan,nan,nan,工业增加值（亿元）,nan,nan,nan,火(核)电装机(万kW),nan,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）,nan,nan,nan,粮食产量（万吨）,林牧渔面积（万亩）,nan,nan,nan,牲畜(万头),nan,nan,地表水源供水量,nan,nan,nan,nan,nan,nan,地下水源供水量,nan,nan,nan,其他水源供水量,nan,nan,nan,总供水量,环境配水量,农田灌溉用水量,nan,nan,nan,nan,林牧渔畜用水量,nan,nan,nan,nan,nan,nan,nan,工业用水量,nan,nan,nan,nan,nan,城镇公共用水量,nan,nan,nan,居民生活用水量,nan,nan,nan,生态与环境用水量,nan,nan,nan,总用水量,nan,环境配水量,总计,总用水量（核算）,总供水量（核算）,总供水-总用水
148,舟山市,定海区,舟山群岛,舟山群岛,2,0.0,572,39.14,11.56,50.7,14.1126,215.9492,427.9139,657.9757,3.9747,156.74,0,160.7147,65,0,11.57,11.57,4.3565,1.9135,0,6.27,1.83,0.015,0.0242,0,0.033,0.0312,7.9452,7.9764,0.5261,0.0106,0.019,0.1613,宁波,0,0.717,0.0001,0,0,0.0001,0.0176,0.0016,0.0044,0.0236,0.7407,0,0.0678,0.0051,0,0.0729,0,0.0001,0.0002,0,0.0139,0.0001,0.0058,0.0201,0,0.0128,0,0.176,0.0679,0.2567,0.0001,0.0104,0.0968,0.1072,0,0.1958,0.0512,0.247,0,0.0368,0,0.0368,0,0.7407,0.0001,0,0.7407,0,0,0
149,舟山市,普陀区,舟山群岛,舟山群岛,2,0.0,462,27.25,11.35,38.6,80.5919,98.0942,230.9881,409.6742,6.2374,70.7,0,76.9374,206,0,5.94,5.94,0.8435,2.6065,0,3.45,0.55,0.03,0.2108,0,0,0,3.1507,3.1507,0.2043,0.0093,0.014,0.3106,宁波,0,0.5382,0,0,0,0,0,0.006,0.0652,0.0712,0.6094,0,0.0468,0.0153,0,0.0621,0,0.0003,0.0012,0,0,0,0.0023,0.0038,0,0.0267,0,0.1475,0.0284,0.2026,0,0.0178,0.1072,0.125,0,0.1371,0.0514,0.1885,0,0.0274,0,0.0274,0,0.6094,0,0,0.6094,0,0,0
150,舟山市,岱山县,舟山群岛,舟山群岛,2,0.0,325,14.95,6.25,21.2,35.5324,609.7959,108.2766,753.6049,0,592.09,0,592.09,0,0,4.12,4.12,2.1524,1.3776,0,3.53,0.46,0,0.04,0,0.117,0,0.6849,0.6849,0.2004,0.0085,0.0127,0.0993,宁波,0,0.3209,0,0,0,0,0.0045,0.0036,1.214,1.2221,1.543,0,0.0425,0.0123,0,0.0548,0,0,0.0005,0,0.0246,0,0.0005,0.0256,0,0,0,1.3289,0.0278,1.3567,0,0.0097,0.0057,0.0154,0,0.0599,0.0197,0.0796,0,0.0109,0,0.0109,0,1.543,0,0,1.543,0,0,0
151,舟山市,嵊泗县,舟山群岛,舟山群岛,2,0.0,97,4.4,2.2,6.6,40.8038,26.0518,63.1875,130.0431,0,10.68,0,10.68,0,0,0.27,0.27,0.0064,0.0236,0,0.03,0.02,0,0,0,0,0,0.137,0.137,0.0107,0,0,0,,0,0.0107,0.0043,0,0,0.0043,0,0.001,0.0334,0.0344,0.0494,0,0.0002,0.0001,0,0.0003,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0.0005,0.0033,0.0038,0.0005,0.0005,0.0179,0.0184,0,0.0176,0.0067,0.0243,0.0038,0.0025,0,0.0025,0,0.0494,0.0043,0,0.0494,0,0,0
,舟山,本岛供水区,定海区,,,,572,39.14,11.56,50.7,14.1126,215.9492,427.9139,657.9757,3.9747,156.74,0,160.7147,65,0,11.57,11.57,4.3565,1.9135,0,6.27,1.83,0.015,0.0242,0,0.033,0.0312,7.9452,7.9764,0.5261,0.0106,0.019,0.1613,,0,0.717,0.0001,0,0,0.0001,0.0176,0.0016,0.0044,0.0236,0.7407,0,0.0678,0.0051,0,0.0729,0,0.0001,0.0002,0,0.0139,0.0001,0.0058,0.0201,0,0.0128,0,0.176,0.0679,0.2567,0.0001,0.0104,0.0968,0.1072,0,0.1958,0.0512,0.247,0,0.0368,0,0.0368,0,0.7407,0.0001,0,0.7407,0,0,0
,舟山,,普陀区,,,,462,27.25,11.35,38.6,80.5919,98.0942,230.9881,409.6742,6.2374,70.7,0,76.9374,206,0,5.94,5.94,0.8435,2.6065,0,3.45,0.55,0.03,0.2108,0,0,0,3.1507,3.1507,0.2043,0.0093,0.014,0.3106,,0,0.5382,0,0,0,0,0,0.006,0.0652,0.0712,0.6094,0,0.0468,0.0153,0,0.0621,0,0.0003,0.0012,0,0,0,0.0023,0.0038,0,0.0267,0,0.1475,0.0284,0.2026,0,0.0178,0.1072,0.125,0,0.1371,0.0514,0.1885,0,0.0274,0,0.0274,0,0.6094,0,0,0.6094,0,0,0
,舟山,,岱山县,,,,325,14.95,6.25,21.2,35.5324,609.7959,108.2766,753.6049,0,592.09,0,592.09,0,0,4.12,4.12,2.1524,1.3776,0,3.53,0.46,0,0.04,0,0.117,0,0.6849,0.6849,0.2004,0.0085,0.0127,0.0993,,0,0.3209,0,0,0,0,0.0045,0.0036,1.214,1.2221,1.543,0,0.0425,0.0123,0,0.0548,0,0,0.0005,0,0.0246,0,0.0005,0.0256,0,0,0,1.3289,0.0278,1.3567,0,0.0097,0.0057,0.0154,0,0.0599,0.0197,0.0796,0,0.0109,0,0.0109,0,1.543,0,0,1.543,0,0,0
,舟山,嵊泗供水区,嵊泗县,,,,97,4.4,2.2,6.6,40.8038,26.0518,63.1875,130.0431,0,10.68,0,10.68,0,0,0.27,0.27,0.0064,0.0236,0,0.03,0.02,0,0,0,0,0,0.137,0.137,0.0107,0,0,0,,0,0.0107,0.0043,0,0,0.0043,0,0.001,0.0334,0.0344,0.0494,0,0.0002,0.0001,0,0.0003,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0.0005,0.0033,0.0038,0.0005,0.0005,0.0179,0.0184,0,0.0176,0.0067,0.0243,0.0038,0.0025,0,0.0025,0,0.0494,0.0043,0,0.0494,0,0,0
