序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,地表水源供水量_蓄 水,引水,提水,跨流域调水_调入量,调出流域,非工程供水,小计,地下水源供水量_潜水,承压水,微咸水,小计,其他水源供水量_污水处理回用,雨  水 利  用,海 水淡 化,小计,总供水量,环境配水量,总计,海水 利用量,环境配水供水量明细表_蓄 水,引水,提水,调水,污水回用,小计
104,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330702,婺城区,金华市,332.6,0.5314,0.0689,0.0096,0,,0,0.6099,0.0046,0,0,0.0046,0,0.0009,0,0.0009,0.6154,0,0.6154,0,0,0,0,0,0,0
105,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330702,婺城区,金华市,1059.4,1.6453,0.2642,0.0209,0,,0,1.9304,0.0144,0,0,0.0144,0,0,0,0,1.9448,0,1.9448,0,0,0,0,0,0,0
106,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330703,金东区,金华市,658,0.742,0.1516,0.313,0,,0,1.2066,0.0062,0,0,0.0062,0,0,0,0,1.2128,0,1.2128,0,0,0,0,0,0,0
107,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330723,武义县,金华市,929.4,1.0795,0.0067,0.002,0,0,0,1.0882,0.0088,0,0,0.0088,0,0,0,0,1.097,0,1.097,0,0,0,0,0,0,0
108,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,330723,武义县,金华市,638.6,0.0819,0.1187,0.0921,0,0,0,0.2927,0.0017,0,0,0.0017,0,0,0,0,0.2944,0,0.2944,0,0,0,0,0,0,0
109,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330726,浦江县,金华市,400.6,0.1004,0.0191,0.0082,0,,0,0.1277,0,0,0,0,0,0,0,0,0.1277,0,0.1277,0,0,0,0,0,0,0
110,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330726,浦江县,金华市,517.4,0.7903,0.0717,0.039,0,,0,0.901,0,0,0,0,0,0,0,0,0.901,0,0.901,0,0,0,0,0,0,0
111,东南诸河,钱塘江,富春江坝址以上,金华江上游,G010130,330727,磐安县,金华市,418.5,0.1576,0,0,0,0.0000,0,0.1576,0,0,0,0,0,0,0,0,0.1576,0,0.1576,0,0,0,0,0,0,0
112,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330727,磐安县,金华市,207.4,0.0647,0,0,0,0.0000,0,0.0647,0,0,0,0,0,0,0,0,0.0647,0,0.0647,0,0,0,0,0,0,0
113,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,330727,磐安县,金华市,224,0.0363,0,0,0,0.0000,0,0.0363,0,0,0,0,0,0,0,0,0.0363,0,0.0363,0,0,0,0,0,0,0
114,东南诸河,浙南诸河,瓯江温溪以下,永安溪,G030210,330727,磐安县,金华市,140.2,0.0211,0,0,0,0.0000,0,0.0211,0.0001,0,0,0.0001,0,0,0,0,0.0212,0,0.0212,0,0,0,0,0,0,0
115,东南诸河,浙南诸河,瓯江温溪以下,始丰溪,G030220,330727,磐安县,金华市,204.9,0.0395,0,0,0,0.0000,0,0.0395,0.0002,0,0,0.0002,0,0,0,0,0.0397,0,0.0397,0,0,0,0,0,0,0
116,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330781,兰溪市,金华市,330.1,0.406,0.1913,0.1609,0,0,0,0.7582,0.0007,0,0,0.0007,0,0,0,0,0.7589,0,0.7589,0,0,0,0,0,0,0
117,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330781,兰溪市,金华市,126.1,0.1207,0.022,0.3644,0,0,0,0.5071,0.0035,0,0,0.0035,0,0,0,0,0.5106,0,0.5106,0,0,0,0,0,0,0
