序号,市,县（市、区）,水资源分区,nan,水资源利用分区,面积（km2）,人口（万人）,nan,nan,国内地区生产总值  （亿元）,nan,nan,nan,工业增加值（亿元）,nan,nan,nan,火(核)电装机(万kW),nan,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）,nan,nan,nan,粮食产量（万吨）,林牧渔面积（万亩）,nan,nan,nan,牲畜(万头),nan,nan,地表水源供水量,nan,nan,nan,nan,nan,nan,地下水源供水量,nan,nan,nan,其他水源供水量,nan,nan,nan,总供水量,环境配水量,农田灌溉用水量,nan,nan,nan,nan,林牧渔畜用水量,nan,nan,nan,nan,nan,nan,nan,工业用水量,nan,nan,nan,nan,nan,城镇公共用水量,nan,nan,nan,居民生活用水量,nan,nan,nan,生态与环境用水量,nan,nan,nan,总用水量,nan,环境配水量,总计,总用水量（核算）,总供水量（核算）,总供水-总用水,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
,其中宁波市,,,,,9816,747.9,206.5,954.4,351.1658,6975.1801,7217.911799999999,14544.2577,131.2562,6146.7162,0,6277.972400000001,1192,549.9100000000001,327.14000000000004,263.2848,160.93560000000002,86.7304,0,247.66600000000003,67.79,17.195,12.358,0,9.340499999999999,2.2178,154.00549999999998,156.2233,13.038499999999999,1.0846000000000002,5.8201,1.4328999999999998,,0,21.3761,0.0098,0,0,0.0098,0.41639999999999994,0.0021999999999999997,0.0043,0.42289999999999994,21.808799999999998,5.4741,5.3262,0.6916,0,6.0178,0,0.1085,0.0809,0,0.5438999999999999,0.0068000000000000005,0.0603,0.8004,0,0.20279999999999998,0.5751000000000001,4.2954,1.3499999999999999,6.4233,0.0084,0.30210000000000004,2.3431999999999995,2.6453,0.0014,4.2667,1.0619,5.3286,0,0.44799999999999995,0.1454,0.5934,0,21.808799999999998,0.0098,5.4741,27.282899999999998,21.8088,21.808799999999998,0,,6.9047,12.3788,8.5673,6.4233,6.8182,,,,
