序号,市,县（市、区）,水资源分区,nan,水资源利用分区,面积（km2）,人口（万人）,nan,nan,国内地区生产总值  （亿元）,nan,nan,nan,工业增加值（亿元）,nan,nan,nan,火(核)电装机(万kW),nan,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）,nan,nan,nan,粮食产量（万吨）,林牧渔面积（万亩）,nan,nan,nan,牲畜(万头),nan,nan,地表水源供水量,nan,nan,nan,nan,nan,nan,地下水源供水量,nan,nan,nan,其他水源供水量,nan,nan,nan,总供水量,环境配水量,农田灌溉用水量,nan,nan,nan,nan,林牧渔畜用水量,nan,nan,nan,nan,nan,nan,nan,工业用水量,nan,nan,nan,nan,nan,城镇公共用水量,nan,nan,nan,居民生活用水量,nan,nan,nan,生态与环境用水量,nan,nan,nan,总用水量,nan,环境配水量,总计,总用水量（核算）,总供水量（核算）,总供水-总用水,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
,其中绍兴市,,,,,5968,298.0449,107.24560000000001,405.29049999999995,168.3489,2089.994,2373.4642,4631.8071,42.51049999999999,1250.6122,441.4857,1734.6084,13.5,150.15000000000003,219.70999999999998,166.33,129.82999999999998,18.71,14.149999999999999,162.69000000000003,61.019999999999996,5.955,5.7,0,5.7200000000000015,0.8,185.17000000000002,185.97000000000003,5.2393,4.507499999999999,3.1139,0.0449,,0,12.905599999999998,0.058800000000000005,0,0,0.058800000000000005,0.3328,0,0,0.3328,13.2972,1.8,4.6266,0.3226,0.1282,5.0774,0.008900000000000002,0.054200000000000005,0.0467,0,0.7663,0.0028000000000000004,0.0639,0.9339,0,0.07849999999999999,0.5169,2.6146000000000003,0.6604,3.8704000000000005,0.0173,0.41209999999999997,0.6674,1.0794999999999997,0.0012,1.5130000000000003,0.49720000000000003,2.0101999999999998,0.0314,0.2741,0.0517,0.3258,0,13.2972,0.058800000000000005,1.8,15.0972,,,,,,,,,,,,,,,,,,,,,,,,,,
,其中绍兴市,,,,,2311,76.2917,45.5155,121.8072,50.9141,617.6168,693.8274,1362.3582999999999,1.0441,424.43,80.5981,506.0722,0,7.4,77.41,66.05,58.11,0,7.9399999999999995,66.05,22.599999999999998,0.56,0.61,0,3.4,0.3,60.52,60.82,1.1665,2.252,0.5263,0,,0,3.9448,0.0086,0,0,0.0086,0.1019,0,0,0.1019,4.0553,0,1.6861000000000002,0,0.063,1.7490999999999999,0.0015,0.0056,0.0067,0,0.512,0.001,0.023,0.5483,0,0,0.0251,0.2539,0.148,0.427,0.0012,0.1959,0.23659999999999998,0.4325,0,0.402,0.2024,0.6044,0.0059,0.2521,0.0419,0.294,0,4.0553,0.0086,0,4.0553,,,,,,,,,,,,,,,,,,,,,,,,,,
