序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,地表水源供水量_蓄 水,引水,提水,跨流域调水_调入量,调出流域,非工程供水,小计,地下水源供水量_潜水,承压水,微咸水,小计,其他水源供水量_污水处理回用,雨  水 利  用,海 水淡 化,小计,总供水量,环境配水量,总计,海水 利用量,环境配水供水量明细表_蓄 水,引水,提水,调水,污水回用,小计
116,东南诸河,浙南诸河,瓯江温溪以下,始丰溪,G030220,330727,磐安县,金华市,204.9,0.0766,,,,,,0.0766,,0,,0,,,,,0.0766,0,0.0766,0,,,,,,
117,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330781,兰溪市,金华市,330.1,0.4144,0.1952,0.1642,0,0,0,0.7738,0,0,0,0,0,0,0,0,0.7738,0,0.7738,0,0,0,0,0,0,0
118,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330781,兰溪市,金华市,126.1,0.1297,0.0236,0.3916,0,0,0,0.5449,0.0029,0,0,0.0029,0,0,0,0,0.5478,0,0.5478,0,0,0,0,0,0,0
119,东南诸河,钱塘江,富春江坝址以上,兰江及富春江上游段,G010160,330781,兰溪市,金华市,851.3,0.7198,0.1012,0.3022,0,0,0,1.1232,0.0072,0,0,0.0072,0,0,0,0,1.1304,0,1.1304,0,0,0,0,0,0,0
120,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330781,兰溪市,金华市,4.5,0.0038,0.0015,0.0106,0,0,0,0.0159,0,0,0,0,0,0,0,0,0.0159,0,0.0159,0,0,0,0,0,0,0
121,东南诸河,钱塘江,富春江坝址以上,金华江上游,G010130,330782,义乌市,金华市,349.1,0.3339,0.8,0.0932,0,0,0,1.2271,0,0,,0,0.0839,0.0033,0,0.0872,1.3143,0,1.3143,0,,,,,,0
122,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330782,义乌市,金华市,491.7,0.8417,0,0.0319,0,0,0,0.8736,0,0,,0,0.0717,0.0012,0,0.0729,0.9465,0,0.9465,0,,,,,,0
123,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330782,义乌市,金华市,264.2,0.5252,0,0.0248,0,0,0,0.55,0,0,,0,0.0616,0,0,0.0616,0.6116,0,0.6116,0,,,,,,0
124,东南诸河,钱塘江,富春江坝址以上,金华江上游,G010130,330783,东阳市,金华市,1528.8,2.4311,0.134,0.0191,,,,2.5842,,0,,0,,,,,2.5842,0,2.5842,0,,,,,,
125,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330783,东阳市,金华市,30,0.0261,0,0.0094,,,,0.0355,,0,,0,,,,,0.0355,0,0.0355,0,,,,,,
126,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330783,东阳市,金华市,18.6,0.0241,0,0,,,,0.0241,,0,,0,,,,,0.0241,0,0.0241,0,,,,,,
127,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330783,东阳市,金华市,166.5,0.0953,0.0358,0.002,,,,0.1331,,0,,0,,,,,0.1331,0,0.1331,0,,,,,,
128,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,330783,东阳市,金华市,3.1,,,,,,,,,0,,0,,,,,0,0,0,0,,,,,,
129,东南诸河,钱塘江,富春江坝址以上,金华江上游,G010130,330784,永康市,金华市,92.6,0.0755,0.0043,0.0057,,,,0.0855,,0,,0,,,,,0.0855,0,0.0855,0,,,,,,
130,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330784,永康市,金华市,934.9,1.4668,0.0295,0.0706,,,,1.5669,0.0007,0,,0.0007,0.0092,0.0112,,0.0204,1.588,0,1.588,0,,,,,,
131,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,330784,永康市,金华市,19.5,0.0132,0.0012,0.0014,,,,0.0158,0.0006,0,,0.0006,,,,,0.0164,0,0.0164,0,,,,,,
