序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,地表水源供水量_蓄 水,引水,提水,跨流域调水_调入量,调出流域,非工程供水,小计,地下水源供水量_潜水,承压水,微咸水,小计,其他水源供水量_污水处理回用,雨  水 利  用,海 水淡 化,小计,总供水量,环境配水量,总计,海水 利用量,环境配水供水量明细表_蓄 水,引水,提水,调水,污水回用,小计
105,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330702,婺城区,金华市,332.6,0.4546,0.0589,0.0082,,,,0.5217,0.0025,0,,0.0025,0,0.0007,0,0.0007,0.5249,0,0.5249,0,,,,,,
106,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330702,婺城区,金华市,1059.4,1.5545,0.2496,0.0197,,,,1.8238,0.0053,0,,0.0053,0.0046,,,0.0046,1.8337,0,1.8337,0,,,,,,
107,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330703,金东区,金华市,658,0.5735,0.116,0.259,,,,0.9485,0.0047,0,,0.0047,,,,,0.9532,0,0.9532,0,,,,,,
108,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330723,武义县,金华市,929.4,1.0803,0.0067,0.002,,,,1.089,0.0012,0,,0.0012,,,,,1.0902,0,1.0902,0,,,,,,
109,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,330723,武义县,金华市,638.6,0.0848,0.1229,0.0954,,,,0.3031,,0,,0,,,,,0.3031,0,0.3031,0,,,,,,
110,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330726,浦江县,金华市,400.6,0.0843,0.0175,0.0075,,,,0.1093,,0,,0,,,,,0.1093,0,0.1093,0,,,,,,
111,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330726,浦江县,金华市,517.4,0.7341,0.0659,0.0359,,,,0.8359,,0,,0,,,,0,0.8359,0,0.8359,0,,,,,,
112,东南诸河,钱塘江,富春江坝址以上,金华江上游,G010130,330727,磐安县,金华市,418.5,0.2331,,,,,,0.2331,,0,,0,0.0011,,,0.0011,0.2342,0,0.2342,0,,,,,,
113,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330727,磐安县,金华市,207.4,0.0923,,,,,,0.0923,,0,,0,,,,,0.0923,0,0.0923,0,,,,,,
114,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,330727,磐安县,金华市,224,0.0495,,,,,,0.0495,,0,,0,,,,,0.0495,0,0.0495,0,,,,,,
115,东南诸河,浙南诸河,瓯江温溪以下,永安溪,G030210,330727,磐安县,金华市,140.2,0.0316,,,,,,0.0316,,0,,0,,,,,0.0316,0,0.0316,0,,,,,,
