序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,农田灌溉用水量_水田,旱地,菜田,小计,其中地下水,林牧渔畜用水量_林地灌溉,园地灌溉,草场灌溉,鱼塘补水,大牲畜用水量,小牲畜用水量,小计,其中地下水,工业用水量_火（核）电_直流式,循环式,国有及规模以上,规模以下,小计,其  中       地下水,城镇公共用水量_建筑业,服务业,小计,其中地下水,居民生活用水量_城镇居民,农村居民,小计,其  中地下水,生态与环境用水量_城镇环境,农村生态,小计,其  中地下水,总用水量_合计,其中地下水,环境配水量,总计,地表水用-供 检查,地下水用-供 检查
89,东南诸河,钱塘江,富春江坝址以下,萧绍平原,G010230,330602,越城区,绍兴市,493,0.485,0.0152,0.0188,0.519,0.0008,0.033,0.0884,,0.0951,0,0.0052,0.2217,,0,0.0159,0.4762,0.0855,0.5776,,0.1179,0.0868,0.2047,,0.3948,0.0582,0.453,0.0003,0.1652,0.0318,0.197,,2.173,0.0011,2.35,4.523,0,0
90,东南诸河,浙东诸河,浙东沿海诸河,姚江,G020110,330602,越城区,绍兴市,150,0.656,0,0,0.656,0.0001,0,0,,0.1647,0.0023,0.0043,0.1713,,,,0.0205,0.0148,0.0353,,0.0031,0.0195,0.0226,,0.0113,0.013,0.0243,,0.0008,,0.0008,,0.9103,0.0001,,0.9103,0,0
91,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330603,柯桥区,绍兴市,19.7,0.0065,0,0.0014,0.0079,,0,0,,0,0,0.0003,0.0003,,,,0.0021,0.0002,0.0023,,0.0011,0.0032,0.0043,,0.0028,0.0012,0.004,0.0005,0.0003,0.0001,0.0004,,0.0192,0.0005,,0.0192,0,0
92,东南诸河,钱塘江,富春江坝址以下,萧绍平原,G010230,330603,柯桥区,绍兴市,758.3,0.3608,0,0.0123,0.3731,,0,0.0245,,0.1802,0.0001,0.0097,0.2145,,0,0.4842,2.0512,0.2513,2.7867,,0.0856,0.1361,0.2217,,0.4016,0.0721,0.4737,0.001,0.094,0.0146,0.1086,,4.1783,0.001,,4.1783,0,0
93,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330603,柯桥区,绍兴市,288,0.0985,0,0.016,0.1145,,0.0105,0.1044,,0.001,0,0.0019,0.1178,,,,0.0173,0.0024,0.0197,,0.0199,0.0204,0.0403,,0.0615,0.0171,0.0786,0,0.0078,0.0007,0.0085,,0.3794,0,,0.3794,0,0
94,东南诸河,钱塘江,富春江坝址以下,萧绍平原,G010230,330604,上虞区,绍兴市,135.9,0.1729,0.0063,0.0044,0.1836,0.0004,0.0011,0.0012,,0.0205,0,0.0023,0.0251,,0,0.0338,0.0618,0.0455,0.1411,,0.0162,0.0662,0.0824,,0.0556,0.0187,0.0743,0,0.0065,0.0007,0.0072,,0.5137,0.0004,,0.5137,0,0
95,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330604,上虞区,绍兴市,533.4,0.2636,0.0125,0.0052,0.2813,0.0037,0.0015,0.0036,,0.0448,0,0.0078,0.0577,,,,0.0259,0.0316,0.0575,,0.0022,0.0219,0.0241,,0.0323,0.0406,0.0729,0.0002,0.001,0.0001,0.0011,,0.4946,0.0039,,0.4946,0,0
96,东南诸河,浙东诸河,浙东沿海诸河,姚江,G020110,330604,上虞区,绍兴市,586.7,0.6528,0.0077,0.009,0.6695,0.0007,0.0017,0.0066,,0.0237,0.0001,0.0028,0.0349,,0,0.0755,0.2215,0.0419,0.3389,,0.0191,0.1051,0.1242,,0.1832,0.0405,0.2237,0.0015,0.0627,0.0108,0.0735,,1.4647,0.0022,,1.4647,0,0
97,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330624,新昌县,绍兴市,1207.6,0.7083,0.0206,0.032,0.7609,,0.0105,0.0108,,0.0259,0.0002,0.0087,0.0561,,0,0.0533,0.1155,0.0284,0.1972,0.0001,0.0333,0.0804,0.1137,,0.1594,0.0775,0.2369,,0.0559,0.0085,0.0644,,1.4292,0.0001,,1.4292,0,0
98,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330624,新昌县,绍兴市,2,0,0,0,0,,0,0,,0,,,0,,,,,,0,,,,0,,,,0,,,,0,,0,0,,0,0,0
99,东南诸河,浙南诸河,瓯江温溪以下,始丰溪,G030220,330624,新昌县,绍兴市,4.4,0,0,0,0,,0,0,,0,,,0,,,,,,0,,,,0,,,,0,,,,0,,0,0,,0,0,0
100,东南诸河,钱塘江,富春江坝址以上,金华江上游,G010130,330681,诸暨市,绍兴市,11.5,0,0,0,0,,0,0,,0,,,0,,,,,,0,,,,0,,,,0,,,,0,,0,0,,0,0,0
101,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330681,诸暨市,绍兴市,114.4,0.0276,0,0.003,0.0306,,0,0,,0,,,0,,,,,,0,,,,0,,0.0072,0.0033,0.0105,,,,0,,0.0411,0,,0.0411,0,0
102,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330681,诸暨市,绍兴市,2185.1,1.2909,0,0.0472,1.3381,0.0016,0.0138,0.3054,,0.4785,0.0011,0.0267,0.8255,,0,0.0439,0.2361,0.1213,0.4013,0.0003,0.0723,0.2173,0.2896,,0.3934,0.1979,0.5913,0.0056,0.151,0.0283,0.1793,,3.6251,0.0075,,3.6251,0,0
103,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330683,嵊州市,绍兴市,1779.2,0.9854,0,0.0035,0.9889,0.0028,0.0256,0.1317,,0.2051,0.0005,0.0531,0.416,,0,0.0446,0.1257,0.1741,0.3444,0.0011,0.0503,0.0772,0.1275,0.0072,0.2315,0.1536,0.3851,,0.088,0.0126,0.1006,,2.3625,0.0111,,2.3625,0,0
104,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330683,嵊州市,绍兴市,9.8,,,,0,,,,,,,,0,,,,,,0,,,,0,,,,0,,,,0,,0,0,,0,0,0
