序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,人口（万人）_城镇,农村,合计,国内地区生产总值  （亿元）_一产,二产,三产,合计,工业增加值（亿元）_火核电工业,国有及规模以上一般工业,规模以下工业,合计,火(核)电装机(万kW)_直流式,循环式,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）_水田,水浇地,菜田,总计,粮食产量（万吨）,林牧渔面积（万亩）_林地灌溉,园地灌溉,草场灌溉,人工鱼塘,牲畜(万头)_大牲畜,小牲畜,合计
57,东南诸河,闽东诸河,闽东诸河,闽东诸河,G040100,330327,苍南县,温州市,112.7,3.6307,6.507,10.1377,2.2942,13.1803,18.8579,34.3324,0,2.3457,3.4627,5.8084,0,0,2.63,1.89,1.33,0,0.36,1.69,0,0.45,0.31,0,0,0.14,4.7814,4.9214
58,东南诸河,浙南诸河,瓯江温溪以上,小溪及瓯江青田段,G030120,330328,文成县,温州市,104.9,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,1.55,0.9,0.11,0,0,0.11,0,0,0,0,0,0,0,0
59,东南诸河,浙南诸河,瓯江温溪以下,飞云江,G030280,330328,文成县,温州市,1170.4,12.52,16.08,28.6,9.7837,30.6749,76.0645,116.5231,0,3.4839,10.2405,13.7244,0,0,38,12,6.2,0,1.2,7.4,5.0872,0,0.84,0,0,0.1887,2.4017,2.5904
60,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330328,文成县,温州市,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,东南诸河,浙南诸河,瓯江温溪以下,飞云江,G030280,330329,泰顺县,温州市,863.3,5.9142,7.003,12.9172,5.669,25.4192,39.127,70.2152,0,1.6,4.7,6.3,0,0,18,5.2494,3.7501,0,0.2486,3.9987,4.6163,0,0.125,0,0,0.1812,7.715,7.8962
62,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330329,泰顺县,温州市,36.6,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0,1.24,0.2867,0.2,0,0.0068,0.2068,0,0,0,0,0,0,2.308,2.308
63,东南诸河,闽东诸河,闽东诸河,闽东诸河,G040100,330329,泰顺县,温州市,868.1,6.0369,7.1858,13.2227,5.0687,20.682,36.4403,62.191,0,1.7136,5.2219,6.9355,0,0,19,8.7589,5.8031,0,0.51,6.3131,2,0,0.1,0,0,0.1539,6.5317,6.6856
64,东南诸河,浙南诸河,瓯江温溪以下,飞云江,G030280,330381,瑞安市,温州市,1340.9,102.5338,50.0462,152.58,27.2305,533.3434,588.4093,1148.9832,8.5275,223.6055,210.6074,442.7404,0,4.4,57.61,29.37,15.84,7.76,3.58,27.18,10.7616,3.825,3.765,0,0.2326,1.1465,17.5455,18.692
65,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330381,瑞安市,温州市,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,东南诸河,浙南诸河,瓯江温溪以下,楠溪江,G030260,330382,乐清市,温州市,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,东南诸河,浙南诸河,瓯江温溪以下,瓯江下游干流,G030270,330382,乐清市,温州市,1354.1,96.4776,49.9224,146.4,22.1966,672.2255,739.0558,1433.4779,71.646,340.0549,210.4046,622.1055,315,2.4,39.84,26.61,23.1309,0,2.965,26.0959,14.4535,6,3,0,0.0052,1.1951,18.3303,19.5254
68,东南诸河,浙南诸河,瓯江温溪以下,鳌江,G030290,330383,龙港市,温州市,183.99,45.4604,1.3096,46.77,9.596,158.8014,171.9393,340.3367,29.199,55.817,65.387,150.403,203,1.9,10,7.47,6.9,0,0.57,7.47,4,0,0,0,0,0.0307,3.1308,3.1615
