序号,市,县（市、区）,水资源分区,nan,水资源利用分区,nan,面积（km2）,人口（万人）,nan,nan,国内地区生产总值  （亿元）,nan,nan,nan,工业增加值（亿元）,nan,nan,nan,火(核)电装机(万kW),nan,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）,nan,nan,nan,粮食产量（万吨）,林牧渔面积（万亩）,nan,nan,nan,牲畜(万头),nan,nan,地表水源供水量,nan,nan,nan,nan,nan,nan,地下水源供水量,nan,nan,nan,其他水源供水量,nan,nan,nan,总供水量,环境配水量,农田灌溉用水量,nan,nan,nan,nan,林牧渔畜用水量,nan,nan,nan,nan,nan,nan,nan,工业用水量,nan,nan,nan,nan,nan,城镇公共用水量,nan,nan,nan,居民生活用水量,nan,nan,nan,生态与环境用水量,nan,nan,nan,总用水量,nan,环境配水量,总计,总用水量（核算）,总供水量（核算）,总供水-总用水
142,衢州市,开化县,富春江坝址以上,新安江,3,0.0,24.6,0,0.1,0.1,0.1939,0,0,0.1939,0,0,0,0,0,0,0.0985,0.0985,0.0253,0.0487,0,0.074,0.0185,0,0,0,0,0,0,0,0.0016,0,0,0,,0,0.0016,0,0,0,0,0,0,0,0,0.0016,0,0.001,0.0003,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0.0016,0,0,0.0016,0,0,0
143,衢州市,龙游县,富春江坝址以上,衢江下游,3,0.0,1141,19.6,17.1,36.7,13.6738,131.0851,153.9019,298.6608,6.32,98.72,0,105.04,0,45.3,47,32.5919,26.5107,2.9847,0,29.4954,12.2888,0.1,5.1165,0,0.8956,0.6456,117.0186,117.6642,1.2072,0.7024,0.1058,0,,0,2.0154,0,0,0,0,0.0276,0,0,0.0276,2.043,0,1.237,0.0182,0,1.2552,0,0.0003,0.0203,0,0.0806,0.0016,0.0384,0.1412,0,0,0.0221,0.3375,0,0.3596,0,0.0209,0.0765,0.0974,0,0.091,0.0637,0.1547,0,0.0336,0.0013,0.0349,0,2.043,0,0,2.043,0,0,0
144,衢州市,龙游县,富春江坝址以上,新安江,3,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,衢州市,江山市,信江,信江,3,0.0,214.2,0.7,1,1.7,3.5521,2.8273,8.2326,14.612,0,0.15,0,0.15,0,0,1.8908,1.8908,1.3256,0.4971,0,1.8227,1.4764,0.75,1.3028,0,0.2146,0,13.4683,13.4683,0.1049,0.0047,0.0039,0,,0,0.1135,0,0,0,0,0,0,0,0,0.1135,0,0.0683,0.0031,0,0.0714,0,0.0021,0.0039,0,0.0147,0,0.0047,0.0254,0,0,0,0,0,0,0,0.0045,0.0003,0.0048,0,0.0027,0.0033,0.006,0,0.0052,0.0007,0.0059,0,0.1135,0,0,0.1135,0,0,0
146,衢州市,江山市,富春江坝址以上,衢江上游,3,0.0,1756.9,28.1,17.5,45.6,19.6175,160.3184,182.1965,362.1324,2.17,121.89,0,124.06,0,26.1,44.5792,37.9297,32.4881,4.0773,0,36.5654,13.1701,1.502,3.7638,0,1.1654,0.3028,63.6899,63.9927,1.146,0.6172,0.3528,0,,0,2.116,0.0006,0,0,0.0006,0.0079,0,0,0.0079,2.1245,0.0384,1.511,0.0273,0,1.5383,0,0.0042,0.0107,0,0.0751,0.0008,0.0207,0.1115,0,0,0.0099,0.1632,0,0.1731,0.0006,0.0269,0.0448,0.0717,0,0.1321,0.0647,0.1968,0,0.0306,0.0025,0.0331,0,2.1245,0.0006,0.0384,2.1629,0,0,0
147,衢州市,江山市,富春江坝址以上,衢江下游,3,0.0,47.9,1,1.5,2.5,2.0189,2.187,0.3338,4.5397,0,5.13,0,5.13,0,0,5.67,0.4895,0.3608,0.1112,0,0.472,0.8983,0.148,0.3619,0,0,0.0869,12.8709,12.9578,0.026,0.0128,0.0011,0,,0,0.0399,0,0,0,0,0,0,0,0,0.0399,0,0.0157,0.0007,0,0.0164,0,0.0005,0.0016,0,0,0.0002,0.0042,0.0065,0,0,0,0.0073,0,0.0073,0,0.0007,0,0.0007,0,0.0038,0.005,0.0088,0,0.0002,0,0.0002,0,0.0399,0,0,0.0399,0,0,0
,衢州,衢江干流供水区,衢州市区,,,,2355,59.8,31.6,91.39999999999999,30.4213,417.7218,494.0723999999999,942.2154999999999,3.56,364.02,0,367.58000000000004,34.5,23,59.78,43.81,33.3575,5.1174,0,38.4749,15.5466,2.5,15.33,0,0.40850000000000003,0.7684,33.9587,34.7271,3.0599,1.1152,0.19600000000000004,0,,0,4.3711,0.00030000000000000003,0,0,0.00030000000000000003,0.149,0,0,0.149,4.5203999999999995,0,1.5666000000000002,0.0407,0,1.6073,0,0.008299999999999998,0.0486,0,0.46540000000000004,0.0018,0.0123,0.5364,0,0.3693,0.0022,1.0783,0,1.4498,0.00030000000000000003,0.0244,0.43399999999999994,0.4584,0,0.2509,0.1038,0.3547,0,0.10890000000000001,0.0049,0.11380000000000001,0,4.5203999999999995,0.00030000000000000003,0,4.5203999999999995,0,0,0
,衢州,,龙游区,,,,1143,19.6,17.1,36.7,13.6738,131.0851,153.9019,298.6608,6.32,98.72,0,105.04,0,45.3,47,32.5919,26.5107,2.9847,0,29.4954,12.2888,0.1,5.1165,0,0.8956,0.6456,117.0186,117.6642,1.2072,0.7024,0.1058,0,,0,2.0154,0,0,0,0,0.0276,0,0,0.0276,2.043,0,1.237,0.0182,0,1.2552,0,0.0003,0.0203,0,0.0806,0.0016,0.0384,0.1412,0,0,0.0221,0.3375,0,0.3596,0,0.0209,0.0765,0.0974,0,0.091,0.0637,0.1547,0,0.0336,0.0013,0.0349,0,2.043,0,0,2.043,0,0,0
,衢州,江山供水区,江山区,,,,2019.0000000000002,29.8,20,49.800000000000004,25.188499999999998,165.33270000000002,190.76289999999997,381.2841,2.17,127.17,0,129.34,0,26.1,52.14,40.309999999999995,34.1745,4.6856,0,38.860099999999996,15.5448,2.4,5.4285,0,1.38,0.38970000000000005,90.0291,90.4188,1.2769,0.6347,0.3578,0,,0,2.2694,0.0006,0,0,0.0006,0.0079,0,0,0.0079,2.2779,0.0384,1.595,0.0311,0,1.6260999999999999,0,0.006799999999999999,0.0162,0,0.0898,0.001,0.029599999999999998,0.1434,0,0,0.0099,0.1705,0,0.1804,0.0006,0.0321,0.0451,0.0772,0,0.1386,0.073,0.2116,0,0.036,0.0032,0.0392,0,2.2779,0.0006,0.0384,2.3163,0,0,0
,衢州,常山港供水区,常山区,,,,1097,13.4,12.9,26.3,9.1812,90.59559999999999,100.82390000000001,200.6007,1.88,67.06,0,68.94,0,49.1,24.2,18.42,13.549700000000001,3.4203,0,16.970000000000002,6.0116000000000005,0,10.1325,0,0.18,0.3072,19.0163,19.3235,0.6684,0.256,0.075,0,,0,0.9994,0,0,0,0,0.0379,0,0,0.0379,1.0373,0,0.6024,0.0271,0,0.6295,0,0,0.028399999999999998,0,0.0167,0.0007,0.0062,0.052,0,0,0.0333,0.1328,0,0.1661,0,0.01,0.036500000000000005,0.0465,0,0.07289999999999999,0.052700000000000004,0.1256,0,0.0166,0.001,0.0176,0,1.0373,0,0,1.0373,0,0,0
,衢州,,开化区,,,,2231,13,11.7,24.700000000000003,14.7115,69.466,97.1711,181.34860000000003,0.2062,44.4338,0,44.64,0,0.6,33.82,24.62,14.081299999999999,4.4187,0,18.500000000000004,5.9831,0,1.4445000000000001,0,0.1449,0.0826,10.8234,10.905999999999999,0.7201,0.2841,0.1815,0,,0,1.1857,0.0032,0,0,0.0032,0.0123,0,0,0.0123,1.2012,0,0.8822,0.0336,0,0.9158,0,0,0.0048000000000000004,0,0.0142,0.0002,0.0037,0.0229,0,0,0.0009,0.0555,0,0.0564,0.0026,0.0092,0.0613,0.07050000000000001,0.0006,0.0744,0.0414,0.1158,0,0.0188,0.001,0.0198,0,1.2012,0.0032,0,1.2012,0,0,0
