序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,农田灌溉用水量_水田,旱地,菜田,小计,其中地下水,林牧渔畜用水量_林地灌溉,园地灌溉,草场灌溉,鱼塘补水,大牲畜用水量,小牲畜用水量,小计,其中地下水,工业用水量_火（核）电_直流式,循环式,国有及规模以上,规模以下,小计,其  中       地下水,城镇公共用水量_建筑业,服务业,小计,其中地下水,居民生活用水量_城镇居民,农村居民,小计,其  中地下水,生态与环境用水量_城镇环境,农村生态,小计,其  中地下水,总用水量_合计,其中地下水,环境配水量,总计,地表水用-供 检查,地下水用-供 检查
131,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330800,衢州市,衢州市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330802,柯城区,衢州市,271.1,0.2885,0.0024,0,0.2909,0,0.0024,0.005,0,0.3053,0.0002,0.0008,0.3137,0,0,0.0016,0.2301,0,0.2317,0,0.0015,0.0324,0.0339,0,0.0164,0.0343,0.0507,0,0.0222,0,0.0222,0,0.9431,0,0,0.9431,0,0
133,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330802,柯城区,衢州市,335.9,0.2945,0.0036,0,0.2981,0,0.0024,0.0053,0,0.0679,7e-05,0.00113,0.0768,0,0.4221,0,0.4243,0,0.8464,0,0.0134,0.2934,0.3068,0,0.1612,0.0061,0.1673,0,0.0535,0,0.0535,0,1.7489,0,0,1.7489,0,0
134,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330803,衢江区,衢州市,135.3,0.1861,0.0088,0.0051,0.2,0,0.0005,0.0015,0,0.0051,0.0005,0.0006,0.0082,0,0,0,0.0238,0,0.0238,0.0001,0.0009,0.0005,0.0014,0,0.0013,0.0153,0.0166,0,0.0025,0.0004,0.0029,0,0.2529,0.0001,0,0.2529,0,0
135,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330803,衢江区,衢州市,1611.2,0.9265,0.0233,0.0236,0.9734,0,0.003,0.0092,0,0.0311,0.0006,0.0069,0.0508,0,0,0,0.2721,0,0.2721,0.0003,0.0113,0.1336,0.1449,0,0.0717,0.0466,0.1183,0,0.0304,0.0045,0.0349,0,1.5944,0.0003,0,1.5944,0,0
136,东南诸河,钱塘江,富春江坝址以上,新安江,G010150,330803,衢江区,衢州市,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0.0003,0,0,0.0002,0.0002,0,0,0.0003,0.0003,0,0,0,0,0,0.0008,0,0,0.0008,0,0
137,长江,鄱阳湖水系,信江,信江,F090600,330822,常山县,衢州市,71.3,0.1478,0.0008,0.0013,0.1499,0,0,0.0014,0,0.0023,0.0001,0.0005,0.0043,0,0,0,0.0061,0,0.0061,0,0,0.0045,0.0045,0,0.0054,0.0045,0.0099,0,0.0009,0.0001,0.001,0,0.1757,0,0,0.1757,0,0
138,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330822,常山县,衢州市,1025.7,0.4228,0.0125,0.0004,0.4357,0,0,0.007,0,0.0059,0.0004,0.009,0.0223,0,0,0.0262,0.1214,0,0.1476,0,0.0109,0.0289,0.0398,0,0.0677,0.0484,0.1161,0,0.0143,0.0008,0.0151,0,0.7766,0,0,0.7766,0,0
139,长江,鄱阳湖水系,饶河,饶河,F090700,330824,开化县,衢州市,272,0.0278,0,0.0005,0.0283,0,0,0.0017,0,0.0013,0.0001,0.0002,0.0033,0,0,0,0.0001,0,0.0001,0,0.0005,0.0003,0.0008,0,0.0004,0.0055,0.0059,0,0.0011,0,0.0011,0,0.0395,0,0,0.0395,0,0
140,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330824,开化县,衢州市,1934.4,0.705,0,0.0161,0.7211,0,0,0.0168,0,0.0122,0.0006,0.0032,0.0328,0,0,0.0009,0.0531,0,0.054,0.0024,0.0101,0.0356,0.0457,0.0007,0.0754,0.0349,0.1103,0,0.0174,0.0008,0.0182,0,0.9821,0.0031,0,0.9821,0,0
141,东南诸河,钱塘江,富春江坝址以上,新安江,G010150,330824,开化县,衢州市,24.6,0.0011,0,0,0.0011,0,0,0.0001,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0,0,0,0.0017,0,0,0.0017,0,0
142,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330825,龙游县,衢州市,1141,1.0516,0.0613,0.0472,1.1601,0,0.0003,0.025,0,0.0768,0.0012,0.0366,0.1399,0,0,0.0192,0.3356,0,0.3548,0,0.0304,0.0627,0.0931,0,0.0893,0.0573,0.1466,0,0.0371,0.0014,0.0385,0,1.933,0,0,1.933,0,0
143,东南诸河,钱塘江,富春江坝址以上,新安江,G010150,330825,龙游县,衢州市,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,长江,鄱阳湖水系,信江,信江,F090600,330881,江山市,衢州市,214.2,0.0115,0.00025,0.00025,0.012,0,0.0004,0.0004,0,0.0096,0.0003,0.0041,0.0148,0,0,0,0.0002,0,0.0002,0,0.0045,0.0003,0.0048,0,0.0027,0.0033,0.006,0,0.0051,0.0007,0.0058,0,0.0436,0,0,0.0436,0,0
145,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330881,江山市,衢州市,1756.9,1.2484,0.0264,0.0141,1.2889,0,0.0057,0.0059,0,0.049,0.002,0.0193,0.0819,0,0,0.0107,0.1592,0,0.1699,0.0005,0.0271,0.0484,0.0755,0.0005,0.1288,0.0598,0.1886,0,0.03,0.0024,0.0324,0,1.8372,0.001,0.0384,1.8756,0,0
146,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330881,江山市,衢州市,47.9,0,0.0083,0.0054,0.0137,0,0.0007,0.0009,0,0,0.0002,0.0028,0.0046,0,0,0,0.0071,0,0.0071,0,0.0007,0.0001,0.0008,0,0.0037,0.0046,0.0083,0,0.0002,0,0.0002,0,0.0347,0,0,0.0347,0,0
