水系,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,农田灌溉用水量_水田,旱地,水浇地,小计,其中地下水,林牧渔畜用水量_林地灌溉,园地灌溉,草场灌溉,鱼塘补水,大牲畜用水量,小牲畜用水量,小计,其中地下水,工业用水量_火（核）电_直流式,循环式,国有及规模以上,规模以下,小计,其  中       地下水,城镇公共用水量_建筑业,服务业,小计,其中地下水,居民生活用水量_城镇居民,农村居民,小计,其  中地下水,生态与环境用水量_城镇环境,农村生态,小计,其  中地下水,总用水量_合计,其中地下水,环境配水量,总计,地表水用-供 检查,地下水用-供 检查
 ,东南诸河,浙南诸河,瓯江温溪以上,小溪及瓯江青田段,G030120,331125,云和县,丽水市,164.3,0.0477,0.001,0,0.0487,0,0,0.0003,0,0,0,0.0001,0.0004,0,,,0,0,0,0,0,0,0,0,0,0.0021,0.0021,0,0,0,0,0,0.0512,0,,0.0512,0,0
 ,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,331126,庆元县,丽水市,64,0.0494,0.0012,0,0.0506,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0.0005,0.0006,0.0011,0,0.0041,0.0018,0.0059,0,0,0,0,0,0.0576,0,,0.0576,0,0
 ,东南诸河,浙南诸河,瓯江温溪以上,小溪及瓯江青田段,G030120,331126,庆元县,丽水市,546.7,0.1059,0.0068,0,0.1127,0,0,0,0,0,0.0003,0.0006,0.0009,0,,,0.0015,0,0.0015,0,0.0006,0.0017,0.0023,0,0.0106,0.0048,0.0154,0,0,0,0,0,0.1328,0,,0.1328,0,0
 ,东南诸河,闽东诸河,闽东诸河,闽东诸河,G040100,331126,庆元县,丽水市,247.3,0.058,0.003,0,0.061,0,0,0,0,0,0,0.0004,0.0004,0,,,0,0,0,0,0.0005,0.0012,0.0017,0,0.0063,0.002,0.0083,0,0,0,0,0,0.0714,0,,0.0714,0,0
 ,东南诸河,闽江,闽江上游,闽江上游,G050100,331126,庆元县,丽水市,1040,0.2046,0.0051,0,0.2097,0,0.0005,0.0006,0,0,0.0001,0.0015,0.0027,0,0,0.0034,0.0099,0,0.0133,0.0006,0.0026,0.004,0.0066,0,0.0257,0.0113,0.037,0.0026,0.0196,0,0.0196,0,0.2889,0.0032,,0.2889,0,0
 ,东南诸河,浙南诸河,瓯江温溪以上,小溪及瓯江青田段,G030120,331127,景宁畲族自治县,丽水市,1682.6,0.2515,0.019,0,0.2705,0,0.002,0.0008,0,0,0.0009,0.0021,0.0058,0,,,0.0053,0,0.0053,0,0.0029,0.0196,0.0225,0,0.0343,0.0144,0.0487,0,0.0137,0,0.0137,0,0.3665,0,,0.3665,0,0
 ,东南诸河,浙南诸河,瓯江温溪以下,飞云江,G030280,331127,景宁畲族自治县,丽水市,266.4,0.0249,0.0018,0,0.0267,0,0.0001,0,0,0,0.0001,0.0004,0.0006,0,,,0.0006,0,0.0006,0,0,0,0,0,0,0.0027,0.0027,0,0,0,0,0,0.0306,0,,0.0306,0,0
 ,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,331181,龙泉市,丽水市,316.1,0.0555,0.0056,0,0.0611,0,0,0,0,0,0,0.0009,0.0009,0,,,0.0027,0,0.0027,0,0,0.0029,0.0029,0,0.0016,0.0005,0.0021,0,0.005,0,0.005,0,0.0747,0,,0.0747,0,0
 ,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,331181,龙泉市,丽水市,2438.8,0.4204,0.0251,0,0.4455,0,0,0,0,0.0023,0.0003,0.0047,0.0073,0,0,0.01,0.0453,0,0.0553,0.0003,0.0064,0.0303,0.0367,0,0.0779,0.0268,0.1047,0,0.0124,0,0.0124,0,0.6619,0.0003,,0.6619,0,0
 ,东南诸河,浙南诸河,瓯江温溪以上,小溪及瓯江青田段,G030120,331181,龙泉市,丽水市,216.3,0.0675,0.007,0,0.0745,0,0,0,0,0,0.0001,0.0005,0.0006,0,,,0.0063,0,0.0063,0,0.0027,0.0019,0.0046,0,0.0012,0.0004,0.0016,0,0.005,0,0.005,0,0.0926,0,,0.0926,0,0
 ,东南诸河,闽江,闽江上游,闽江上游,G050100,331181,龙泉市,丽水市,87.8,0.0623,0.0051,0,0.0674,0,0,0,0,0.0023,0.0001,0.0005,0.0029,0,,,0.0018,0,0.0018,0,0,0.0059,0.0059,0,0.0015,0.0006,0.0021,0,0,0,0,0,0.0801,0,,0.0801,0,0
,,,,,,,,丽水市,17324,4.0733,0.23819999999999997,0,4.3115000000000006,0,0.0035,0.051100000000000007,0,0.063,0.005,0.0538,0.1764,0,0,0.05380000000000001,0.7711000000000001,0.0341,0.8589999999999999,0.0015,0.12710000000000002,0.5995000000000001,0.7266,0.0003,0.8459,0.3823,1.2282,0.0026,0.18810000000000002,0.027800000000000005,0.21589999999999998,0,7.517599999999999,0.0044,0,7.517599999999999,0,0
,东南诸河,钱塘江,富春江坝址以上,,,,,丽水市,2464.2999999999997,0.5355000000000001,0.026199999999999998,0,0.5617000000000001,0,0.00030000000000000003,0.0024,0,0.014100000000000001,0.0005,0.0049,0.0222,0,0,0,0.045700000000000005,0.0104,0.056100000000000004,0,0.008199999999999999,0.0374,0.0456,0.0003,0.049499999999999995,0.0397,0.08920000000000002,0,0.0144,0.0041,0.0185,0,0.7933,0.0003,0,0.7933,0,0
,东南诸河,浙南诸河,瓯江温溪以下,,,,,丽水市,520.1,0.11099999999999999,0.0042,0,0.11520000000000001,0,0.0001,0.0015,0,0,0.00030000000000000003,0.0022,0.0040999999999999995,0,0,0,0.036800000000000006,0,0.036800000000000006,0,0.0033,0.021,0.0243,0,0.0254,0.017,0.0424,0,0,0.0019,0.0019,0,0.22469999999999998,0,0,0.22469999999999998,0,0
,东南诸河,浙南诸河,瓯江温溪以上,,,,,丽水市,12964.5,3.1018999999999997,0.1946,0,3.2965000000000004,0,0.0026,0.0466,0,0.0466,0.004,0.044300000000000006,0.1441,0,0,0.05040000000000001,0.6768999999999998,0.0237,0.7509999999999999,0.0009,0.1125,0.53,0.6425,0,0.7375,0.3117000000000001,1.0492000000000001,0,0.1541,0.021800000000000003,0.1759,0,6.0592,0.0009,0,6.0592,0,0
,东南诸河,闽东诸河,闽东诸河,,,,,丽水市,247.3,0.058,0.003,0,0.061,0,0,0,0,0,0,0.0004,0.0004,0,0,0,0,0,0,0,0.0005,0.0012,0.0017,0,0.0063,0.002,0.0083,0,0,0,0,0,0.0714,0,0,0.0714,0,0
,东南诸河,闽江,闽江上游,,,,,丽水市,1127.8,0.2669,0.0102,0,0.2771,0,0.0005,0.0006,0,0.0023,0.0002,0.002,0.0056,0,0,0.0034,0.0117,0,0.015099999999999999,0.0006,0.0026,0.009899999999999999,0.0125,0,0.027200000000000002,0.011899999999999999,0.039099999999999996,0.0026,0.0196,0,0.0196,0,0.369,0.0032,0,0.369,0,0
,,,,,,,莲都区,丽水市,1502,0.6253,0.0292,0,0.6545000000000001,0,0,0.0237,0,0.0176,0.0005,0.0173,0.0591,0,0,0.0303,0.21509999999999999,0,0.2454,0.0001,0.058,0.2339,0.2919,0,0.2848,0.0775,0.3623,0,0.0477,0.0159,0.0636,0,1.6768,0.0001,0,1.6768,0,0
,,,,,,,青田县,丽水市,2492.9999999999995,0.5053,0.053599999999999995,0,0.5589,0,0,0.006799999999999999,0,0.0015999999999999999,0.0008,0.010199999999999999,0.0194,0,0,0.002,0.1656,0,0.1676,0,0.0161,0.0874,0.1035,0,0.1056,0.074,0.1796,0,0.0123,0,0.0123,0,1.0413000000000001,0,0,1.0413000000000001,0,0
,,,,,,,缙云县,丽水市,1494,0.5849,0.054400000000000004,0,0.6393,0,0.0005,0.0034,0,0.0138,0.00030000000000000003,0.0070999999999999995,0.0251,0,0,0.003,0.11190000000000001,0,0.11489999999999999,0,0.0162,0.0491,0.0653,0,0.1175,0.0656,0.18309999999999998,0,0.0156,0.0034000000000000002,0.019000000000000003,0,1.0467,0,0,1.0467,0,0
,,,,,,,遂昌县,丽水市,2539,0.46609999999999996,0.0046,0,0.4707,0,0.00039999999999999996,0.0021,0,0.0191,0.0005,0.0025,0.0246,0,0,0,0.089,0.0341,0.1231,0,0.0093,0.0525,0.0618,0.0003,0.055400000000000005,0.0323,0.0877,0,0.0172,0.0056,0.0228,0,0.7907,0.0003,0,0.7907,0,0
,,,,,,,松阳县,丽水市,1406,0.306,0.0107,0,0.3167,0,0,0.0105,0,0.005,0.0005,0.0041,0.0201,0,0,0.0051,0.0811,0,0.0862,0.0005,0.0084,0.0675,0.0759,0,0.0644,0.0532,0.1176,0,0.0276,0,0.0276,0,0.6441,0.0005,0,0.6441,0,0
,,,,,,,云和县,丽水市,984,0.2857,0.006,0,0.2917,0,0,0.0031999999999999997,0,0.0013,0.0005,0.001,0.006,0,0,0,0.035,0,0.035,0,0.0029,0.041,0.0439,0,0.055,0.0144,0.0694,0,0.012,0.0029,0.0149,0,0.46090000000000003,0,0,0.46090000000000003,0,0
,,,,,,,庆元县,丽水市,1898,0.4179,0.0161,0,0.434,0,0.0005,0.0006,0,0,0.00039999999999999996,0.0025,0.004,0,0,0.0034,0.0114,0,0.014799999999999999,0.0006,0.0042,0.0075,0.0117,0,0.046700000000000005,0.0199,0.06659999999999999,0.0026,0.0196,0,0.0196,0,0.5507,0.0032,0,0.5507,0,0
,,,,,,,景宁畲族自治县,丽水市,1949,0.2764,0.0208,0,0.2972,0,0.0021,0.0008,0,0,0.001,0.0025,0.0063999999999999994,0,0,0,0.0059,0,0.0059,0,0.0029,0.0196,0.0225,0,0.0343,0.0171,0.0514,0,0.0137,0,0.0137,0,0.3971,0,0,0.3971,0,0
,,,,,,,龙泉市,丽水市,3059.0000000000005,0.6057,0.042800000000000005,0,0.6485000000000001,0,0,0,0,0.0046,0.0005,0.0066,0.0117,0,0,0.01,0.056100000000000004,0,0.06609999999999999,0.0003,0.0091,0.041,0.050100000000000006,0,0.08220000000000001,0.028300000000000002,0.11050000000000001,0,0.0224,0,0.0224,0,0.9093,0.0003,0,0.9093,0,0
