序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,地表水源供水量_蓄 水,引水,提水,跨流域调水_调入量,调出流域,非工程供水,小计,地下水源供水量_潜水,承压水,微咸水,小计,其他水源供水量_污水处理回用,雨  水 利  用,海 水淡 化,小计,总供水量,环境配水量,总计,海水 利用量,环境配水供水量明细表_蓄 水,引水,提水,调水,污水回用,小计
161,东南诸河,浙南诸河,瓯江温溪以下,始丰溪,G030220,331023,天台县,台州市,1087,0.9145,0.0684,0.0481,0,0,0,1.031,0.0018,0,0,0.0018,0.0058,0.0031,0,0.0089,1.0417,0.2856,1.3273,0,0.2856,0,0,0,0,0.2856
162,东南诸河,浙南诸河,瓯江温溪以下,永安溪,G030210,331024,仙居县,台州市,1955.3,0.8758,0.1071,0.0082,0,0,0,0.9911,0.0003,0,0,0.0003,0.0104,0.0035,0,0.0139,1.0053,0,1.0053,0,0,0,0,0,0,0
163,东南诸河,浙南诸河,瓯江温溪以下,始丰溪,G030220,331024,仙居县,台州市,36.7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,东南诸河,浙南诸河,瓯江温溪以下,温黄平原,G030240,331081,温岭市,台州市,638.2,1.0874,0.1356,1.5605,0,0,0,2.7835,0.0015,0,0,0.0015,0.0006,0,0,0.0006,2.7856,0.0081,2.7937,0,0,0,0,0,0.0081,0.0081
165,东南诸河,浙南诸河,瓯江温溪以下,玉环岛,G030250,331081,温岭市,台州市,197.8,0.0379,0.043,0.1111,0,0,0,0.192,0,0,0,0,0,0,0,0,0.192,0.0002,0.1922,0,0,0,0,0,0.0002,0.0002
166,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,331082,临海市,台州市,113.7,0.1565,0.027,0.0192,0,0,0,0.2027,0.0001,0,0,0.0001,0,0,0,0,0.2028,0,0.2028,0,0,0,0,0,0,0
167,东南诸河,浙南诸河,瓯江温溪以下,永安溪,G030210,331082,临海市,台州市,397.1,0.1311,0.0999,0.0365,0,0,0,0.2675,0.0001,0,0,0.0001,0,0,0,0,0.2676,0,0.2676,0,0,0,0,0,0,0
168,东南诸河,浙南诸河,瓯江温溪以下,始丰溪,G030220,331082,临海市,台州市,247,0.1914,0.1121,0.048,0,0,0,0.3515,0.0001,0,0,0.0001,0,0,0,0,0.3516,0,0.3516,0,0,0,0,0,0,0
169,东南诸河,浙南诸河,瓯江温溪以下,灵江及椒江左岸,G030230,331082,临海市,台州市,1381.2,1.5976,0.2164,0.1239,0,0,0,1.9379,0.0014,0,0,0.0014,0,0,0,0,1.9393,0,1.9393,0,0,0,0,0,0,0
170,东南诸河,浙南诸河,瓯江温溪以下,温黄平原,G030240,331082,临海市,台州市,32,0.0366,0.0089,0.0018,0,0,0,0.0473,0.0001,0,0,0.0001,0,0,0,0,0.0474,0.0097,0.0571,0,0.0097,0,0,0,0,0.0097
171,东南诸河,浙南诸河,瓯江温溪以下,玉环岛,G030250,331083,玉环市,台州市,378,0.3972,0.176,0.3533,0,0,0,0.9265,0.0022,0,0,0.0022,0.0051,0.0275,0.0717,0.1043,1.033,0.067,1.1,25.26,0,0,0,0,0.067,0.067
