序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,地表水源供水量_蓄 水,引水,提水,跨流域调水_调入量,调出流域,非工程供水,小计,地下水源供水量_潜水,承压水,微咸水,小计,其他水源供水量_污水处理回用,雨  水 利  用,海 水淡 化,小计,总供水量,环境配水量,总计,海水 利用量,环境配水供水量明细表_蓄 水,引水,提水,调水,污水回用,小计
151,东南诸河,浙南诸河,瓯江温溪以下,灵江及椒江左岸,G030230,331002,椒江区,台州市,100.9,0.2387,0,0.0896,0,,0,0.3283,0.0004,0,0,0.0004,0,0,0,0,0.3287,0.0322,0.3609,6.1036,0,0,0,0,0.0322,0.0322
152,东南诸河,浙南诸河,瓯江温溪以下,温黄平原,G030240,331002,椒江区,台州市,174.1,0.8495,0,0.2946,0,,0,1.1441,0.0012,0,0,0.0012,0.0374,0.0092,0,0.0466,1.1919,0.3765,1.5684,0,0,0,0,0,0.3765,0.3765
153,东南诸河,浙南诸河,瓯江温溪以下,永安溪,G030210,331003,黄岩区,台州市,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,东南诸河,浙南诸河,瓯江温溪以下,温黄平原,G030240,331003,黄岩区,台州市,933.5,0.9719,0,0.2459,0,0,0,1.2178,0.0021,0,0,0.0021,0.0823,0.0036,0,0.0859,1.3058,0.4255,1.7313,0,0,0,0,0,0.4255,0.4255
155,东南诸河,浙南诸河,瓯江温溪以下,楠溪江,G030260,331003,黄岩区,台州市,50.2,0.0202,0,0,0,0,0,0.0202,0,0,0,0,0,0.0053,0,0.0053,0.0255,0,0.0255,0,0,0,0,0,0,0
156,东南诸河,浙南诸河,瓯江温溪以下,温黄平原,G030240,331004,路桥区,台州市,273,0.6726,0,0.5474,0,,0,1.22,0.0176,0,0,0.0176,0.0345,0.007,0,0.0415,1.2791,0.2741,1.5532,0,0,0,0,0,0.2741,0.2741
157,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,331022,三门县,台州市,1069.6,0.5711,0,0.2646,0,,0,0.8357,0.0006,0,0,0.0006,0.0194,0.007,0.0252,0.0516,0.8879,0.1076,0.9955,36.9157,0,0,0,0,0.1076,0.1076
158,东南诸河,浙南诸河,瓯江温溪以下,灵江及椒江左岸,G030230,331022,三门县,台州市,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,331023,天台县,台州市,114.3,0.0052,0.0035,0.0024,0,0,0,0.0111,0.0001,0,0,0.0001,0,0,0,0,0.0112,0,0.0112,0,0,0,0,0,0,0
160,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,331023,天台县,台州市,224.7,0.0275,0.009,0.0056,0,0,0,0.0421,0.0002,0,0,0.0002,0,0,0,0,0.0423,0,0.0423,0,0,0,0,0,0,0
