序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,地表水源供水量_蓄 水,引水,提水,跨流域调水_调入量,调出流域,非工程供水,小计,地下水源供水量_潜水,承压水,微咸水,小计,其他水源供水量_污水处理回用,雨  水 利  用,海 水淡 化,小计,总供水量,环境配水量,总计,海水 利用量,环境配水供水量明细表_蓄 水,引水,提水,调水,污水回用,小计
89,东南诸河,钱塘江,富春江坝址以下,萧绍平原,G010230,330602,越城区,绍兴市,493,1.1034,0.5218,0.3753,,,,2.0005,0.0011,0,,0.0011,0.1714,,,0.1714,2.173,2.35,4.523,0,,2.35,,,,2.35
90,东南诸河,浙东诸河,浙东沿海诸河,姚江,G020110,330602,越城区,绍兴市,150,0.0822,0.5372,0.2908,,,,0.9102,0.0001,0,,0.0001,,,,0,0.9103,0,0.9103,0,,,,,,0
91,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330603,柯桥区,绍兴市,19.7,0.0105,0.0021,0.0061,,,,0.0187,0.0005,0,,0.0005,,,,0,0.0192,0,0.0192,0,,,,,,0
92,东南诸河,钱塘江,富春江坝址以下,萧绍平原,G010230,330603,柯桥区,绍兴市,758.3,1.2987,0.8876,1.521,,,,3.7073,0.001,0,,0.001,0.47,,,0.47,4.1783,0,4.1783,0,,,,,,0
93,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330603,柯桥区,绍兴市,288,0.1542,0.1002,0.125,,,,0.3794,0,0,,0,,,,0,0.3794,0,0.3794,0,,,,,,0
94,东南诸河,钱塘江,富春江坝址以下,萧绍平原,G010230,330604,上虞区,绍兴市,135.9,0.1728,0.1601,0.1673,,,,0.5002,0.0004,0,,0.0004,0.0131,,,0.0131,0.5137,0,0.5137,0,,,,,,0
95,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330604,上虞区,绍兴市,533.4,0.2306,0.0313,0.1901,,,,0.452,0.0039,0,,0.0039,0.0387,,,0.0387,0.4946,0,0.4946,0,,,,,,0
96,东南诸河,浙东诸河,浙东沿海诸河,姚江,G020110,330604,上虞区,绍兴市,586.7,0.6538,0.4896,0.2415,,,,1.3849,0.0022,0,,0.0022,0.0776,,,0.0776,1.4647,0,1.4647,0,,,,,,0
97,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330624,新昌县,绍兴市,1207.6,0.7588,0.3296,0.292,,,,1.3804,0.0001,0,,0.0001,0.0487,,,0.0487,1.4292,0,1.4292,0,,,,,,0
98,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330624,新昌县,绍兴市,2,,,,,,,0,0,0,,0,,,,0,0,0,0,0,,,,,,0
99,东南诸河,浙南诸河,瓯江温溪以下,始丰溪,G030220,330624,新昌县,绍兴市,4.4,,,,,,,0,0,0,,0,,,,0,0,0,0,0,,,,,,0
100,东南诸河,钱塘江,富春江坝址以上,金华江上游,G010130,330681,诸暨市,绍兴市,11.5,,,,,,,0,0,0,,0,,,,0,0,0,0,0,,,,,,0
101,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330681,诸暨市,绍兴市,114.4,0.0086,0.0261,0.0064,,,,0.0411,0,0,,0,,,,0,0.0411,0,0.0411,0,,,,,,0
102,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330681,诸暨市,绍兴市,2185.1,1.1942,1.7815,0.5029,,,,3.4786,0.0075,0,,0.0075,0.139,,,0.139,3.6251,0,3.6251,0,,,,,,0
103,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330683,嵊州市,绍兴市,1779.2,0.7036,1.2907,0.1881,,,,2.1824,0.0111,0,,0.0111,0.169,,,0.169,2.3625,0,2.3625,0,,,,,,0
104,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330683,嵊州市,绍兴市,9.8,,,,,,,0,,0,,0,,,,0,0,0,0,0,,,,,,0
