序号,所属流域_z,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,人口（万人）_城镇,农村,合计,国内地区生产总值  （亿元）_一产,二产,三产,合计,工业增加值（亿元）_火核电工业,国有及规模以上一般工业,规模以下工业,合计,火(核)电装机(万kW)_直流式,循环式,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）_水田,水浇地,菜田,总计,粮食产量（万吨）,林牧渔面积（万亩）_林地灌溉,园地灌溉,草场灌溉,人工鱼塘,牲畜(万头)_大牲畜,小牲畜,合计
148,东南诸河,浙东诸河,舟山群岛,舟山群岛,G020210,330902,定海区,舟山市,572,39.44,11.46,50.9,16.87,227.82,454.04,698.73,4.5,172.78,,177.28,0,65,11.3,11.3,4.3565,1.9135,0,6.27,1.85,0.01,0.02,0,0.033,0.0374,9.33,9.3674
149,东南诸河,浙东诸河,舟山群岛,舟山群岛,G020210,330903,普陀区,舟山市,462,27.64,10.96,38.6,88.77,93.81,273.93,456.51,11,72.76,,83.76,0,206,5.93,5.93,0.8435,2.6065,0,3.45,0.81,0.02,0.19,0,0,0.0021,2.52,2.5221
150,东南诸河,浙东诸河,舟山群岛,舟山群岛,G020210,330921,岱山县,舟山市,325,15.3,6,21.3,35.8,649.4,119.53,804.73,,644.23,,644.23,,,4.34,4.34,2.1524,1.3776,0,3.53,0.67,0,0.03,0,0.0915,0.0013,1.115,1.1163
151,东南诸河,浙东诸河,舟山群岛,舟山群岛,G020210,330922,嵊泗县,舟山市,97,4.4,2.1,6.5,42.23,33.6,66.19,142.02,,16.73,,16.73,,,0.27,0.27,0.0064,0.0236,0,0.03,0.02,0,0,0,0,0.0006,0.125,0.1256
