序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,农田灌溉用水量_水田,旱地,菜田,小计,其中地下水,林牧渔畜用水量_林地灌溉,园地灌溉,草场灌溉,鱼塘补水,大牲畜用水量,小牲畜用水量,小计,其中地下水,工业用水量_火（核）电_直流式,循环式,国有及规模以上,规模以下,小计,其  中       地下水,城镇公共用水量_建筑业,服务业,小计,其中地下水,居民生活用水量_城镇居民,农村居民,小计,其  中地下水,生态与环境用水量_城镇环境,农村生态,小计,其  中地下水,总用水量_合计,其中地下水,环境配水量,总计,地表水用-供 检查,地下水用-供 检查
78,长江,太湖水系,湖西及湖区,西苕溪及长兴平原,F120110,330502,吴兴区,湖州市,173.2,0.0765,0.0063,0,0.0828,0,0.0036,0,0,0.0489,0,0.0026,0.0551,0,0,0.0205,0.0236,0.0086,0.0527,0,0.0075,0.0408,0.0483,0,0.08,0.023,0.103,0,0.0063,0.0024,0.0087,0,0.3506,0,,0.3506,0,0
79,长江,太湖水系,湖西及湖区,东苕溪,F120120,330502,吴兴区,湖州市,360,0.166,0.0133,0,0.1793,0,0.0017,0,0,0.0978,0,0.0022,0.1017,0,0,0.0034,0.0512,0.0184,0.073,0,0.0149,0.0454,0.0603,0,0.0525,0.0109,0.0634,0,0.0124,0.0044,0.0168,0,0.4945,0,,0.4945,0,0
80,长江,太湖水系,湖西及湖区,太湖区,F120130,330502,吴兴区,湖州市,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
81,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330502,吴兴区,湖州市,327.8,0.4209,0.0568,0,0.4777,0,0.0013,0.0058,0,0.3132,0,0.0027,0.323,0,0,0.0144,0.1883,0.0718,0.2745,0,0.0486,0.1717,0.2203,0,0.265,0.0592,0.3242,0,0.0704,0.0224,0.0928,0,1.7125,0,0.0318,1.7443,0,0
82,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330503,南浔区,湖州市,702,0.8577,0.0396,0,0.8973,0,0.0014,0.0103,0,0.6113,0,0.0264,0.6494,,0,0.0529,0.2101,0.12,0.383,0,0.0279,0.129,0.1569,0,0.1562,0.104,0.2602,0,0.1153,0.02,0.1353,0,2.4821,0,,2.4821,0,0
83,长江,太湖水系,湖西及湖区,东苕溪,F120120,330521,德清县,湖州市,536.5,0.2966,0.0033,0,0.2999,0,0.0015,0.014,0,0.1457,0,0.0023,0.1635,0,0,0.0394,0.0654,0.0293,0.1341,0,0.0071,0.0713,0.0784,0,0.0638,0.0316,0.0954,0,0.019,0.0008,0.0198,0,0.7911,0,,0.7911,0,0
84,长江,太湖水系,杭嘉湖平原,杭嘉湖平原,F120310,330521,德清县,湖州市,401.5,0.7824,0.0148,0,0.7972,0,0.0006,0.0053,0,0.3068,0.0005,0.0058,0.319,0,0,0.041,0.1672,0.0922,0.3004,0,0.0106,0.1062,0.1168,0,0.1222,0.0607,0.1829,0,0.0311,0.0012,0.0323,0,1.7486,0,,1.7486,0,0
85,长江,太湖水系,湖西及湖区,西苕溪及长兴平原,F120110,330522,长兴县,湖州市,1428,1.2422,0.0503,0,1.2925,0,0.0094,0.0515,0,0.3204,0.0002,0.0126,0.3941,0,0,0.417,0.2275,0.1503,0.7948,0.0008,0.019,0.2275,0.2465,0,0.2485,0.1202,0.3687,0,0.038,0.0302,0.0682,0,3.1648,0.0008,,3.1648,0,0
86,长江,太湖水系,湖西及湖区,太湖区,F120130,330522,长兴县,湖州市,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
87,长江,太湖水系,湖西及湖区,西苕溪及长兴平原,F120110,330523,安吉县,湖州市,1815.4,0.8433,0.0464,0,0.8897,,0.0023,0.0079,0,0.1878,0.0001,0.004,0.2021,0,0,0.0085,0.2753,0.0308,0.3146,0,0.0139,0.185,0.1989,0,0.1805,0.1081,0.2886,0,0.0379,0.0136,0.0515,0,1.9454,0,,1.9454,0,0
88,长江,太湖水系,湖西及湖区,东苕溪,F120120,330523,安吉县,湖州市,70.6,0.0343,0.0019,0,0.0362,,0.0001,0.0002,0,0.0411,0,0.0002,0.0416,0,,,0.0005,0.0008,0.0013,0,0.0002,0.0008,0.001,0,0.0047,0.0005,0.0052,0,0.0018,0.0007,0.0025,0,0.0878,0,,0.0878,0,0
