序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,农田灌溉用水量_水田,旱地,菜田,小计,其中地下水,林牧渔畜用水量_林地灌溉,园地灌溉,草场灌溉,鱼塘补水,大牲畜用水量,小牲畜用水量,小计,其中地下水,工业用水量_火（核）电_直流式,循环式,国有及规模以上,规模以下,小计,其  中       地下水,城镇公共用水量_建筑业,服务业,小计,其中地下水,居民生活用水量_城镇居民,农村居民,小计,其  中地下水,生态与环境用水量_城镇环境,农村生态,小计,其  中地下水,总用水量_合计,其中地下水,环境配水量,总计,地表水用-供 检查,地下水用-供 检查
28,东南诸河,浙东诸河,浙东沿海诸河,姚江,G020110,330203,海曙区,宁波市,47,0.0077,0.0002,,0.0079,0,0.0001,0,0,0,0,0,0.0001,0,,,0,0,0,0,0,0,0,0,0,0.0012,0.0012,0,0,0,0,0,0.0092,0,,0.0092,0,0
29,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330203,海曙区,宁波市,547.7,0.5571,0.0165,,0.5736,0,0.0068,0.0046,0,0.0185,0.0002,0.0013,0.0314,0,0,0.0001,0.1979,0.0676,0.2656,0.0048,0.0336,0.229,0.2626,0,0.5052,0.0582,0.5634,0,0.0644,0.0021,0.0665,0,1.7631,0.0048,0.51,2.2731,0,0
30,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330205,江北区,宁波市,207.6,0.1734,0.0011,,0.1745,0,0.0043,0.006,0,0.0023,0.0016,0.0011,0.0153,0,,,0.0917,0.0147,0.1064,0,0.0382,0.1551,0.1933,0,0.243,0.0365,0.2795,0,0.0303,0.017,0.0473,0,0.8163,0,0.34,1.1563,0,0
31,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330206,北仑区,宁波市,399.9,0.1434,0.0117,,0.1551,0,0.0013,0.0034,0,0.0008,0.0001,0.001,0.0066,0,0,0.3837,1.0711,0.0517,1.5065,0,0.0202,0.3072,0.3274,0,0.3544,0.0675,0.4219,0,0.0482,0.0137,0.0619,0,2.4794,0,0.3968,2.8762,0,0
32,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,330206,北仑区,宁波市,199.1,0.0944,0.0082,,0.1026,0,0.0019,0.0051,0,0.0005,0.0001,0.0007,0.0083,0,0,0.0377,0.403,0.0421,0.4828,0,0.0133,0.0878,0.1011,0,0.0967,0.0527,0.1494,0,0.0201,0.0223,0.0424,0,0.8866,0,0.0541,0.9407,0,0
33,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330211,镇海区,宁波市,245.7,0.1134,0.0416,,0.155,0,0.0004,0.0035,0,0.0025,0.0003,0.0016,0.0083,0,0,0.1045,1.4264,0.0884,1.6193,0.0001,0.0212,0.2044,0.2256,0,0.2587,0.0203,0.279,0,0.0355,0.026,0.0615,0,2.3487,0.0001,0.3,2.6487,0,0
34,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330212,鄞州区,宁波市,560.3,0.5613,0.0015,,0.5628,0,0.0036,0.0054,0,0.0145,0.0002,0.0006,0.0243,0,0,0.018,0.2097,0.144,0.3717,0.0002,0.0582,0.4664,0.5246,0.0002,0.7424,0.1036,0.846,0,0.1112,0.0063,0.1175,0,2.4469,0.0004,1.7566,4.2035,0,0
35,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,330212,鄞州区,宁波市,253.7,0.1261,0.0007,,0.1268,0,0.0018,0.0047,0,0.0092,0.0001,0.0004,0.0162,0,,,0.0358,0.0284,0.0642,0,0.005,0.0259,0.0309,0,0.1412,0.0481,0.1893,0,0.0136,0.0021,0.0157,0,0.4431,0,0.0434,0.4865,0,0
36,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330213,奉化区,宁波市,999.6,0.569,0.019,,0.588,0,0.0463,0.0176,0,0.0072,0.0003,0.0056,0.077,0,,,0.1436,0.0871,0.2307,0.0002,0.025,0.1328,0.1578,0,0.2073,0.0973,0.3046,0,0.0095,0.01,0.0195,0,1.3776,0.0002,0.314,1.6916,0,0
37,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,330213,奉化区,宁波市,268.4,0.1416,0.006,,0.1476,0,0.0198,0.0094,0,0,0.0001,0.0038,0.0331,0,,,0.0184,0.0185,0.0369,0.0001,0.006,0.0177,0.0237,0,0.035,0.0332,0.0682,0,0.0042,0.002,0.0062,0,0.3157,0.0001,0.016,0.3317,0,0
38,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,330225,象山县,宁波市,1382,0.592,0.0152,,0.6072,0,0.0097,0.0183,0,0.1427,0.0005,0.0111,0.1823,0,0,0.0475,0.1359,0.0582,0.2416,0,0.0115,0.1869,0.1984,0,0.2245,0.1232,0.3477,0,0.018,0.0019,0.0199,0,1.5971,0,0.1506,1.7477,0,0
39,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330226,宁海县,宁波市,2.8,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
40,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,330226,宁海县,宁波市,1840.2,0.6788,0.0036,,0.6824,0,0.0122,0.0119,0,0.105,0.0014,0.0085,0.139,0,0,0.0759,0.1198,0.0587,0.2544,0.0005,0.016,0.2168,0.2328,0.0005,0.285,0.1412,0.4262,0,0.04,0.0103,0.0503,0,1.7851,0.001,0.2125,1.9976,0,0
41,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330281,余姚市,宁波市,106.7,0.0106,0.0016,,0.0122,0,0.005,0.0024,0,0,0.0005,0.0003,0.0082,0,,,0,0,0,0,0,0,0,0,0,0.0037,0.0037,0,0.0022,0.0012,0.0034,0,0.0275,0,,0.0275,0,0
42,东南诸河,浙东诸河,浙东沿海诸河,姚江,G020110,330281,余姚市,宁波市,1236.7,1.1515,0.1189,,1.2704,0,0.0309,0.0103,0,0.1736,0.0008,0.0101,0.2257,0,0,0.0246,0.4498,0.0935,0.5679,0.0013,0.0275,0.3402,0.3677,0.0001,0.5678,0.1006,0.6684,0,0.0459,0.014,0.0599,0,3.16,0.0014,0.446,3.606,0,0
43,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330281,余姚市,宁波市,157.6,0.0495,0.0157,,0.0652,0,0.002,0.0022,0,0,0.0005,0.0003,0.005,0,,,0,0,0,0,0,0,0,0,0,0.0044,0.0044,0,0.0025,0.0012,0.0037,0,0.0783,0,,0.0783,0,0
44,东南诸河,浙东诸河,浙东沿海诸河,姚江,G020110,330282,慈溪市,宁波市,1361,0.478,0.3139,,0.7919,0,0.0146,0.0485,0,0.1595,0.0005,0.015,0.2381,0,0,0.0752,0.511,0.3274,0.9136,0,0.0587,0.1987,0.2574,0,0.7836,0.1816,0.9652,0,0.0446,0.0174,0.062,0,3.2282,0,2.2439,5.4721,0,0
