序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,地表水源供水量_蓄 水,引水,提水,跨流域调水_调入量,调出流域,非工程供水,小计,地下水源供水量_潜水,承压水,微咸水,小计,其他水源供水量_污水处理回用,雨  水 利  用,海 水淡 化,小计,总供水量,环境配水量,总计,海水 利用量,环境配水供水量明细表_蓄 水,引水,提水,调水,污水回用,小计
28,东南诸河,浙东诸河,浙东沿海诸河,姚江,G020110,330203,海曙区,宁波市,47,0.0013,0.0065,0,0,,0,0.0078,0,0,0,0,0,0,0,0,0.0078,0,0.0078,0,0,0,0,0,0,0
29,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330203,海曙区,宁波市,547.7,1.3482,0.1673,0.3633,-0.1684,,0,1.7104,0.0058,0,0,0.0058,0,0,0,0,1.7162,0.44,2.1562,0,0,0,0.44,0,0,0.44
30,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330205,江北区,宁波市,207.6,0.0924,0.0725,1.8536,-1.2274,,0,0.7911,0,0,0,0,0,0,0,0,0.7911,0.31,1.1011,0,0,0,0.31,0,0,0.31
31,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330206,北仑区,宁波市,399.9,0.2533,0.04,0.5674,1.2922,,0,2.1529,0,0,0,0,0.1928,0,0,0.1928,2.3457,0.29,2.6357,14.8,0,0.2511,0,0,0.0389,0.29
32,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,330206,北仑区,宁波市,199.1,0.0075,0.0018,0.088,0.8084,,0,0.9057,0,0,0,0,0,0,0,0,0.9057,0,0.9057,0,0,0,0,0,0,0
33,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330211,镇海区,宁波市,245.7,0.0911,0,0.4989,1.3828,,0,1.9728,0,0,0,0,0.1213,0,0,0.1213,2.0941,0.25,2.3441,0,0,0,0,0.25,0,0.25
34,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330212,鄞州区,宁波市,560.3,0.6378,0.08,0.3152,1.3332,,0,2.3662,0.0003,0,0,0.0003,0,0.0002,0,0.0002,2.3667,1.4462,3.8129,0,0,0,0,1.3774,0.0688,1.4462
35,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,330212,鄞州区,宁波市,253.7,0.2245,0.0226,0.0921,0,,0,0.3392,0,0,0,0,0,0,0,0,0.3392,0.0438,0.383,0,0,0,0,0,0.0438,0.0438
36,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330213,奉化区,宁波市,999.6,2.2257,0.1871,0.2925,-1.2773,,0,1.428,0.0014,0,0,0.0014,0,0,0,0,1.4294,0.3,1.7294,0,0.23,0.07,0,0,0,0.3
37,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,330213,奉化区,宁波市,268.4,0.2785,0.0162,0.028,0,,0,0.3227,0,0,0,0,0,0,0,0,0.3227,0,0.3227,0,0,0,0,0,0,0
38,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,330225,象山县,宁波市,1382,0.9904,0.1882,0.2021,0.1052,,0,1.4859,0,0,0,0,0.0188,0.0001,0.0043,0.0232,1.5091,0.0515,1.5606,12.9215,0.0455,0,0,0,0.006,0.0515
39,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330226,宁海县,宁波市,2.8,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,330226,宁海县,宁波市,1840.2,3.1474,0.05,0.0757,-1.6392,,0,1.6339,0.002,0,0,0.002,0,0,0,0,1.6359,0.1536,1.7895,14.8203,0.0933,0,0,0,0.0603,0.1536
41,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330281,余姚市,宁波市,106.7,0.0303,0,0.0037,0,,0,0.034,0,0,0,0,0,0,0,0,0.034,0,0.034,0,0,0,0,0,0,0
42,东南诸河,浙东诸河,浙东沿海诸河,姚江,G020110,330281,余姚市,宁波市,1236.7,2.4267,0.15,0.6245,0.0474,,0,3.2486,0.0002,0,0,0.0002,0.0168,0.0019,0,0.0187,3.2675,0.439,3.7065,0,0.079,0,0,0.36,0,0.439
43,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330281,余姚市,宁波市,157.6,0.0876,0,0.003,0,,0,0.0906,0,0,0,0,0,0,0,0,0.0906,0,0.0906,0,0,0,0,0,0,0
44,东南诸河,浙东诸河,浙东沿海诸河,姚江,G020110,330282,慈溪市,宁波市,1361,1.1958,0.1024,0.8121,0.776,,0,2.8863,0.0001,0,0,0.0001,0.0667,0,0,0.0667,2.9531,1.75,4.7031,0,0,0,0,1.75,0,1.75
