序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,人口（万人）_城镇,农村,合计,国内地区生产总值  （亿元）_一产,二产,三产,合计,工业增加值（亿元）_火核电工业,国有及规模以上一般工业,规模以下工业,合计,火(核)电装机(万kW)_直流式,循环式,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）_水田,水浇地,菜田,总计,粮食产量（万吨）,林牧渔面积（万亩）_林地灌溉,园地灌溉,草场灌溉,人工鱼塘,牲畜(万头)_大牲畜,小牲畜,合计
131,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330800,衢州市,衢州市,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330802,柯城区,衢州市,271.1,4.0924,10.2812,14.3736,3.12,73.04,135.97,212.13,0,63.54,0,63.54,0,23,6.874,6.874,5.28,0.53,0,5.81,1.1371,0.6,1.7,0,0.0167,0.0833,2.41,2.4933
133,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330802,柯城区,衢州市,335.9,37.0312,1.7952,38.8264,5.37,167.95,210.09,383.41,0,141.8,0,141.8,34.5,0,7.306,7.306,5.4,0.79,0,6.19,1.4663,0.6,1.8,0,0.0033,0.0291,3.19,3.2191
134,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330803,衢江区,衢州市,135.3,0.31,4.9,5.21,4.5312,13.2592,15.2534,33.0438,0,11.94,0,11.94,0,0,8.71,6.13,4.11,1.19,0.55,5.85,2.329,0.18,0.32,0,0.049,0.1938,5.79,5.9838
135,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330803,衢江区,衢州市,1611.2,17.06,15.23,32.29,16.6385,110.3729,109.6213,236.6327,0,99.25,0,99.25,0,0,36.89,28.01,21.625,3.67,2.35,27.645,10.6019,1.12,2.88,0,0.32,0.2823,42,42.2823
136,东南诸河,钱塘江,富春江坝址以上,新安江,G010150,330803,衢江区,衢州市,1.5,0,0.1,0.1,0.0566,0,0,0.0566,0,0.13,0,0.13,0,0,0,0,0,0,0,0,0.0081,0,0,0,0,0,0,0
137,长江,鄱阳湖水系,信江,信江,F090600,330822,常山县,衢州市,71.3,1.07,1.08,2.15,2.09,3.39,7.76,13.24,0,2.55,0,2.55,0,0,3.72,2.91,2.51,0.05,0.13,2.69,0.92,0,0.51,0,0.06,0.04,1.4,1.44
138,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330822,常山县,衢州市,1025.7,11.85,12.1,23.95,6.21,82.02,86.12,174.35,0,61.81,0,61.81,0,47.3,20.48,16.07,11.97,2.8,0.06,14.83,5.09,0,2.49,0,0.12,0.18,20.65,20.83
139,长江,鄱阳湖水系,饶河,饶河,F090700,330824,开化县,衢州市,272,0.12,1.82,1.94,4.27,1.99,2.43,8.69,0,0.07,0,0.07,0,0,1.22,1.22,1.0311,0,0.1146,1.1457,0.2963,0,0.599,0,0.013,0.026,0.4,0.426
140,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330824,开化县,衢州市,1934.4,13.14,10.82,23.96,9.0485,60.8768,90.54,160.4653,0,38.36,0,38.36,0,0.6,32.53,16.5313,12.9786,0,2.0743,15.0529,5.6667,0,4.9712,0,0.125,0.154,6.4,6.554
141,东南诸河,钱塘江,富春江坝址以上,新安江,G010150,330824,开化县,衢州市,24.6,0,0.1,0.1,0.2715,0.0132,0,0.2847,0,0,0,0,0,0,0.07,0.0387,0.0314,0,0,0.0314,0.0185,0,0.0298,0,0,0,0,0
142,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330825,龙游县,衢州市,1141,18.824,17.376,36.2,13.07,130.41,144.54,288.02,0,107.68,0,107.68,0,45.3,47,36.35,22.4666,4.43,3.41,30.3066,12.2855,0.1,6.3,0,0.853,0.4183,100.27,100.6883
143,东南诸河,钱塘江,富春江坝址以上,新安江,G010150,330825,龙游县,衢州市,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,长江,鄱阳湖水系,信江,信江,F090600,330881,江山市,衢州市,214.2,0.7168,1.0257,1.7425,1.73,2.87,2.4,7,0,0.16,0,0.16,0,0,0.5,0.292,0.2,0.046,0.046,0.292,1.476,0.17,0.12,0,0.23,0.08,10.74,10.82
145,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330881,江山市,衢州市,1756.9,27.4862,17.8213,45.3075,18.6,162.74,171.17,352.51,0,131.16,0,131.16,0,26.1,45.97,32.8459,26.85,3.38,1.92,32.15,13.1666,2.03,2.08,0,1.15,0.53,34.49,35.02
146,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330881,江山市,衢州市,47.9,1.0114,1.5386,2.55,2.12,2.22,1.9,6.24,0,5.42,0,5.42,0,0,5.67,2.5471,0,1.56,0.9871,2.5471,0.8981,0.2,0.2,0,0,0.05,6.97,7.02
