序号,市,县（市、区）,水资源分区,nan,水资源利用分区,面积（km2）,人口（万人）,nan,nan,国内地区生产总值  （亿元）,nan,nan,nan,工业增加值（亿元）,nan,nan,nan,火(核)电装机(万kW),nan,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）,nan,nan,nan,粮食产量（万吨）,林牧渔面积（万亩）,nan,nan,nan,牲畜(万头),nan,nan,地表水源供水量,nan,nan,nan,nan,nan,nan,地下水源供水量,nan,nan,nan,其他水源供水量,nan,nan,nan,总供水量,环境配水量,农田灌溉用水量,nan,nan,nan,nan,林牧渔畜用水量,nan,nan,nan,nan,nan,nan,nan,工业用水量,nan,nan,nan,nan,nan,城镇公共用水量,nan,nan,nan,居民生活用水量,nan,nan,nan,生态与环境用水量,nan,nan,nan,总用水量,nan,环境配水量,总计,总用水量（核算）,总供水量（核算）,总供水-总用水,nan,nan,nan
11,丽水市,,,,,17324.000000000004,139.42999999999998,81.87,221.29999999999998,100.05,572.9,805.2599999999999,1478.21,0.55,433.35999999999996,16.04,449.9499999999999,0,4.5,262.0200000000001,141.625,97.6,18.109999999999996,9.140000000000002,124.84999999999998,36.18999999999999,1,10.690000000000001,0,1.66,2.72,44.53999999999999,47.22,3.8543,1.9722,0.5768,0,0,0,6.403299999999999,0.0016,0,0,0.0016,0,0,0,0,6.4049,0,3.5994999999999995,0.17830000000000001,0.1138,3.8916000000000004,0,0.004,0.0638,0,0.07700000000000001,0.0102,0.0191,0.17410000000000003,0,0,0.0118,0.6439000000000001,0.2078,0.8635,0.0016,0.1374,0.3874000000000001,0.5248000000000002,0,0.5675,0.28159999999999996,0.8491000000000001,0,0.09129999999999999,0.0105,0.10180000000000002,0,6.4049,0.0016,0,6.4049,,,,,,
丽水区,丽水,丽水市区供水区,丽水市区,,,1502,37.32,11.02,48.339999999999996,20.57,123.4,245.66,389.63,0,91.21,0,91.21,0,0,25.080000000000002,17.580000000000002,14.85,1.8800000000000001,0.81,17.540000000000003,3.44,0,4.32,0,0.44,0.12000000000000001,7.4,7.52,0.7881,0.1784,0.30660000000000004,0,0,0,1.2731,0.0014,0,0,0.0014,0,0,0,0,1.2745,0,0.5550999999999999,0.0154,0.008799999999999999,0.5793,0,0,0.027100000000000003,0,0.0202,0.0005,0.0026,0.0504,0,0,0,0.1902,0,0.1902,0.0014,0.0493,0.1476,0.1969,0,0.17729999999999999,0.040799999999999996,0.2181,0,0.0349,0.0047,0.0396,0,1.2745,0.0014,0,1.2745,丽水市区供水区,丽水市区,0,0.0,0.48500000000000004,0.48500000000000004
,丽水,龙泉溪供水区,龙泉市,,,3059.0000000000005,15.309999999999999,8.61,23.919999999999998,15.26,52.05,75.24,142.54999999999998,0.34,37.39,0,37.730000000000004,0,3,38.68000000000001,24.57,18.37,3.4699999999999998,1.53,23.37,6.72,0,0,0,0.24,0.4,7.71,8.110000000000001,0.42160000000000003,0.31829999999999997,0.055499999999999994,0,0,0,0.7953999999999999,0,0,0,0,0,0,0,0,0.7953999999999999,0,0.5131,0.0325,0.017599999999999998,0.5631999999999999,0,0,0,0,0.0091,0.0014,0.0034000000000000002,0.0139,0,0,0.0078,0.0154,0.06540000000000001,0.0886,0,0.0127,0.026799999999999997,0.0395,0,0.0598,0.0295,0.0893,0,0.0009000000000000001,0,0.0009000000000000001,0,0.7953999999999999,0,0,0.7953999999999999,龙泉溪供水区,龙泉市,0,0.0,0.37379999999999997,0.37379999999999997
,丽水,,云和县,,,984,8.21,3.3,11.51,4.8500000000000005,44.65,33.43,82.92999999999999,0,23.96,16.04,40,0,0,13.94,10.424999999999999,8.1,1.03,0.53,9.66,1.75,0,0.3,0,0.05,0.19999999999999998,1.92,2.08,0.3502,0.029,0.0004,0,0,0,0.3796,0,0,0,0,0,0,0,0,0.3796,0,0.252,0.0098,0.0063999999999999994,0.2682,0,0,0.0018000000000000002,0,0.0017,0.0012000000000000001,0.0009,0.005600000000000001,0,0,0,0.019,0.0214,0.0404,0,0.0011,0.0125,0.0136,0,0.0362,0.0101,0.046299999999999994,0,0.005,0.0005,0.0055,0,0.3796,0,0,0.3796,,云和县,0,0.0,0.029400000000000003,0.029400000000000003
,丽水,松阴溪供水区,遂昌县,,,2539,10.35,8.879999999999999,19.229999999999997,11.94,48.489999999999995,64.23,124.66,0,39.57,0,39.57,0,0,28.630000000000003,14.57,11.759999999999998,1.05,0.44,13.25,5.319999999999999,0.15000000000000002,1.26,0,0.38,0.28,3.75,4.029999999999999,0.3446,0.2652,0.0308,0,0,0,0.6406000000000001,0,0,0,0,0,0,0,0,0.6406000000000001,0,0.4143,0.0102,0.0054,0.4299,0,0.0006000000000000001,0.0031000000000000003,0,0.021900000000000003,0.001,0.0018,0.0284,0,0,0,0.06570000000000001,0.013999999999999999,0.07970000000000001,0,0.0018,0.030600000000000002,0.0324,0,0.0383,0.0298,0.06810000000000001,0,0.0015999999999999999,0.0005,0.0021000000000000003,0,0.6406000000000001,0,0,0.6406000000000001,松阴溪供水区,遂昌县,0,0.0,0.296,0.296
,丽水,,松阳县,,,1406,10.08,9.15,19.23,13.16,46.97,55.42,115.55,0.21,38.05,0,38.26,0,1.5,28.3,14.45,7.13,4.06,2.56,13.75,3.5,0,2.72,0,0.2,0.25,4.85,5.1,0.2003,0.2822,0.0303,0,0,0,0.5128,0,0,0,0,0,0,0,0,0.5128,0,0.2363,0.0416,0.0325,0.3104,0,0,0.018,0,0.008,0.0009,0.0022,0.0291,0,0,0.004,0.0465,0.0233,0.0738,0,0.0138,0.0172,0.031,0,0.0368,0.0301,0.0669,0,0.0016,0,0.0016,0,0.5128,0,0,0.5128,,松阳县,0,0.0,0.3125,0.3125
,丽水,好溪供水区,缙云县,,,1494,22.09,15.479999999999999,37.57,11.440000000000001,106.21000000000001,114.38000000000001,232.03,0,84.95,0,84.95,0,0,34.47,15.389999999999999,12.540000000000001,1.8000000000000003,0.77,15.110000000000001,4.29,0.15000000000000002,0.5900000000000001,0,0.32,0.15,6.75,6.9,0.4927,0.3107,0.15320000000000003,0,0,0,0.9566,0,0,0,0,0,0,0,0,0.9566,0,0.5246999999999999,0.018899999999999997,0.0108,0.5544,0,0.0006,0.0039,0,0.0146,0.0005,0.0026000000000000003,0.022199999999999998,0,0,0,0.12160000000000001,0.0257,0.14730000000000001,0,0.0069,0.0529,0.0598,0,0.0827,0.053899999999999997,0.1366,0,0.0319,0.0044,0.0363,0,0.9566,0,0,0.9566,好溪供水区,缙云县,0,0.0,0.4639,0.4639
,丽水,小溪供水区,景宁县,,,1949,6.23,4.98,11.21,6.41,17.04,45.550000000000004,69,0,9.8,0,9.8,0,0,28.09,10.05,6.550000000000001,2.92,0.58,10.049999999999999,3.3699999999999997,0.6,0.14,0,0,0.56,3.7,4.26,0.1431,0.21810000000000002,0,0,0,0,0.3612,0,0,0,0,0,0,0,0,0.3612,0,0.245,0.0298,0.0076,0.2824,0,0.0021999999999999997,0.0009,0,0,0.002,0.002,0.0070999999999999995,0,0,0,0.0034,0.0045000000000000005,0.007899999999999999,0,0.0049,0.0125,0.0174,0,0.0214,0.0156,0.037,0,0.0094,0,0.0094,0,0.3612,0,0,0.3612,小溪供水区,景宁县,0,0.0,0.21810000000000002,0.21810000000000002
,丽水,,青田县,,,2492.9999999999995,21.93,14.44,36.37,9.57,104.53999999999999,129.37,243.48000000000002,0,87.19,0,87.19,0,0,41.010000000000005,13.620000000000001,10.4,1.21,0.39,12.000000000000002,4.65,0,1.26,0,0.03,0.47,5.91,6.38,0.9750000000000001,0,0,0,0,0,0.9750000000000001,0,0,0,0,0,0,0,0,0.9750000000000001,0,0.484,0.0129,0.004999999999999999,0.5019,0,0,0.008,0,0.0015,0.0017,0.0022999999999999995,0.0135,0,0,0,0.16620000000000001,0.0407,0.20690000000000003,0,0.0388,0.0764,0.11520000000000001,0,0.0854,0.0507,0.1361,0,0.001,0.0004,0.0014,0,0.9750000000000001,0,0,0.9750000000000001,,青田县,0,0.0,0,0
,丽水,松源溪供水区,庆元县,,,1898,7.91,6.01,13.92,6.85,29.55,41.980000000000004,78.38,0,21.24,0,21.24,0,0,23.82,20.970000000000002,7.9,0.69,1.53,10.120000000000001,3.15,0.09999999999999999,0.1,0,0,0.29000000000000004,2.55,2.84,0.1387,0.37029999999999996,0,0,0,0,0.5089999999999999,0.0002,0,0,0.0002,0,0,0,0,0.5092,0,0.375,0.0072,0.0197,0.4019,0,0.0006000000000000001,0.001,0,0,0.001,0.0013,0.0039,0,0,0,0.0159,0.012799999999999999,0.0287,0.0002,0.0081,0.0109,0.019000000000000003,0,0.029599999999999998,0.0211,0.0507,0,0.005,0,0.005,0,0.5092,0.0002,0,0.5092,松源溪供水区,庆元县,0,0.0,0.37029999999999996,0.37029999999999996
