序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,农田灌溉用水量_水田,旱地,菜田,小计,其中地下水,林牧渔畜用水量_林地灌溉,园地灌溉,草场灌溉,鱼塘补水,大牲畜用水量,小牲畜用水量,小计,其中地下水,工业用水量_火（核）电_直流式,循环式,国有及规模以上,规模以下,小计,其  中       地下水,城镇公共用水量_建筑业,服务业,小计,其中地下水,居民生活用水量_城镇居民,农村居民,小计,其  中地下水,生态与环境用水量_城镇环境,农村生态,小计,其  中地下水,总用水量_合计,其中地下水,环境配水量,总计,地表水用-供 检查,地下水用-供 检查
105,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330702,婺城区,金华市,332.6,0.3185,0.0051,0,0.3236,0,0.0083,0.0088,0,0.0284,0.001,0.0043,0.0508,0.0011,0,0.0101,0.0214,0.0147,0.0462,0,0.0016,0.0229,0.0245,0.0012,0.0253,0.0234,0.0487,0,0.0311,0,0.0311,0,0.5249,0.0023,,0.5249,0,0
106,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330702,婺城区,金华市,1059.4,0.5976,0.0077,0,0.6053,0,0.0267,0.0282,0,0.0903,0.0033,0.0134,0.1619,0.0032,0,0.0203,0.1794,0.0451,0.2448,0.0001,0.0145,0.2125,0.227,0,0.4072,0.0726,0.4798,0,0.0992,0,0.0992,0,1.818,0.0033,,1.818,0,0
107,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330703,金东区,金华市,658,0.2851,0.0073,,0.2924,,0.0012,0.0167,0,0.0608,0.0019,0.0138,0.0944,0.0049,0,0.0034,0.0899,0.0252,0.1185,,0.0044,0.118,0.1224,,0.1585,0.0849,0.2434,,0.0893,,0.0893,,0.9604,0.0049,,0.9604,0,0
108,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330723,武义县,金华市,929.4,0.5342,0.0182,0,0.5524,0,0.004,0.0183,0,0.0285,0.0004,0.0069,0.0581,0,0,0.0059,0.1718,0.0017,0.1794,0.0001,0.0035,0.0576,0.0611,0.0012,0.144,0.0583,0.2023,0,0.0225,0.0086,0.0311,0,1.0844,0.0013,,1.0844,0,0
109,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,330723,武义县,金华市,638.6,0.2206,0.009,0,0.2296,0,0.0031,0.0106,0,0.0039,0.0003,0.0042,0.0221,0,,,0.0015,0.0001,0.0016,0,0.0004,0.0102,0.0106,0,0.0112,0.0165,0.0277,0,0.0037,0.0053,0.009,0,0.3006,0,,0.3006,0,0
110,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330726,浦江县,金华市,400.6,0.0253,0.0031,0,0.0284,0,0.0006,0.0194,0,0.0064,0.0002,0.0012,0.0278,0,,,0.0135,0.0054,0.0189,0,0.0005,0.0038,0.0043,,0.0136,0.0069,0.0205,,0.0042,0.0056,0.0098,0,0.1097,0,,0.1097,0,0
111,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330726,浦江县,金华市,517.4,0.2675,0.0201,0,0.2876,0,0.0018,0.0164,0,0.0098,0,0.003,0.031,0,0,0.0281,0.1548,0.0745,0.2574,0,0.0047,0.0421,0.0468,0,0.1494,0.0757,0.2251,,0.0225,0.0064,0.0289,0,0.8768,0,,0.8768,0,0
112,东南诸河,钱塘江,富春江坝址以上,金华江上游,G010130,330727,磐安县,金华市,418.5,0.0891,0.0343,0,0.1234,0,0.0002,0.0029,0,0.0022,0,0.0007,0.006,0,0,0.0015,0.0051,0.0067,0.0133,0,0.0019,0.0323,0.0342,0,0.0376,0.0092,0.0468,0,0.0028,0,0.0028,0,0.2265,0,,0.2265,0,0
113,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330727,磐安县,金华市,207.4,0.0234,0.0087,0,0.0321,0,0.0001,0.0017,0,0.0013,0,0.0004,0.0035,0,,,0.0054,0.0081,0.0135,0,0.0006,0.0128,0.0134,0,0.0111,0.0122,0.0233,0,0.0016,0,0.0016,0,0.0874,0,,0.0874,0,0
114,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,330727,磐安县,金华市,224,0.0142,0.0053,0,0.0195,0,0.0001,0.0013,0,0.0011,0,0.0003,0.0028,0,,,0.0011,0.0015,0.0026,0,0.0003,0.0049,0.0052,0,0.0061,0.0106,0.0167,0,0.0013,0,0.0013,0,0.0481,0,,0.0481,0,0
