序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,农田灌溉用水量_水田,旱地,菜田,小计,其中地下水,林牧渔畜用水量_林地灌溉,园地灌溉,草场灌溉,鱼塘补水,大牲畜用水量,小牲畜用水量,小计,其中地下水,工业用水量_火（核）电_直流式,循环式,国有及规模以上,规模以下,小计,其  中       地下水,城镇公共用水量_建筑业,服务业,小计,其中地下水,居民生活用水量_城镇居民,农村居民,小计,其  中地下水,生态与环境用水量_城镇环境,农村生态,小计,其  中地下水,总用水量_合计,其中地下水,环境配水量,总计,地表水用-供 检查,地下水用-供 检查
28,东南诸河,浙东诸河,浙东沿海诸河,姚江,G020110,330203,海曙区,宁波市,47,0.0062,0.0003,0,0.0065,0,0.0001,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.0012,0,0,0,0,0,0.0078,0,0,0.0078,0,0
29,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330203,海曙区,宁波市,547.7,0.4464,0.0284,0,0.4748,0,0.0065,0,0,0.0153,0.0002,0.0009,0.0229,0,0,0.0001,0.2339,0.0701,0.3041,0.0058,0.0283,0.2293,0.2576,0,0.5277,0.067,0.5947,0,0.0601,0.002,0.0621,0,1.7162,0.0058,0.44,2.1562,0,0
30,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330205,江北区,宁波市,207.6,0.2031,0.008,0,0.2111,0,0,0.0091,0,0.005,0.0017,0.0007,0.0165,0,0,0,0.1034,0.0198,0.1232,0,0.0259,0.1169,0.1428,0,0.226,0.0431,0.2691,0,0.0176,0.0108,0.0284,0,0.7911,0,0.31,1.1011,0,0
31,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330206,北仑区,宁波市,399.9,0.1179,0.0185,0,0.1364,0,0.0016,0.0043,0,0.0013,0.0001,0.0006,0.0079,0,0.1136,0.2304,0.9945,0.0751,1.4136,0,0.0311,0.2755,0.3066,0,0.3283,0.0676,0.3959,0,0.0586,0.0267,0.0853,0,2.3457,0,0.29,2.6357,0,0
32,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,330206,北仑区,宁波市,199.1,0.0754,0.0154,0,0.0908,0,0.001,0.0027,0,0.0007,0.0001,0.0001,0.0046,0,0,0.058,0.4438,0.0232,0.525,0,0.0133,0.0887,0.102,0,0.0891,0.0551,0.1442,0,0.023,0.0161,0.0391,0,0.9057,0,0,0.9057,0,0
33,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330211,镇海区,宁波市,245.7,0.1207,0.0241,0,0.1448,0,0.0008,0.0056,0,0.0035,0.0003,0.0003,0.0105,0,0,0.1428,1.0261,0.1818,1.3507,0,0.0133,0.191,0.2043,0,0.2869,0.0249,0.3118,0,0.045,0.027,0.072,0,2.0941,0,0.25,2.3441,0,0
34,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330212,鄞州区,宁波市,560.3,0.434,0.0101,0,0.4441,0,0.0033,0.0064,0,0.0131,0.0002,0.0007,0.0237,0,0,0.0134,0.2792,0.1464,0.439,0.0003,0.0446,0.4509,0.4955,0,0.7562,0.1196,0.8758,0,0.0838,0.0048,0.0886,0,2.3667,0.0003,1.4462,3.8129,0,0
35,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,330212,鄞州区,宁波市,253.7,0.1035,0.0065,0,0.11,0,0.0007,0.0002,0,0.0082,0.0001,0.0006,0.0098,0,0,0,0.0453,0.0343,0.0796,0,0.0034,0.0177,0.0211,0,0.0854,0.0214,0.1068,0,0.0103,0.0016,0.0119,0,0.3392,0,0.0438,0.383,0,0
36,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330213,奉化区,宁波市,999.6,0.6682,0.0486,0,0.7168,0,0.0267,0.0034,0,0.0065,0.0003,0.0058,0.0427,0,0,0,0.1434,0.0761,0.2195,0.001,0.0267,0.1338,0.1605,0.0004,0.1839,0.0885,0.2724,0,0.009,0.0085,0.0175,0,1.4294,0.0014,0.3,1.7294,0,0
37,东南诸河,浙东诸河,浙东沿海诸河,象山港及三门湾,G020130,330213,奉化区,宁波市,268.4,0.1773,0.0082,0,0.1855,0,0.012,0.002,0,0,0.0001,0.0039,0.018,0,0,0,0.0297,0.0071,0.0368,0,0.002,0.0178,0.0198,0,0.0292,0.0278,0.057,0,0.0036,0.002,0.0056,0,0.3227,0,0,0.3227,0,0
