序号,市,县（市、区）,水资源分区,nan,水资源利用分区,面积（km2）,人口（万人）,nan,nan,国内地区生产总值  （亿元）,nan,nan,nan,工业增加值（亿元）,nan,nan,nan,火(核)电装机(万kW),nan,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）,nan,nan,nan,粮食产量（万吨）,林牧渔面积（万亩）,nan,nan,nan,牲畜(万头),nan,nan,地表水源供水量,nan,nan,nan,nan,nan,nan,地下水源供水量,nan,nan,nan,其他水源供水量,nan,nan,nan,总供水量,环境配水量,农田灌溉用水量,nan,nan,nan,nan,林牧渔畜用水量,nan,nan,nan,nan,nan,nan,nan,工业用水量,nan,nan,nan,nan,nan,城镇公共用水量,nan,nan,nan,居民生活用水量,nan,nan,nan,生态与环境用水量,nan,nan,nan,总用水量,nan,环境配水量,总计
,其中杭州市,,,,,4956,669.2,76.4,745.6,111.08,2708.33,9625.279999999999,12444.69,11.079999999999998,2034.3900000000003,292.05999999999995,2337.5299999999997,0,342.09999999999997,48.76,48.440000000000005,48.440000000000005,0,0,48.440000000000005,17.29,9.36,14.89,0,3.52,0.31999999999999995,66.53999999999999,66.86,1.0169000000000001,1.6217000000000001,2.3462,7.9829,,0,12.9677,0,0.0001,0,0.0007,0.1056,0.0133,0,0.1222,13.0906,15.9321,2.4234999999999998,0,0,2.4234999999999998,0,0.08020000000000001,0.0461,0,0.4376,0.0008,0.0245,0.5892,0,0,0.0942,0.7352,0.3643,1.1947,0.0007,0.543,3.2801,3.8231000000000006,0,3.922399999999999,0.4277,4.3501,0,0.5860000000000001,0.124,0.7100000000000002,0,13.0906,0.0007,15.9321,29.022699999999993
,其中杭州市,,,,,1236,249.49999999999997,49.1,298.59999999999997,70.06,2048.27,2991.4500000000003,5109.780000000001,34.84,1636.8,232.89000000000001,1904.5300000000002,0,284.2446,47.04,47.04,42.989999999999995,0,0,42.989999999999995,11,1.84,7.91,0,5.470000000000001,0.5900000000000001,112.05000000000001,112.64,0,2.3781,5.3332,0,,0,7.7113,0,0,0,0,0.1473,0.0128,0,0.16,7.8713,10.920200000000001,2.1466000000000003,0,0,2.1466000000000003,0,0.0079,0.0466,0,0.5469,0.0017000000000000001,0.031400000000000004,0.6345,0,0,0.2197,1.5426,0.31779999999999997,2.0801,0,0.3403,0.7871,1.1274,0,1.387,0.2688,1.6558,0,0.1865,0.0404,0.2269,0,7.8713,0,10.920200000000001,18.791499999999996
,其中杭州市,,,,,10404.000000000002,135.35000000000002,72.64999999999999,208,165.97,909.68,1085.0600000000002,2160.71,7.86,593.0900000000001,141.48999999999998,742.4399999999999,0,4.65,94.53,87.05,73.36,0,0,73.36,26.919999999999995,3.6799999999999997,30.570000000000004,0,4.31,1.2400000000000002,99.95000000000002,101.19,2.3232000000000004,2.1335999999999995,3.4667999999999997,0,,0,7.9236,0.0229,0,0,0.0232,0.1958,0,0,0.19590000000000002,8.1427,1.1024,3.385899999999999,0,0,3.385899999999999,0,0.019,0.10920000000000002,0,0.5711999999999999,0.0035,0.05210000000000001,0.7550000000000001,0,0,0.0156,0.8588000000000001,0.2279,1.1059,0.0181,0.17729999999999999,1.3411000000000002,1.5183999999999997,0.0015,0.7673,0.39260000000000006,1.1599,0.0036,0.1722,0.0454,0.2176,0,8.1427,0.0232,1.1024,9.2451
