序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,地表水源供水量_蓄 水,引水,提水,跨流域调水_调入量,调出流域,非工程供水,小计,地下水源供水量_潜水,承压水,微咸水,小计,其他水源供水量_污水处理回用,雨  水 利  用,海 水淡 化,小计,总供水量,环境配水量,总计,海水 利用量,环境配水供水量明细表_蓄 水,引水,提水,调水,污水回用,小计
132,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330800,衢州市,衢州市,0,,,,,,,0,,0,,0,,,,0,0,0,0,0,,,,,,0
133,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330802,柯城区,衢州市,271.1,0.7815,0.1897,0.0354,,,,1.0066,,0,,0,0,0,0,0,1.0066,0,1.0066,0,,,,,,0
134,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330802,柯城区,衢州市,335.9,1.1107,0.2696,0.0504,,,,1.4307,,0,,0,0.1104,0,0,0.1104,1.5411,0,1.5411,0,,,,,,0
135,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330803,衢江区,衢州市,135.3,0.163,0.09,0.0187,,,,0.2717,0.0001,0,,0.0001,0,0,0,0,0.2718,0,0.2718,0,,,,,,0
136,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330803,衢江区,衢州市,1611.2,1.0047,0.5652,0.0913,,,,1.6612,0.0002,0,,0.0002,0.0386,0,0,0.0386,1.7,0,1.7,0,,,,,,0
137,东南诸河,钱塘江,富春江坝址以上,新安江,G010150,330803,衢江区,衢州市,1.5,0,0.0007,0.0002,,,,0.0009,,0,,0,0,0,0,0,0.0009,0,0.0009,0,,,,,,0
138,长江,鄱阳湖水系,信江,信江,F090600,330822,常山县,衢州市,71.3,0.1449,0.0209,0.0248,,,,0.1906,0,0,0,0,0,0,0,0,0.1906,0,0.1906,0,0,0,0,0,0,0
139,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330822,常山县,衢州市,1025.7,0.5235,0.2351,0.0502,,,,0.8088,0,0,0,0,0.0379,0,0,0.0379,0.8467,0,0.8467,0,0,0,0,0,0,0
140,长江,鄱阳湖水系,饶河,饶河,F090700,330824,开化县,衢州市,272,0.0447,0,0,,,,0.0447,,0,,0,0,0,0,0,0.0447,0,0.0447,0,,,,,,0
141,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330824,开化县,衢州市,1934.4,0.6738,0.2841,0.1815,,,,1.1394,0.0032,0,,0.0032,0.0123,0,0,0.0123,1.1549,0,1.1549,0,,,,,,0
142,东南诸河,钱塘江,富春江坝址以上,新安江,G010150,330824,开化县,衢州市,24.6,0.0016,0,0,,,,0.0016,,0,,0,0,0,0,0,0.0016,0,0.0016,0,,,,,,0
143,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330825,龙游县,衢州市,1141,1.2072,0.7024,0.1058,,,,2.0154,0,0,0,0,0.0276,0,0,0.0276,2.043,0,2.043,0,0,0,0,0,0,0
144,东南诸河,钱塘江,富春江坝址以上,新安江,G010150,330825,龙游县,衢州市,2,0,0,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,,,,,,0
145,长江,鄱阳湖水系,信江,信江,F090600,330881,江山市,衢州市,214.2,0.1049,0.0047,0.0039,,,,0.1135,0,0,0,0,0,0,0,0,0.1135,0,0.1135,0,,,,,,0
146,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330881,江山市,衢州市,1756.9,1.146,0.6172,0.3528,,,,2.116,0.0006,0,0,0.0006,0.0079,0,0,0.0079,2.1245,0.0384,2.1629,0,,0.0384,,,,0.0384
147,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330881,江山市,衢州市,47.9,0.026,0.0128,0.0011,,,,0.0399,0,0,,0,0,0,0,0,0.0399,0,0.0399,0,,,,,,0
