序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,农田灌溉用水量_水田,旱地,菜田,小计,其中地下水,林牧渔畜用水量_林地灌溉,园地灌溉,草场灌溉,鱼塘补水,大牲畜用水量,小牲畜用水量,小计,其中地下水,工业用水量_火（核）电_直流式,循环式,国有及规模以上,规模以下,小计,其  中       地下水,城镇公共用水量_建筑业,服务业,小计,其中地下水,居民生活用水量_城镇居民,农村居民,小计,其  中地下水,生态与环境用水量_城镇环境,农村生态,小计,其  中地下水,总用水量_合计,其中地下水,环境配水量,总计,地表水用-供 检查,地下水用-供 检查
132,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330800,衢州市,衢州市,0,,,,0,,,,,,,,0,,,,,,0,,,,0,,,,0,,,,0,,0,0,,0,0,0
133,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330802,柯城区,衢州市,271.1,0.2024,0.0063,0,0.2087,0,0.0025,0.01,0,0.3725,0.0002,0.0009,0.3861,0,0,0.0015,0.2391,0,0.2406,0,0.0021,0.0208,0.0229,0,0.0156,0.0349,0.0505,0,0.0231,0,0.0231,0,0.9319,0,,0.9319,0,0
134,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330802,柯城区,衢州市,335.9,0.207,0.0069,0,0.2139,0,0.0025,0.0105,0,0.0004,0.0001,0.0013,0.0148,0,0.3624,0,0.4407,0,0.8031,0,0.0187,0.1884,0.2071,0,0.1537,0.0061,0.1598,0,0.0559,0,0.0559,0,1.4546,0,,1.4546,0,0
135,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330803,衢江区,衢州市,135.3,0.1888,0.0019,0,0.1907,0,0.0005,0.0139,0,0.0053,0.0006,0.0008,0.0211,0,,,0.0341,0,0.0341,0.0001,0.0005,0.0005,0.001,0,0.0013,0.0152,0.0165,0,0.0026,0.0004,0.003,0,0.2664,0.0001,,0.2664,0,0
136,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330803,衢江区,衢州市,1611.2,0.9039,0.0239,0,0.9278,0,0.003,0.0148,0,0.0319,0.0007,0.0095,0.0599,0,,,0.3901,0,0.3901,0.0001,0.0064,0.13,0.1364,0,0.0718,0.0462,0.118,0,0.0315,0.0046,0.0361,0,1.6683,0.0001,,1.6683,0,0
137,东南诸河,钱塘江,富春江坝址以上,新安江,G010150,330803,衢江区,衢州市,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0004,0,0.0004,0,0,0.0002,0.0002,0,0,0.0003,0.0003,0,0,0,0,0,0.0009,0,,0.0009,0,0
138,长江,鄱阳湖水系,信江,信江,F090600,330822,常山县,衢州市,71.3,0.1948,0.0023,0,0.1971,0,0,0.0033,0,0.0025,0,0.0004,0.0062,0,,,0.0149,0,0.0149,0,0,0.0086,0.0086,0,0.0055,0.0043,0.0098,0,0.0011,0.0001,0.0012,0,0.2378,0,,0.2378,0,0
139,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330822,常山县,衢州市,1025.7,0.384,0.0214,0,0.4054,0,0,0.0246,0,0.0137,0.0007,0.0056,0.0446,0,0,0.0505,0.1126,0,0.1631,0,0.0096,0.0346,0.0442,0,0.0686,0.0474,0.116,0,0.0159,0.0009,0.0168,0,0.7901,0,,0.7901,0,0
140,长江,鄱阳湖水系,饶河,饶河,F090700,330824,开化县,衢州市,272,0.0462,0.005,0,0.0512,0,0,0.0005,0,0.0013,0,0.0002,0.002,0,,,0.0005,0,0.0005,0,0,0.0003,0.0003,0,0.0004,0.0056,0.006,0,0.0011,0,0.0011,0,0.0611,0,,0.0611,0,0
141,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330824,开化县,衢州市,1934.4,0.7919,0.0279,0,0.8198,0,0,0.0044,0,0.0126,0.0002,0.0034,0.0206,0,0,0.0009,0.0521,0,0.053,0.0024,0.0088,0.0844,0.0932,0.0001,0.0746,0.0398,0.1144,0,0.0168,0.001,0.0178,0,1.1188,0.0025,,1.1188,0,0
142,东南诸河,钱塘江,富春江坝址以上,新安江,G010150,330824,开化县,衢州市,24.6,0.0009,0.0003,0,0.0012,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0.0015,0,,0.0015,0,0
143,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330825,龙游县,衢州市,1141,1.2031,0.0177,0,1.2208,0,0.0003,0.0196,0,0.077,0.0013,0.0368,0.135,0,0,0.0345,0.3278,0,0.3623,0,0.0186,0.1017,0.1203,0,0.0919,0.063,0.1549,0,0.0261,0.001,0.0271,0,2.0204,0,,2.0204,0,0
144,东南诸河,钱塘江,富春江坝址以上,新安江,G010150,330825,龙游县,衢州市,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
145,长江,鄱阳湖水系,信江,信江,F090600,330881,江山市,衢州市,214.2,0.0294,0.0013,0,0.0307,0,0.0012,0.002,0,0.0062,0,0.002,0.0114,0,,,0.0001,0,0.0001,0,0.0046,0.0003,0.0049,0,0.0027,0.0032,0.0059,0,0.0035,0.0005,0.004,0,0.057,0,,0.057,0,0
146,东南诸河,钱塘江,富春江坝址以上,衢江上游,G010110,330881,江山市,衢州市,1756.9,1.5079,0.0272,0,1.5351,0,0.0054,0.0135,0,0.0807,0.0006,0.0251,0.1253,0,0,0.0062,0.1672,0,0.1734,0.0006,0.0278,0.0388,0.0666,0,0.1498,0.0637,0.2135,0,0.0329,0.0027,0.0356,0,2.1495,0.0006,0.0384,2.1879,0,0
147,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330881,江山市,衢州市,47.9,0.0157,0.0007,0,0.0164,0,0.0006,0.002,0,0,0.0002,0.0045,0.0073,0,,,0.0076,0,0.0076,0,0.0007,0,0.0007,0,0.0043,0.0049,0.0092,0,0.0002,0,0.0002,0,0.0414,0,,0.0414,0,0
