序号,市,县（市、区）,水资源分区,nan,水资源利用分区,面积（km2）,人口（万人）,nan,nan,国内地区生产总值  （亿元）,nan,nan,nan,工业增加值（亿元）,nan,nan,nan,火(核)电装机(万kW),nan,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）,nan,nan,nan,粮食产量（万吨）,林牧渔面积（万亩）,nan,nan,nan,牲畜(万头),nan,nan,地表水源供水量,nan,nan,nan,nan,nan,nan,地下水源供水量,nan,nan,nan,其他水源供水量,nan,nan,nan,总供水量,环境配水量,农田灌溉用水量,nan,nan,nan,nan,林牧渔畜用水量,nan,nan,nan,nan,nan,nan,nan,工业用水量,nan,nan,nan,nan,nan,城镇公共用水量,nan,nan,nan,居民生活用水量,nan,nan,nan,生态与环境用水量,nan,nan,nan,总用水量,nan,环境配水量,总计,总用水量（核算）,总供水量（核算）,总供水-总用水,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
,其中宁波市,,,,,9816,733.5600000000001,206.87000000000003,940.43,338.04709999999994,5693.571800000001,6353.2119,12384.830800000002,100.002,4067.3975,877.3365,5044.736000000001,1192,549.9100000000001,327.14000000000004,263.2848,160.9373,86.7242,0,247.66150000000002,67.4377,17.2,12.363000000000001,0,9.6339,1.5142000000000002,104.7556,106.2698,13.2744,0.9231,5.5339,0.8508,,0,20.5822,0.011600000000000001,0,0,0.011600000000000001,0.40750000000000003,0.0021,0.002,0.4116,21.0054,5.212,5.386699999999999,0.7114,0,6.0981,0,0.10930000000000001,0.0819,0,0.4843,0.0053,0.04990000000000001,0.7307,0,0.1913,0.5436000000000001,3.9716999999999993,1.3134,6.019999999999999,0.009599999999999997,0.27270000000000005,2.2350000000000003,2.5077,0.002,4.0112,1.0551,5.066300000000001,0,0.43939999999999996,0.14320000000000002,0.5826000000000001,0,21.0054,0.011600000000000001,5.212,26.217399999999998,,,,,,,,,,,,,,,,,,,,,,,,,,
