序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,地表水源供水量_蓄 水,引水,提水,跨流域调水_调入量,调出流域,非工程供水,小计,地下水源供水量_潜水,承压水,微咸水,小计,其他水源供水量_污水处理回用,雨  水 利  用,海 水淡 化,小计,总供水量,环境配水量,总计,海水 利用量,环境配水供水量明细表_蓄 水,引水,提水,调水,污水回用,小计
89,东南诸河,钱塘江,富春江坝址以下,萧绍平原,G010230,330602,越城区,绍兴市,493,1.3502,0.9693,0.8125,0,,0,3.132,0.0038,0,0,0.0038,0.0615,0,0,0.0615,3.1973,1.698,4.8953,0,0,1.698,0,0,0,1.698
90,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330603,柯桥区,绍兴市,19.7,0.0138,0.0028,0.0068,0,,0,0.0234,0.0003,0,0,0.0003,0,0,0,0,0.0237,0,0.0237,0,0,0,0,0,0,0
91,东南诸河,钱塘江,富春江坝址以下,萧绍平原,G010230,330603,柯桥区,绍兴市,758.3,1.2136,0.9919,1.6692,0,,0,3.8747,0.001,0,0,0.001,0.0988,0,0,0.0988,3.9745,0,3.9745,0,0,0,0,0,0,0
92,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330603,柯桥区,绍兴市,288,0.1428,0.0579,0.0856,0,,0,0.2863,0.008,0,0,0.008,0.04,0,0,0.04,0.3343,0,0.3343,0,0,0,0,0,0,0
93,东南诸河,钱塘江,富春江坝址以下,萧绍平原,G010230,330604,上虞区,绍兴市,135.9,0.1509,0.1807,0.1875,0,,0,0.5191,0.0004,0,0,0.0004,0.0099,0,0,0.0099,0.5294,0,0.5294,0,0,0,0,0,0,0
94,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330604,上虞区,绍兴市,533.4,0.2068,0.0379,0.2253,0.0395,,0,0.5095,0.0037,0,0,0.0037,0.0256,0,0,0.0256,0.5388,0,0.5388,0,0,0,0,0,0,0
95,东南诸河,浙东诸河,浙东沿海诸河,姚江,G020110,330604,上虞区,绍兴市,736.7,0.6815,0.4406,0.0678,0,,0,1.1899,0.002,0,0,0.002,0.0502,0,0,0.0502,1.2421,0,1.2421,0,0,0,0,0,0,0
96,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330624,新昌县,绍兴市,1207.6,0.714,0.3419,0.2954,0,,0,1.3513,0.0052,0,0,0.0052,0.0445,0,0,0.0445,1.401,0,1.401,0,0,0,0,0,0,0
97,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330624,新昌县,绍兴市,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,东南诸河,浙南诸河,瓯江温溪以下,始丰溪,G030220,330624,新昌县,绍兴市,4.4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,东南诸河,钱塘江,富春江坝址以上,金华江上游,G010130,330681,诸暨市,绍兴市,11.5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330681,诸暨市,绍兴市,114.4,0.0143,0.0366,0.0041,0,,0,0.055,0,0,0,0,0,0,0,0,0.055,0,0.055,0,0,0,0,0,0,0
101,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330681,诸暨市,绍兴市,2185.1,1.1295,1.9753,0.4837,0,,0,3.5885,0.0077,0,0,0.0077,0.1058,0,0,0.1058,3.702,0,3.702,0,0,0,0,0,0,0
102,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330683,嵊州市,绍兴市,1779.2,0.9213,1.3016,0.1578,0,,0,2.3807,0.0377,0,0,0.0377,0.0678,0,0,0.0678,2.4862,0,2.4862,0,0,0,0,0,0,0
103,东南诸河,浙东诸河,浙东沿海诸河,奉化江及甬江干流,G020120,330683,嵊州市,绍兴市,9.8,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
