序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,农田灌溉用水量_水田,旱地,菜田,小计,其中地下水,林牧渔畜用水量_林地灌溉,园地灌溉,草场灌溉,鱼塘补水,大牲畜用水量,小牲畜用水量,小计,其中地下水,工业用水量_火（核）电_直流式,循环式,国有及规模以上,规模以下,小计,其  中       地下水,城镇公共用水量_建筑业,服务业,小计,其中地下水,居民生活用水量_城镇居民,农村居民,小计,其  中地下水,生态与环境用水量_城镇环境,农村生态,小计,其  中地下水,总用水量_合计,其中地下水,环境配水量,总计,地表水用-供 检查,地下水用-供 检查
173,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,331102,莲都区,丽水市,1374.8,0.5846,0.0275,0,0.6121,0,0,0.0221,0,0.0176,0.0005,0.0174,0.0576,0,0,0.007,0.1947,0,0.2017,0.0002,0.063,0.23,0.293,0,0.2821,0.0716,0.3537,0,0.0457,0.014,0.0597,0,1.5778,0.0002,,1.5778,0,0
174,东南诸河,浙南诸河,瓯江温溪以上,小溪及瓯江青田段,G030120,331102,莲都区,丽水市,127.2,0.0301,0.0012,0,0.0313,0,0,0.0008,0,0.0009,0.0001,0.0006,0.0024,0,0,0.0251,0.0031,0,0.0282,0,0,0,0,0,0.0001,0.0044,0.0045,0,0,0.0012,0.0012,0,0.0676,0,,0.0676,0,0
175,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,331121,青田县,丽水市,1138.1,0.216,0.0253,,0.2413,0,0,0.0029,0,0.0005,0.0006,0.0052,0.0092,0,0,0.0023,0.0667,0,0.069,0,0.0057,0.0221,0.0278,0,0.0264,0.0384,0.0648,0,0,0,0,0,0.4121,0,,0.4121,0,0
176,东南诸河,浙南诸河,瓯江温溪以上,小溪及瓯江青田段,G030120,331121,青田县,丽水市,1314.6,0.2547,0.0249,,0.2796,0,0,0.0024,0,0.001,0.0005,0.0042,0.0081,0,,,0.0685,0,0.0685,0,0.0088,0.0512,0.06,0,0.0574,0.0369,0.0943,0,0.0125,0,0.0125,0,0.523,0,,0.523,0,0
177,东南诸河,浙南诸河,瓯江温溪以下,楠溪江,G030260,331121,青田县,丽水市,9.1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
178,东南诸河,浙南诸河,瓯江温溪以下,瓯江下游干流,G030270,331121,青田县,丽水市,22.6,0.025,0.0024,,0.0274,0,0,0.0015,0,0,0.0001,0.0002,0.0018,0,,,0.0359,0,0.0359,0,0.0038,0.0232,0.027,0,0.0265,0,0.0265,0,0,0,0,0,0.1186,0,,0.1186,0,0
179,东南诸河,浙南诸河,瓯江温溪以下,飞云江,G030280,331121,青田县,丽水市,8.6,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
180,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,331122,缙云县,丽水市,298.7,0.1528,0.016,0,0.1688,0,0.0003,0.0017,0,0.0051,0.0001,0.0023,0.0095,0,,,0.0369,0,0.0369,0,0.0022,0.0195,0.0217,0,0.0397,0.0211,0.0608,0,0.0063,0.0006,0.0069,0,0.3046,0,,0.3046,0,0
181,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,331122,缙云县,丽水市,981.9,0.3628,0.0375,0,0.4003,0,0.0003,0.0017,0,0.009,0.0001,0.003,0.0141,0,0,0.0022,0.073,0,0.0752,0,0.0043,0.0229,0.0272,0,0.0769,0.0296,0.1065,0,0.0093,0.0009,0.0102,0,0.6335,0,,0.6335,0,0
182,东南诸河,浙南诸河,瓯江温溪以下,永安溪,G030210,331122,缙云县,丽水市,130.9,0.0448,0,0,0.0448,0,0,0,0,0,0.0001,0.0013,0.0014,0,,,0.0013,0,0.0013,0,0,0,0,0,0,0.011,0.011,0,0,0.001,0.001,0,0.0595,0,,0.0595,0,0
183,东南诸河,浙南诸河,瓯江温溪以下,楠溪江,G030260,331122,缙云县,丽水市,82.5,0.0147,0,0,0.0147,0,0,0,0,0,0,0.0003,0.0003,0,,,0.0001,0,0.0001,0,0,0,0,0,0,0.0031,0.0031,0,0,0.0009,0.0009,0,0.0191,0,,0.0191,0,0
184,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,331123,遂昌县,丽水市,1822,0.319,0.0036,0,0.3226,,0.0001,0.0007,0,0.0093,0.0006,0.0009,0.0116,,,,0.0055,0.0096,0.0151,,0.0022,0.0101,0.0123,0,0.0074,0.0168,0.0242,,0.0033,0.0034,0.0067,,0.3925,0,,0.3925,0,0
185,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,331123,遂昌县,丽水市,27.5,0.0006,0.0001,0,0.0007,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0.0001,0.0001,,0,0,0,,0.0008,0,,0.0008,0,0
186,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,331123,遂昌县,丽水市,689.5,0.1377,0.0002,0,0.1379,,0.0003,0.0013,0,0.0102,0.0002,0.0006,0.0126,,,,0.0822,0.0234,0.1056,,0.0052,0.0348,0.04,,0.0435,0.0141,0.0576,,0.0146,0.002,0.0166,,0.3703,0,,0.3703,0,0
187,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,331124,松阳县,丽水市,1406,0.298,0.015,0,0.313,0,0,0.0108,0,0.0049,0.0005,0.0028,0.019,0,0,0.004,0.0748,0,0.0788,0.0003,0.0063,0.0555,0.0618,0,0.0621,0.0476,0.1097,0,0.0239,0,0.0239,0,0.6062,0.0003,,0.6062,0,0
188,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,331125,云和县,丽水市,819.7,0.2352,0.005,0,0.2402,0,0,0.0029,0,0.0013,0.0005,0.0008,0.0055,0,,,0.0322,0,0.0322,0,0.0034,0.0331,0.0365,0,0.0493,0.0139,0.0632,0,0.0145,0.0035,0.018,0,0.3956,0,,0.3956,0,0
189,东南诸河,浙南诸河,瓯江温溪以上,小溪及瓯江青田段,G030120,331125,云和县,丽水市,164.3,0.0472,0.001,0,0.0482,0,0,0.0003,0,0,0.0001,0.0003,0.0007,0,,,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.0499,0,,0.0499,0,0
190,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,331126,庆元县,丽水市,64,0.0489,0.0012,0,0.0501,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0.0005,0.0005,0.001,0,0.0035,0.0018,0.0053,0,0,0,0,0,0.0564,0,,0.0564,0,0
191,东南诸河,浙南诸河,瓯江温溪以上,小溪及瓯江青田段,G030120,331126,庆元县,丽水市,546.7,0.1049,0.0067,0,0.1116,0,0,0,0,0,0.0003,0.0004,0.0007,0,,,0.0016,0,0.0016,0,0.0007,0.0014,0.0021,0,0.0092,0.0048,0.014,0,0,0,0,0,0.13,0,,0.13,0,0
192,东南诸河,闽东诸河,闽东诸河,闽东诸河,G040100,331126,庆元县,丽水市,247.3,0.0575,0.003,0,0.0605,0,0,0,0,0,0,0.0003,0.0003,0,,,0,0,0,0,0.0005,0.001,0.0015,0,0.0054,0.002,0.0074,0,0,0,0,0,0.0697,0,,0.0697,0,0
193,东南诸河,闽江,闽江上游,闽江上游,G050100,331126,庆元县,丽水市,1040,0.2027,0.005,0,0.2077,0,0.0005,0.0006,0,0,0.0001,0.0012,0.0024,0,0,0.0026,0.011,0,0.0136,0.0004,0.0027,0.0034,0.0061,0,0.0222,0.0112,0.0334,0.0027,0.0181,0,0.0181,0,0.2813,0.0031,,0.2813,0,0
194,东南诸河,浙南诸河,瓯江温溪以上,小溪及瓯江青田段,G030120,331127,景宁畲族自治县,丽水市,1682.6,0.2447,0.0185,,0.2632,0,0.002,0.0009,0,0,0.0019,0.0032,0.008,0,,,0.0062,0,0.0062,0,0.0021,0.0188,0.0209,0,0.0333,0.0139,0.0472,0,0.0131,0,0.0131,0,0.3586,0,,0.3586,0,0
195,东南诸河,浙南诸河,瓯江温溪以下,飞云江,G030280,331127,景宁畲族自治县,丽水市,266.4,0.0242,0.0018,,0.026,0,0.0001,0,0,0,0.0002,0.0006,0.0009,0,,,0.0007,0,0.0007,0,0,0,0,0,0,0.0026,0.0026,0,0,0,0,0,0.0302,0,,0.0302,0,0
196,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,331181,龙泉市,丽水市,316.1,0.0543,0.0055,0,0.0598,0,0,0,0,0,0,0.0009,0.0009,0,,,0.0028,0,0.0028,0,0,0.0036,0.0036,0,0.0015,0.0006,0.0021,0,0.0048,0,0.0048,0,0.074,0,,0.074,0,0
197,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,331181,龙泉市,丽水市,2438.8,0.4114,0.0245,0,0.4359,0,0,0,0,0.0024,0.0003,0.0044,0.0071,0,0,0.0082,0.0477,0,0.0559,0.0004,0.0087,0.0371,0.0458,0,0.0759,0.0283,0.1042,0,0.0119,0,0.0119,0,0.6608,0.0004,,0.6608,0,0
198,东南诸河,浙南诸河,瓯江温溪以上,小溪及瓯江青田段,G030120,331181,龙泉市,丽水市,216.3,0.0661,0.0069,0,0.073,0,0,0,0,0,0.0001,0.0005,0.0006,0,,,0.0066,0,0.0066,0,0.0037,0.0023,0.006,0,0.0012,0.0004,0.0016,0,0.0048,0,0.0048,0,0.0926,0,,0.0926,0,0
,东南诸河,闽江,闽江上游,闽江上游,G050100,331181,龙泉市,丽水市,87.8,0.0609,0.005,0,0.0659,0,0,0,0,0.0024,0.0001,0.0004,0.0029,0,,,0.0018,0,0.0018,0,0,0.0072,0.0072,0,0.0015,0.0006,0.0021,0,0,0,0,0,0.0799,0,,0.0799,0,0
,,,,,,,,丽水市,,58.13700000000002,3.0670000000000006,0.1528,61.35679999999998,0.018199999999999997,0.5855999999999993,2.0566000000000004,0,8.235100000000001,0.06760000000000005,0.7659999999999995,11.71090000000001,0.015300000000000001,0.3624,4.224100000000001,24.238900000000005,7.436099999999998,36.26150000000003,0.0387,3.379100000000002,16.057899999999993,19.436999999999998,0.013999999999999999,26.216899999999992,7.957300000000002,34.17419999999999,0.04680000000000002,5.661699999999999,1.0002,6.661900000000003,0,169.60229999999999,0.13299999999999998,43.74779999999999,213.35010000000005,0,0
,,,,,,,,丽水市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.27020000000005,,
,,,,,,,,丽水市,1392,0.9161,0.0128,0,0.9289,0,0.035,0.037,0,0.1187,0.0043,0.0177,0.2127,0.0043,0,0.030399999999999996,0.2008,0.0598,0.291,0.0001,0.0161,0.2354,0.2515,0.0012,0.4325,0.096,0.5285,0,0.1303,0,0.1303,0,2.3429,0.0056,0,2.3429,0,0
,,,,,,,,丽水市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,
,,,,,,,,丽水市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,,,,,,,
,,,,,,,,丽水市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
,,,,,,,,丽水市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.9999999999999,,,,,,,
