序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,人口（万人）_城镇,农村,合计,国内地区生产总值  （亿元）_一产,二产,三产,合计,工业增加值（亿元）_火核电工业,国有及规模以上一般工业,规模以下工业,合计,火(核)电装机(万kW)_直流式,循环式,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）_水田,水浇地,菜田,总计,粮食产量（万吨）,林牧渔面积（万亩）_林地灌溉,园地灌溉,草场灌溉,人工鱼塘,牲畜(万头)_大牲畜,小牲畜,合计
115,东南诸河,浙南诸河,瓯江温溪以下,始丰溪,G030220,330727,磐安县,金华市,204.9,0.1018,1.1915,1.2933,3.1479,1.3106,5.8024,10.2609,0,0.6316,0.3607,0.9923,0,0,11.297,1.9618,0.6006,0.36,0.9339,1.8945,0.9118,0.138,0,0,0.0254,0.0058,0.5946,0.6004
116,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330781,兰溪市,金华市,330.1,7.09,6.01,13.1,9.22,59.13,51.99,120.34,0,29.56,9.45,39.01,0,0,22.29,20,13.67,1.92,3.22,18.81,2.9,0,1.23,0,2.81,0.25,11.12,11.37
117,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330781,兰溪市,金华市,126.1,3.19,2.75,5.94,5.9,33.88,41.44,81.22,0,39.3,8.05,47.35,0,264,6.83,6.34,3.69,0.81,1.2,5.7,1.28,0,0.8,0,0.29,0.11,5.91,6.02
118,东南诸河,钱塘江,富春江坝址以上,兰江及富春江上游段,G010160,330781,兰溪市,金华市,851.3,21.85,16.83,38.68,10.9,137.68,95.24,243.82,0,93.1,32.77,125.87,0,0,31.4,28.78,16.9,3.43,3.56,23.89,3.89,0,0.6,0,1.27,0.26,14.03,14.29
119,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330781,兰溪市,金华市,4.5,0.02,0.07,0.09,0.04,0.01,2.59,2.64,0,0.24,0.14,0.38,0,0,0.16,0.16,0.08,0.02,0.06,0.16,0.02,0,0.47,0,0.01,0.06,0.74,0.8
120,东南诸河,钱塘江,富春江坝址以上,金华江上游,G010130,330782,义乌市,金华市,349.1,89.65,22.2,111.85,6.63,240.97,937.03,1184.63,0,109.47,87.03,196.5,0,0,8.64,6.885,4.2515,1.2681,0.7211,6.2407,1.535,1.4502,0.9068,0,0.5359,0.0033,5.62,5.6233
121,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330782,义乌市,金华市,491.7,30.69,7.69,38.38,14.48,162.24,76.36,253.08,7.8,98.72,83.79,190.31,0,0.45,16.31,12.997,8.0256,2.3939,1.3614,11.7809,2.8977,2.7375,1.7118,0,0.7561,0.0063,6.98,6.9863
122,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330782,义乌市,金华市,264.2,30.66,7.62,38.28,3.47,150.96,138.02,292.45,0,61.53,54.5,116.03,0,0,7.64,6.088,3.7594,1.1214,0.6377,5.5185,1.3573,1.2823,0.8019,0,0.406,0.0029,3.5,3.5029
123,东南诸河,钱塘江,富春江坝址以上,金华江上游,G010130,330783,东阳市,金华市,1528.8,74.07,32.51,106.58,16.58,318.27,369.56,704.41,0.55,147.21,100.36,248.12,0,3.1,44,29.81,23.46,1.99,2.65,28.1,8.11,2.11,0,0,2.67,0.16,5.93,6.09
124,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330783,东阳市,金华市,30,0,0.82,0.82,0.33,1.23,3.52,5.08,0,0.4,0.27,0.67,0,0,0.88,0.6,0.46,0.04,0.05,0.55,0.16,0.04,0,0,0.05,0,0.14,0.14
125,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330783,东阳市,金华市,18.6,0,0.47,0.47,0.22,1.45,2.35,4.02,0,0.56,0.38,0.94,0,0,0.59,0.4,0.31,0.03,0.04,0.38,0.11,0.02,0,0,0.03,0,0.14,0.14
126,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330783,东阳市,金华市,166.5,0,0.9,0.9,1.62,7.78,7.92,17.32,0,0.46,0.31,0.77,0,0,3.66,2.48,1.93,0.16,0.22,2.31,0.67,0.23,0,0,0.29,0,0.7,0.7
127,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,330783,东阳市,金华市,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,东南诸河,钱塘江,富春江坝址以上,金华江上游,G010130,330784,永康市,金华市,92.6,0,2.6,2.6,0.77,10.34,13.28,24.39,0,4.71,4.19,8.9,0,0,2.86,1.95,0.62,1.13,0.2,1.95,0.6,0.39,0,0,0.13,0,0.38,0.38
129,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330784,永康市,金华市,934.9,64.85,29.15,94,8.3,382.21,303.45,693.96,0.68,187.64,167.47,355.79,0,1.5,32.27,21.8,6.96,12.62,2.22,21.8,6.74,3.89,0,0,1.32,0.06,3.99,4.05
130,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,330784,永康市,金华市,19.5,0.19,0.43,0.62,0.14,1.29,2.46,3.89,0,0.43,0.39,0.82,0,0,0.52,0.33,0.1,0.19,0.04,0.33,0.11,0.07,0,0,0.03,0,0.13,0.13
