序号,所属流域_一级,二级,三级,四级,四级编码,行政区_县区代码,县区名称,市,面积,人口（万人）_城镇,农村,合计,国内地区生产总值  （亿元）_一产,二产,三产,合计,工业增加值（亿元）_火核电工业,国有及规模以上一般工业,规模以下工业,合计,火(核)电装机(万kW)_直流式,循环式,总耕地面积      （万亩）,有效灌溉面积   （万亩）,农田实灌面积（万亩）_水田,水浇地,菜田,总计,粮食产量（万吨）,林牧渔面积（万亩）_林地灌溉,园地灌溉,草场灌溉,人工鱼塘,牲畜(万头)_大牲畜,小牲畜,合计
104,东南诸河,钱塘江,富春江坝址以上,衢江下游,G010120,330702,婺城区,金华市,332.6,4.63,5.54,10.17,6.07,50.19,40.36,96.62,2.56,13.63,2.95,19.14,0,1.5,16.45,15.511,12.74,0.85,1.3,14.89,3.47,0.64,1.11,0.051,0.57,0.48,12.4,12.88
105,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330702,婺城区,金华市,1059.4,70.59,16.3,86.89,12.47,187.66,422.79,622.92,1.27,144.94,26.69,172.9,0,20.625,28.52,26.725,22.65,1.21,2.86,26.72,2.86,1.6,2.75,0.114,1.41,0.96,24.9,25.86
106,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330703,金东区,金华市,658,31.39,20.24,51.63,13.65,133.63,147.97,295.25,0,74.35,31.85,106.2,0,0,28.19,22.8917,16.43,2.25,3.06,21.74,1.84,0,2.61,0,0.936,0.6426,27.9,28.5426
107,东南诸河,钱塘江,富春江坝址以上,金华江下游,G010140,330723,武义县,金华市,929.4,27.2,13.4,40.6,13.29,141.64,100.77,255.7,0.42,123.59,22.66,146.67,0,2.4,29.55,16.44,14.42,0.78,0.6,15.8,6.06,0.62,0.41,0,0.57,0.23,14.69,14.92
108,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,330723,武义县,金华市,638.6,2.25,4.05,6.3,2.83,16.32,38.4,57.55,0,0.06,2,2.06,0,0,6.89,6.36,5.9,0.37,0.09,6.36,1.4,0.42,0.28,0,0.08,0.21,8.81,9.02
109,东南诸河,钱塘江,富春江坝址以下,富春江下游段,G010210,330726,浦江县,金华市,400.6,3.26,1.84,5.1,1.01,9.54,18.36,28.91,0,3.94,4.41,8.35,0,0,6.14,4.069,1.33,0.93,0.1,2.36,1.03,0.12,3.1,0,0.05,0.05,3.62,3.67
110,东南诸河,钱塘江,富春江坝址以下,浦阳江,G010220,330726,浦江县,金华市,517.4,25.82,15.31,41.13,9.88,107.39,116.12,233.39,0.98,41.45,50.74,93.17,0,0,17.92,16.358,14.21,1.19,0.54,15.94,6.14,0.09,4.49,0,0.11,0,5.38,5.38
111,东南诸河,钱塘江,富春江坝址以上,金华江上游,G010130,330727,磐安县,金华市,418.5,6.4109,1.6878,8.0987,6.0382,20.8092,45.7905,72.6379,0,10.0294,5.7273,15.7567,0,0,21.6695,3.743,1.1568,0.6905,1.787,3.6343,1.7534,0.244,0,0,0.0449,0.0098,1.0529,1.0627
112,东南诸河,钱塘江,富春江坝址以下,曹娥江百官以上,G010240,330727,磐安县,金华市,207.4,1.8719,2.3956,4.2675,1.5527,22.0767,6.0664,29.6958,0,10.6403,6.0761,16.7164,0,0,5.5722,1.0412,0.3002,0.1776,0.4568,0.9346,0.4535,0.1442,0,0,0.0266,0.0098,0.6123,0.6221
113,东南诸河,浙南诸河,瓯江温溪以上,大溪,G030110,330727,磐安县,金华市,224,1.0177,2.1074,3.1251,0.9817,4.1745,4.9537,10.1099,0,2.0119,1.1489,3.1608,0,0,3.5231,0.684,0.1849,0.1123,0.2937,0.5909,0.2821,0.1178,0,0,0.0217,0.0042,0.5097,0.5139
114,东南诸河,浙南诸河,瓯江温溪以下,永安溪,G030210,330727,磐安县,金华市,140.2,0.0814,0.994,1.0754,0.7895,6.529,3.837,11.1555,0,3.1468,1.797,4.9438,0,0,2.8332,0.5995,0.1525,0.0903,0.2324,0.4752,0.2305,0.1461,0,0,0.0269,0.0059,0.6304,0.6363
