功能区,4月,5月,6月,7月,8月,9月,10月,11月,12月,1月,2月,3月,年合计
SK-01,625887.37112412,637938.9377940485,624802.2516858,622374.8648527162,625854.6450492968,628093.1711463,630223.4746575872,621118.2397630501,611450.2621597936,622913.455425484,614996.8403837464,625411.569662129,7491065.083704073
SK-02,824933.7790943601,848381.5984859224,819546.3572148,830906.4970605678,825333.7163524646,831709.5158732799,825690.9498984774,835317.1770792401,839029.1618448388,823959.1454568,831017.9666187001,810047.2067147226,9945873.071694175
