功能区,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,年合计
QT-153,3151.015799046706,3244.3890065531677,3167.4097575178657,3263.003770044963,3207.1615934557412,3257.871574892689,3296.030067995954,3020.597314127614,3299.236066596351,3023.671984317914,3131.4972821538977,3163.784426929312,38225.668643632176
QT-154,4805.527546892559,4787.067237706765,4854.423153703222,4483.291979225171,4503.074668400426,4372.762345825499,4487.671136152087,4534.554480949688,4733.339281000655,4701.756001959277,4750.224577203468,4622.411867716444,55636.10427673526
QT-155,8241.144587065917,8051.301156782094,7854.255198029656,7768.667172226847,7696.279657831005,7965.563391091791,7930.761669981609,7714.052160126836,8002.024429394265,7804.937281372146,8091.190958183144,7803.477234910675,94923.65489699597
QT-156,7287.294332500047,6850.942638352815,7494.602155972156,6773.981560612772,6857.814606196309,7290.755661928379,7016.235479640263,7349.3994817675675,7165.363264146272,7335.215124403705,7540.967395363054,7034.712884716771,85997.28458560012
