功能区,4月,5月,6月,7月,8月,9月,10月,11月,12月,1月,2月,3月,年合计
SK-01,300.42593813957757,306.21069014114323,299.905080809184,298.7399351293037,300.4102296236624,301.484722150224,302.5072678356418,298.136755086264,293.4961258367009,298.99845860423227,295.19848338419825,300.1975534378219,3595.7112401779546
SK-02,593.9523209479391,610.8347509098642,590.0733771946559,598.2526778836087,594.2402757737744,598.8308514287615,594.4974839269037,601.4283674970528,604.1009965282839,593.250584728896,598.332935965464,583.2339888346003,7161.028611619805
