日期	平原产水	其他外供	河网供水	水库供水	合计来水	农业需水	其他生态需水	非农需水	需水量	净流量	目标容积	日初容积	日中容积	日末容积	排末容积	水位生态需水	初河蓄水	蓄水消后	缺水(浙东需供)	末河蓄水	排河蓄水	排水容积	河区排水	容积变化	排后变化	纳蓄能力	低水位以上蓄水量	总蓄水量	生态需水	总需水量	本地可供水量	展示本地可供水量
2026/03/13	31.740000000000002	184.46679999999998	15.818	5.357	205.64180000000007	147.68	62.36999999999999	180.8438	328.52379999999994	-185.252	63315.57534246575	3639.780246265859	3454.5282462658593	3641.409246265859	3641.409246265859	0.0	0.0	0.0	186.88100000000003	0.0	0.0	74231.66666666667	0.0	1.6289999999999054	1.6289999999999054	62297.59075373415	0.0	3641.409246265859	62.36999999999999	390.89379999999994	205.64180000000007	204.0127999999999
2026/03/14	85.26999999999998	185.0568	15.060000000000004	5.357	205.4738	147.68	62.36999999999999	180.8438	328.52379999999994	-185.41999999999996	63315.57534246575	3641.409246265859	3455.989246265859	3643.0242462658593	3643.0242462658593	0.0	0.0	0.0	187.03499999999997	0.0	0.0	74231.66666666667	0.0	1.6150000000002365	1.6150000000002365	62295.97575373415	0.0	3643.0242462658593	62.36999999999999	390.89379999999994	205.4738	203.85879999999997
2026/03/15	568.22	184.43079999999998	15.818	5.357	205.60579999999996	147.68	62.36999999999999	180.8438	328.52379999999994	-185.28799999999995	63315.57534246575	3643.0242462658593	3457.7362462658593	3644.650246265859	3644.650246265859	0.0	0.0	0.0	186.91399999999996	0.0	0.0	74231.66666666667	0.0	1.625999999999749	1.625999999999749	62294.349753734146	0.0	3644.650246265859	62.36999999999999	390.89379999999994	205.60579999999996	203.97979999999998
2026/03/16	0.0	185.12380000000002	14.908999999999995	5.357	205.38979999999998	147.68	62.36999999999999	180.8438	328.52379999999994	-185.504	63315.57534246575	3644.650246265859	3459.146246265859	3646.2582462658593	3646.2582462658593	0.0	0.0	0.0	187.112	0.0	0.0	74231.66666666667	0.0	1.6080000000001746	1.6080000000001746	62292.741753734146	0.0	3646.2582462658593	62.36999999999999	390.89379999999994	205.38979999999998	203.78179999999995
2026/03/17	0.0	186.0818	13.543000000000003	5.357	204.9818	147.68	62.36999999999999	180.8438	328.52379999999994	-185.91199999999995	63315.57534246575	3646.2582462658593	3460.346246265859	3647.8322462658593	3647.8322462658593	0.0	0.0	0.0	187.48599999999996	0.0	0.0	74231.66666666667	0.0	1.5740000000000691	1.5740000000000691	62291.167753734146	0.0	3647.8322462658593	62.36999999999999	390.89379999999994	204.9818	203.40779999999998
2026/03/18	0.0	186.9598	12.137	5.357	204.4538	147.68	62.36999999999999	180.8438	328.52379999999994	-186.44	63315.57534246575	3647.8322462658593	3461.3922462658593	3649.362246265859	3649.362246265859	0.0	0.0	0.0	187.97	0.0	0.0	74231.66666666667	0.0	1.5299999999997453	1.5299999999997453	62289.63775373415	0.0	3649.362246265859	62.36999999999999	390.89379999999994	204.4538	202.92379999999994
2026/03/19	40.349999999999994	187.3158	11.216999999999999	5.357	203.88979999999998	147.68	62.36999999999999	180.8438	328.52379999999994	-187.004	63315.57534246575	3649.362246265859	3462.358246265859	3650.8452462658593	3650.8452462658593	0.0	0.0	0.0	188.487	0.0	0.0	74231.66666666667	0.0	1.4830000000001746	1.4830000000001746	62288.15475373415	0.0	3650.8452462658593	62.36999999999999	390.89379999999994	203.88979999999998	202.40679999999995
2026/03/20	1285.2800000000002	186.7988	17.434	5.357	209.58979999999997	147.68	62.36999999999999	180.8438	328.52379999999994	-181.304	63315.57534246575	3650.8452462658593	3469.5412462658587	3652.803246265859	3652.803246265859	0.0	0.0	0.0	183.26200000000003	0.0	0.0	74231.66666666667	0.0	1.957999999999629	1.957999999999629	62286.19675373415	0.0	3652.803246265859	62.36999999999999	390.89379999999994	209.58979999999997	207.6317999999999
2026/03/21	2179.61	177.1378	53.49500000000001	5.357	235.98980000000003	147.68	62.36999999999999	180.8438	328.52379999999994	-154.90400000000002	63315.57534246575	3652.803246265859	3497.8992462658593	3658.7202462658593	3658.7202462658593	0.0	0.0	0.0	160.821	0.0	0.0	74231.66666666667	0.0	5.917000000000371	5.917000000000371	62280.27975373414	0.0	3658.7202462658593	62.36999999999999	390.89379999999994	235.98980000000003	230.07279999999994
2026/03/22	3.8800000000000003	178.3228	32.726	5.357	216.40579999999997	147.68	62.36999999999999	180.8438	328.52379999999994	-174.48799999999997	63315.57534246575	3658.7202462658593	3484.232246265859	3661.373246265859	3661.373246265859	0.0	0.0	0.0	177.141	0.0	0.0	74231.66666666667	0.0	2.6529999999997926	2.6529999999997926	62277.62675373415	0.0	3661.373246265859	62.36999999999999	390.89379999999994	216.40579999999997	213.75279999999995
2026/03/23	54.129999999999995	180.4808	24.400000000000006	5.357	210.23779999999996	147.68	62.36999999999999	180.8438	328.52379999999994	-180.65600000000003	63315.57534246575	3661.373246265859	3480.717246265859	3663.385246265859	3663.385246265859	0.0	0.0	0.0	182.66800000000003	0.0	0.0	74231.66666666667	0.0	2.012000000000171	2.012000000000171	62275.614753734146	0.0	3663.385246265859	62.36999999999999	390.89379999999994	210.23779999999996	208.2257999999999
2026/03/24	1728.3699999999997	172.7798	59.38900000000002	5.357	237.52579999999998	147.68	62.36999999999999	180.8438	328.52379999999994	-153.368	63315.57534246575	3663.385246265859	3510.0172462658593	3669.558246265859	3669.558246265859	0.0	0.0	0.0	159.541	0.0	0.0	74231.66666666667	0.0	6.1729999999997744	6.1729999999997744	62269.44175373414	0.0	3669.558246265859	62.36999999999999	390.89379999999994	237.52579999999998	231.35279999999995
2026/03/25	19.390000000000004	175.0618	37.139	5.357	217.55780000000001	147.68	62.36999999999999	180.8438	328.52379999999994	-173.33599999999998	63315.57534246575	3669.558246265859	3496.2222462658588	3672.403246265859	3672.403246265859	0.0	0.0	0.0	176.181	0.0	0.0	74231.66666666667	0.0	2.8449999999998	2.8449999999998	62266.59675373415	0.0	3672.403246265859	62.36999999999999	390.89379999999994	217.55780000000001	214.71279999999993
2026/03/26	1741.8000000000002	166.1088	71.988	5.357	243.4538	147.68	62.36999999999999	180.8438	328.52379999999994	-147.44	63315.57534246575	3672.403246265859	3524.963246265859	3679.564246265859	3679.564246265859	0.0	0.0	0.0	154.601	0.0	0.0	74231.66666666667	0.0	7.161000000000058	7.161000000000058	62259.43575373415	0.0	3679.564246265859	62.36999999999999	390.89379999999994	243.4538	236.29279999999994
2026/03/27	1808.6200000000003	153.9538	106.66700000000003	5.357	265.9778	147.68	62.36999999999999	180.8438	328.52379999999994	-124.91600000000001	63315.57534246575	3679.564246265859	3554.648246265859	3690.4792462658593	3690.4792462658593	0.0	0.0	0.0	135.831	0.0	0.0	74231.66666666667	0.0	10.915000000000418	10.915000000000418	62248.52075373415	0.0	3690.4792462658593	62.36999999999999	390.89379999999994	265.9778	255.06279999999995
2026/03/28	123.88	163.6548	69.726	5.357	238.73779999999996	147.68	62.36999999999999	180.8438	328.52379999999994	-152.156	63315.57534246575	3690.4792462658593	3538.3232462658593	3696.8542462658593	3696.8542462658593	0.0	0.0	0.0	158.531	0.0	0.0	74231.66666666667	0.0	6.375	6.375	62242.14575373415	0.0	3696.8542462658593	62.36999999999999	390.89379999999994	238.73779999999996	232.36279999999994
2026/03/29	949.0	164.5248	78.216	5.357	248.0978	147.68	62.36999999999999	180.8438	328.52379999999994	-142.796	63315.57534246575	3696.8542462658593	3554.058246265859	3704.789246265859	3704.789246265859	0.0	0.0	0.0	150.731	0.0	0.0	74231.66666666667	0.0	7.934999999999945	7.934999999999945	62234.21075373414	0.0	3704.789246265859	62.36999999999999	390.89379999999994	248.0978	240.16279999999995
2026/03/30	1076.12	162.8318	90.21700000000001	5.357	258.4058	147.68	62.36999999999999	180.8438	328.52379999999994	-132.48799999999997	63315.57534246575	3704.789246265859	3572.301246265859	3714.442246265859	3714.442246265859	0.0	0.0	0.0	142.14099999999996	0.0	0.0	74231.66666666667	0.0	9.652999999999793	9.652999999999793	62224.557753734145	0.0	3714.442246265859	62.36999999999999	390.89379999999994	258.4058	248.75279999999998
2026/03/31	0.0	171.5238	51.417000000000016	5.357	228.29779999999997	147.68	62.36999999999999	180.8438	328.52379999999994	-162.596	63315.57534246575	3714.442246265859	3551.846246265859	3719.0772462658592	3719.0772462658592	0.0	0.0	0.0	167.231	0.0	0.0	74231.66666666667	0.0	4.635000000000218	4.635000000000218	62219.92275373415	0.0	3719.0772462658592	62.36999999999999	390.89379999999994	228.29779999999997	223.66279999999995
2026/04/01	0.0	179.1968	31.766000000000012	5.357	216.31980000000004	147.68	78.5	180.8438	328.52379999999994	-190.704	63315.57534246575	3719.0772462658592	3528.373246265859	3721.210246265859	3721.210246265859	0.0	0.0	0.0	192.83700000000002	0.0	0.0	74231.66666666667	0.0	2.132999999999811	2.132999999999811	62217.78975373415	0.0	3721.210246265859	78.5	407.02379999999994	216.31980000000004	214.18679999999992
2026/04/02	0.0	182.6688	25.006000000000007	5.357	213.03180000000003	147.68	78.5	180.8438	328.52379999999994	-193.992	63315.57534246575	3721.210246265859	3527.218246265859	3723.069246265859	3723.069246265859	0.0	0.0	0.0	195.85100000000003	0.0	0.0	74231.66666666667	0.0	1.8589999999999236	1.8589999999999236	62215.93075373415	0.0	3723.069246265859	78.5	407.02379999999994	213.03180000000003	211.1727999999999
2026/04/03	0.0	137.3858	21.023000000000003	5.357	163.76580000000004	0.0	78.5	180.8438	180.8438	-95.578	63315.57534246575	3723.069246265859	3627.491246265859	3726.2600462658593	3726.2600462658593	0.0	0.0	0.0	98.76880000000001	0.0	0.0	74231.66666666667	0.0	3.1908000000003085	3.1908000000003085	62212.73995373414	0.0	3726.2600462658593	78.5	259.3438	163.76580000000004	160.575
