功能区,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,年合计
QT-153,4201.354398728942,4325.852008737558,4223.213010023822,4350.671693393286,4276.215457940989,4343.828766523586,4394.70675732794,4027.4630855034866,4398.981422128469,4031.5626457572203,4175.3297095385315,4218.37923590575,50967.558191509575
QT-154,6407.370062523414,6382.756316942356,6472.56420493763,5977.722638966896,6004.099557867237,5830.3497944340015,5983.561514869451,6046.072641266252,6311.11904133421,6269.00800261237,6333.632769604625,6163.215823621926,74181.47236898036
QT-155,12361.716880598875,12076.95173517314,11781.38279704448,11653.000758340268,11544.419486746507,11948.345086637684,11896.14250497241,11571.07824019025,12003.036644091395,11707.405922058217,12136.786437274714,11705.21585236601,142385.48234549395
QT-156,10930.941498750068,10276.413957529221,11241.903233958232,10160.972340919156,10286.721909294462,10936.133492892564,10524.35321946039,11024.099222651348,10748.044896219406,11002.822686605556,11311.451093044578,10552.069327075154,128995.92687840013
